"都道府県コード又は市区町村コード","地域コード","都道府県名","市区町村名","調査年月日","地域名","総人口","男性","女性","0-4歳の男性","0-4歳の女性","5-9歳の男性","5-9歳の女性","10-14歳の男性","10-14歳の女性","15-19歳の男性","15-19歳の女性","20-24歳の男性","20-24歳の女性","25-29歳の男性","25-29歳の女性","30-34歳の男性","30-34歳の女性","35-39歳の男性","35-39歳の女性","40-44歳の男性","40-44歳の女性","45-49歳の男性","45-49歳の女性","50-54歳の男性","50-54歳の女性","55-59歳の男性","55-59歳の女性","60-64歳の男性","60-64歳の女性","65-69歳の男性","65-69歳の女性","70-74歳の男性","70-74歳の女性","75-79歳の男性","75-79歳の女性","80-84歳の男性","80-84歳の女性","85歳以上の男性","85歳以上の女性","世帯数"
352161,1,"山口県","山陽小野田市","2022/03/31","本山小学校区",2891.00,1366.00,1525.00,33.00,37.00,55.00,43.00,74.00,65.00,89.00,65.00,77.00,74.00,67.00,38.00,49.00,41.00,55.00,77.00,69.00,92.00,101.00,115.00,103.00,97.00,57.00,68.00,105.00,87.00,101.00,125.00,132.00,177.00,94.00,116.00,56.00,80.00,49.00,128.00,1369.00
352161,2,"山口県","山陽小野田市","2022/03/31","赤崎小学校区",4995.00,2493.00,2502.00,68.00,76.00,92.00,79.00,111.00,101.00,177.00,146.00,330.00,204.00,146.00,99.00,100.00,72.00,126.00,106.00,136.00,141.00,182.00,161.00,132.00,176.00,123.00,137.00,141.00,136.00,152.00,154.00,183.00,194.00,120.00,142.00,98.00,148.00,76.00,230.00,2548.00
352161,3,"山口県","山陽小野田市","2022/03/31","須恵小学校区",8160.00,3826.00,4334.00,131.00,122.00,166.00,196.00,182.00,191.00,208.00,169.00,170.00,173.00,156.00,145.00,199.00,195.00,224.00,208.00,248.00,231.00,280.00,283.00,247.00,252.00,209.00,248.00,244.00,265.00,292.00,298.00,345.00,413.00,230.00,290.00,145.00,267.00,150.00,388.00,4025.00
352161,4,"山口県","山陽小野田市","2022/03/31","小野田小学校区",5980.00,2802.00,3178.00,106.00,85.00,143.00,116.00,137.00,141.00,148.00,133.00,107.00,109.00,121.00,121.00,117.00,115.00,163.00,180.00,198.00,175.00,214.00,206.00,206.00,215.00,158.00,187.00,188.00,221.00,198.00,214.00,243.00,274.00,155.00,180.00,104.00,195.00,96.00,311.00,2945.00
352161,5,"山口県","山陽小野田市","2022/03/31","高泊小学校区",4129.00,1924.00,2205.00,45.00,45.00,88.00,82.00,101.00,102.00,99.00,106.00,103.00,73.00,68.00,77.00,73.00,97.00,108.00,100.00,112.00,126.00,153.00,161.00,130.00,157.00,124.00,98.00,80.00,111.00,138.00,157.00,207.00,228.00,136.00,146.00,79.00,121.00,80.00,218.00,1936.00
352161,6,"山口県","山陽小野田市","2022/03/31","高千帆小学校区",11081.00,5331.00,5750.00,218.00,221.00,297.00,258.00,272.00,240.00,266.00,229.00,236.00,230.00,246.00,190.00,291.00,258.00,350.00,364.00,364.00,360.00,401.00,416.00,342.00,373.00,296.00,286.00,305.00,331.00,358.00,386.00,404.00,490.00,299.00,364.00,198.00,326.00,188.00,428.00,5100.00
352161,7,"山口県","山陽小野田市","2022/03/31","有帆小学校区",3617.00,1744.00,1873.00,41.00,33.00,66.00,33.00,71.00,62.00,71.00,63.00,69.00,66.00,54.00,49.00,62.00,56.00,74.00,75.00,101.00,85.00,123.00,121.00,116.00,113.00,109.00,113.00,116.00,137.00,152.00,171.00,218.00,253.00,134.00,151.00,88.00,125.00,79.00,167.00,1686.00
352161,8,"山口県","山陽小野田市","2022/03/31","厚狭小学校区",10232.00,4882.00,5350.00,196.00,198.00,233.00,247.00,286.00,252.00,251.00,249.00,203.00,164.00,200.00,173.00,243.00,227.00,316.00,287.00,329.00,345.00,385.00,346.00,284.00,319.00,257.00,303.00,283.00,297.00,328.00,379.00,409.00,499.00,287.00,298.00,194.00,306.00,198.00,461.00,4539.00
352161,9,"山口県","山陽小野田市","2022/03/31","出合小学校区",2578.00,1237.00,1341.00,29.00,26.00,54.00,54.00,47.00,61.00,61.00,60.00,72.00,58.00,73.00,49.00,50.00,44.00,57.00,56.00,77.00,61.00,76.00,81.00,76.00,77.00,84.00,92.00,85.00,97.00,95.00,116.00,130.00,125.00,76.00,89.00,46.00,77.00,49.00,118.00,1238.00
352161,10,"山口県","山陽小野田市","2022/03/31","厚陽小学校区",1829.00,825.00,1004.00,14.00,23.00,16.00,24.00,23.00,36.00,44.00,42.00,31.00,26.00,25.00,18.00,32.00,21.00,35.00,40.00,39.00,34.00,49.00,42.00,59.00,63.00,57.00,51.00,53.00,76.00,86.00,100.00,105.00,106.00,69.00,86.00,44.00,71.00,44.00,145.00,913.00
352161,11,"山口県","山陽小野田市","2022/03/31","埴生小学校区",3899.00,1854.00,2045.00,48.00,53.00,66.00,60.00,70.00,56.00,74.00,71.00,74.00,71.00,88.00,88.00,84.00,65.00,80.00,76.00,93.00,108.00,154.00,117.00,141.00,132.00,108.00,92.00,114.00,117.00,154.00,163.00,184.00,234.00,139.00,167.00,105.00,153.00,78.00,222.00,1977.00
352161,12,"山口県","山陽小野田市","2022/03/31","津布田小学校区",1073.00,505.00,568.00,14.00,9.00,12.00,11.00,21.00,16.00,22.00,26.00,19.00,28.00,24.00,21.00,20.00,18.00,26.00,26.00,29.00,24.00,36.00,26.00,26.00,38.00,35.00,32.00,37.00,38.00,54.00,47.00,45.00,66.00,48.00,35.00,16.00,37.00,21.00,70.00,536.00
