都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
353418,,山口県,上関町,2022-11-30,上関,757,370,387,8,5,9,7,10,14,15,11,14,11,8,3,13,14,16,9,17,11,22,18,20,17,27,20,27,24,37,40,52,51,28,37,23,36,24,59,408,
353418,,山口県,上関町,2022-11-30,蒲井,57,16,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,3,2,1,5,3,6,4,28,51,
353418,,山口県,上関町,2022-11-30,四代,82,44,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0,4,6,6,3,8,4,12,6,1,1,2,7,6,10,48,
353418,,山口県,上関町,2022-11-30,白井田,160,68,92,0,0,0,0,0,0,1,3,1,0,0,2,1,1,0,1,1,1,3,1,5,4,4,1,4,3,8,3,11,7,12,11,5,15,12,39,116,
353418,,山口県,上関町,2022-11-30,戸津,198,88,110,2,5,1,1,0,3,0,1,1,1,1,2,1,4,5,3,4,1,2,0,1,4,7,7,8,8,11,7,10,15,12,15,13,10,9,23,107,
353418,,山口県,上関町,2022-11-30,室津,830,401,429,10,6,13,13,10,11,11,7,12,6,16,2,14,14,17,18,18,12,28,17,28,15,26,28,39,36,30,31,48,61,30,36,27,42,24,74,450,
353418,,山口県,上関町,2022-11-30,祝島,298,143,155,3,4,1,1,0,0,0,1,3,0,4,1,4,3,0,1,2,2,6,1,5,0,8,5,8,4,18,12,25,15,14,26,17,30,25,49,213,
353418,,山口県,上関町,2022-11-30,八島,19,7,12,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,7,14,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
