都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
352012,,山口県,下関市,2021-03-31,本庁_みもすそ川町,579,246,333,5,3,7,7,6,2,9,13,5,5,7,10,3,10,10,8,14,15,20,21,16,19,14,26,19,24,26,24,31,43,19,25,16,32,19,46,353,
352012,,山口県,下関市,2021-03-31,本庁_壇之浦町,233,102,131,1,2,1,3,3,1,5,4,2,4,1,1,3,4,1,6,4,3,11,8,9,7,6,7,11,10,7,15,13,11,7,16,10,12,7,17,136,
352012,,山口県,下関市,2021-03-31,本庁_本町一丁目,252,112,140,1,1,1,2,2,5,2,3,7,4,4,6,4,6,8,4,8,8,9,4,8,8,5,10,10,15,10,7,15,12,5,8,8,15,5,22,164,
352012,,山口県,下関市,2021-03-31,本庁_本町二丁目,307,136,171,2,0,1,2,3,3,5,2,3,4,3,3,3,3,5,6,5,4,8,9,8,8,12,8,10,21,18,13,20,26,12,14,10,27,8,18,180,
352012,,山口県,下関市,2021-03-31,本庁_本町三丁目,209,91,118,3,1,1,2,5,1,2,2,2,5,0,3,5,3,4,5,3,4,2,5,10,1,8,5,8,13,12,12,8,16,9,10,5,10,4,20,122,
352012,,山口県,下関市,2021-03-31,本庁_本町四丁目,223,101,122,4,2,6,4,4,8,3,1,5,2,0,5,4,2,4,3,7,7,7,10,8,4,2,3,2,5,8,11,17,17,7,11,5,13,8,14,121,
352012,,山口県,下関市,2021-03-31,本庁_阿弥陀寺町,684,327,357,15,9,10,9,14,8,11,14,8,8,6,4,10,9,18,24,22,17,16,24,24,27,28,29,38,27,30,30,29,37,20,19,9,32,19,30,370,
352012,,山口県,下関市,2021-03-31,本庁_中之町,373,161,212,6,1,5,4,8,5,10,5,2,4,4,4,4,5,5,10,8,10,12,10,12,14,11,12,13,17,12,11,16,16,12,35,10,23,11,26,224,
352012,,山口県,下関市,2021-03-31,本庁_唐戸町,273,114,159,3,2,6,2,2,3,3,3,4,8,5,7,3,1,5,4,7,8,8,4,7,10,9,17,10,6,9,19,12,17,7,16,8,17,6,15,159,
352012,,山口県,下関市,2021-03-31,本庁_赤間町,392,181,211,3,5,2,3,10,5,8,7,2,5,3,3,6,9,7,4,18,5,17,12,17,17,13,18,15,14,15,21,18,26,10,9,7,19,10,29,236,
