都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
353418,,山口県,上関町,2021-11-30,上関,800,388,412,8,6,11,7,9,15,18,13,13,11,10,6,17,13,17,11,18,12,24,19,21,24,28,21,26,22,44,44,50,51,27,38,21,39,26,60,421,
353418,,山口県,上関町,2021-11-30,蒲井,58,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,1,3,1,4,5,6,3,30,52,
353418,,山口県,上関町,2021-11-30,四代,86,44,42,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,3,0,0,0,4,7,6,3,11,3,7,6,2,3,2,7,6,12,48,
353418,,山口県,上関町,2021-11-30,白井田,164,69,95,0,0,0,0,0,0,1,3,1,0,1,2,0,1,0,0,1,1,6,3,4,2,4,2,2,2,12,3,9,10,11,10,9,20,8,36,118,
353418,,山口県,上関町,2021-11-30,戸津,202,93,109,2,4,1,2,0,3,0,0,1,1,1,3,3,4,4,1,3,1,2,0,2,4,6,8,11,7,10,10,11,15,13,14,12,12,11,20,108,
353418,,山口県,上関町,2021-11-30,室津,854,411,443,14,10,12,10,13,13,10,7,9,8,17,3,18,15,19,18,16,17,32,16,29,19,29,22,37,40,30,33,50,61,29,36,22,42,25,73,455,
353418,,山口県,上関町,2021-11-30,祝島,321,154,167,2,5,1,2,1,0,1,0,4,0,2,1,5,3,1,3,2,2,6,0,5,1,10,4,9,4,17,14,28,21,13,27,21,27,26,53,223,
353418,,山口県,上関町,2021-11-30,八島,20,7,13,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,6,1,4,15,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
