都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
353418,,山口県,上関町,2023-09-30,上関,716,345,371,8,3,7,5,11,14,13,9,14,11,8,2,11,9,14,14,14,9,20,15,22,19,23,19,26,28,34,32,52,48,24,40,24,36,20,58,394,
353418,,山口県,上関町,2023-09-30,蒲井,56,17,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,0,1,7,3,5,4,27,50,
353418,,山口県,上関町,2023-09-30,四代,77,43,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,1,0,2,4,6,5,9,5,11,3,1,3,3,5,6,8,44,
353418,,山口県,上関町,2023-09-30,白井田,157,69,88,0,0,0,0,0,0,1,2,1,1,0,1,2,1,0,0,1,1,3,2,4,2,6,2,4,2,5,4,12,5,8,11,7,14,15,40,115,
353418,,山口県,上関町,2023-09-30,戸津,198,88,110,3,3,1,3,0,4,0,1,0,1,2,0,2,2,4,6,4,1,2,0,2,4,4,6,8,7,12,7,9,16,14,11,12,14,9,24,107,
353418,,山口県,上関町,2023-09-30,室津,793,384,409,10,6,9,12,15,9,7,9,9,4,13,4,15,11,20,14,17,13,23,16,28,16,29,25,34,34,33,33,47,56,28,39,27,38,20,70,436,
353418,,山口県,上関町,2023-09-30,祝島,283,137,146,2,3,2,2,0,0,0,1,2,0,3,1,4,2,1,2,2,2,4,1,7,0,7,5,7,4,16,9,23,15,18,22,14,29,25,48,203,
353418,,山口県,上関町,2023-09-30,八島,19,7,12,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,8,14,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
