都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
353418,,山口県,上関町,2024-05-31,上関,706,341,365,8,3,7,4,12,15,15,8,10,9,8,3,13,7,14,15,11,7,22,17,22,22,22,18,27,27,31,27,47,45,30,39,17,38,25,61,389,
353418,,山口県,上関町,2024-05-31,蒲井,54,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,0,3,5,3,6,3,25,49,
353418,,山口県,上関町,2024-05-31,四代,73,40,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,3,5,5,7,4,11,4,4,2,3,6,5,8,43,
353418,,山口県,上関町,2024-05-31,白井田,151,66,85,0,0,0,0,0,0,1,2,1,1,0,1,2,1,0,0,1,1,3,2,4,2,6,2,4,2,5,4,9,3,9,11,9,14,12,39,111,
353418,,山口県,上関町,2024-05-31,戸津,196,89,107,2,3,2,3,0,3,0,2,0,1,2,0,3,2,1,6,7,1,1,0,4,2,2,7,9,8,11,7,9,13,13,13,13,15,10,21,108,
353418,,山口県,上関町,2024-05-31,室津,755,365,390,8,5,11,11,11,10,9,8,5,3,13,4,14,11,19,14,15,13,21,15,29,15,25,21,32,35,35,34,38,48,35,42,25,36,20,65,425,
353418,,山口県,上関町,2024-05-31,祝島,272,131,141,2,2,2,3,0,0,0,1,0,0,1,2,3,2,3,3,2,2,3,1,6,1,7,5,9,4,13,7,21,15,20,22,16,27,23,44,198,
353418,,山口県,上関町,2024-05-31,八島,17,7,10,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,6,12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
