都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
353418,,山口県,上関町,2022-07-31,上関,767,372,395,8,4,8,8,10,14,17,12,11,10,11,5,10,14,17,9,19,13,22,19,21,18,25,20,28,24,42,41,47,50,29,39,23,35,24,60,413,
353418,,山口県,上関町,2022-07-31,蒲井,55,16,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,3,2,1,5,3,7,4,25,49,
353418,,山口県,上関町,2022-07-31,四代,84,44,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0,4,6,6,4,10,3,10,6,1,2,2,6,6,12,48,
353418,,山口県,上関町,2022-07-31,白井田,163,69,94,0,0,0,0,0,0,1,3,1,0,1,2,0,1,0,1,1,1,3,2,5,3,5,1,3,3,9,3,10,7,13,13,6,17,11,37,117,
353418,,山口県,上関町,2022-07-31,戸津,198,88,110,2,5,1,2,0,3,0,0,1,1,1,3,2,4,4,2,4,1,2,0,2,4,6,8,8,7,12,8,10,15,13,15,12,11,8,21,107,
353418,,山口県,上関町,2022-07-31,室津,838,406,432,12,9,13,10,10,12,13,6,10,6,15,4,17,11,19,19,17,15,29,14,29,17,29,26,35,36,29,31,50,61,31,37,24,43,24,75,452,
353418,,山口県,上関町,2022-07-31,祝島,304,145,159,3,4,1,1,0,0,1,0,1,0,4,1,4,3,0,1,2,2,6,1,5,1,9,4,8,4,20,13,22,18,17,28,16,26,26,52,215,
353418,,山口県,上関町,2022-07-31,八島,20,7,13,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,5,15,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
