都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
353418,,山口県,上関町,2022-06-30,上関,765,371,394,8,5,9,8,9,13,17,12,11,9,11,5,10,14,18,9,18,13,22,19,21,19,26,19,27,24,42,42,47,50,28,39,23,34,24,60,412,
353418,,山口県,上関町,2022-06-30,蒲井,58,17,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,3,2,1,5,3,7,5,27,52,
353418,,山口県,上関町,2022-06-30,四代,83,43,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0,4,6,6,4,9,3,10,6,1,2,2,6,6,12,48,
353418,,山口県,上関町,2022-06-30,白井田,164,69,95,0,0,0,0,0,0,1,3,1,0,1,2,0,1,0,1,1,1,3,2,5,3,5,1,3,3,9,3,10,7,13,13,7,17,10,38,118,
353418,,山口県,上関町,2022-06-30,戸津,197,88,109,2,5,1,2,0,3,0,0,1,1,1,3,2,4,4,2,4,1,2,0,2,4,6,8,10,6,10,8,10,15,13,15,12,11,8,21,107,
353418,,山口県,上関町,2022-06-30,室津,838,406,432,13,8,12,10,10,12,13,6,10,7,15,4,18,11,19,19,17,15,31,16,27,17,29,25,35,35,30,33,52,60,28,36,24,42,23,76,450,
353418,,山口県,上関町,2022-06-30,祝島,306,146,160,2,4,1,1,0,0,1,0,1,0,4,1,4,3,0,1,2,2,6,1,5,1,9,4,9,4,19,13,23,20,16,26,18,26,26,53,216,
353418,,山口県,上関町,2022-06-30,八島,20,7,13,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,5,15,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
