"都道府県コード又は市区町村コード","地域コード","都道府県名","市区町村名","調査年月日","地域名","総人口","男性","女性","0-4歳の男性","0-4歳の女性","5-9歳の男性","5-9歳の女性","10-14歳の男性","10-14歳の女性","15-19歳の男性","15-19歳の女性","20-24歳の男性","20-24歳の女性","25-29歳の男性","25-29歳の女性","30-34歳の男性","30-34歳の女性","35-39歳の男性","35-39歳の女性","40-44歳の男性","40-44歳の女性","45-49歳の男性","45-49歳の女性","50-54歳の男性","50-54歳の女性","55-59歳の男性","55-59歳の女性","60-64歳の男性","60-64歳の女性","65-69歳の男性","65-69歳の女性","70-74歳の男性","70-74歳の女性","75-79歳の男性","75-79歳の女性","80-84歳の男性","80-84歳の女性","85歳以上の男性","85歳以上の女性","世帯数"
352161,1,"山口県","山陽小野田市","2021/10/31","本山小学校区",2949.00,1398.00,1551.00,34.00,39.00,59.00,47.00,75.00,65.00,89.00,61.00,83.00,85.00,60.00,39.00,53.00,42.00,57.00,77.00,73.00,95.00,107.00,120.00,101.00,92.00,60.00,71.00,102.00,94.00,106.00,125.00,144.00,178.00,94.00,116.00,52.00,80.00,49.00,125.00,1389.00
352161,2,"山口県","山陽小野田市","2021/10/31","赤崎小学校区",5080.00,2552.00,2528.00,68.00,74.00,100.00,86.00,107.00,96.00,186.00,161.00,370.00,215.00,142.00,92.00,105.00,75.00,125.00,113.00,145.00,143.00,185.00,160.00,130.00,181.00,111.00,132.00,149.00,137.00,155.00,155.00,179.00,200.00,120.00,144.00,100.00,140.00,75.00,224.00,2595.00
352161,3,"山口県","山陽小野田市","2021/10/31","須恵小学校区",8204.00,3848.00,4356.00,125.00,139.00,169.00,184.00,190.00,191.00,203.00,164.00,181.00,184.00,164.00,152.00,201.00,189.00,224.00,208.00,250.00,229.00,288.00,291.00,237.00,248.00,214.00,245.00,241.00,269.00,299.00,298.00,347.00,425.00,229.00,286.00,141.00,264.00,145.00,390.00,4043.00
352161,4,"山口県","山陽小野田市","2021/10/31","小野田小学校区",5980.00,2804.00,3176.00,98.00,83.00,150.00,118.00,132.00,142.00,158.00,130.00,106.00,111.00,113.00,118.00,121.00,107.00,150.00,174.00,203.00,182.00,222.00,207.00,204.00,218.00,161.00,187.00,187.00,217.00,209.00,215.00,248.00,279.00,149.00,187.00,101.00,188.00,92.00,313.00,2939.00
352161,5,"山口県","山陽小野田市","2021/10/31","高泊小学校区",4174.00,1945.00,2229.00,45.00,54.00,86.00,80.00,109.00,101.00,105.00,105.00,89.00,78.00,68.00,79.00,80.00,98.00,111.00,91.00,120.00,138.00,152.00,167.00,133.00,152.00,117.00,93.00,90.00,123.00,146.00,160.00,206.00,229.00,131.00,152.00,80.00,115.00,77.00,214.00,1956.00
352161,6,"山口県","山陽小野田市","2021/10/31","高千帆小学校区",11189.00,5411.00,5778.00,233.00,223.00,297.00,258.00,264.00,251.00,278.00,219.00,240.00,242.00,264.00,194.00,300.00,264.00,366.00,376.00,369.00,361.00,397.00,419.00,343.00,369.00,288.00,293.00,305.00,320.00,363.00,396.00,429.00,494.00,286.00,362.00,200.00,331.00,189.00,406.00,5130.00
352161,7,"山口県","山陽小野田市","2021/10/31","有帆小学校区",3656.00,1765.00,1891.00,45.00,37.00,62.00,30.00,71.00,65.00,74.00,67.00,75.00,68.00,56.00,48.00,68.00,58.00,72.00,68.00,101.00,94.00,122.00,118.00,121.00,121.00,109.00,109.00,113.00,133.00,165.00,191.00,222.00,248.00,125.00,148.00,89.00,126.00,75.00,162.00,1689.00
352161,8,"山口県","山陽小野田市","2021/10/31","厚狭小学校区",10269.00,4888.00,5381.00,190.00,206.00,239.00,238.00,281.00,265.00,262.00,241.00,205.00,175.00,205.00,173.00,231.00,225.00,324.00,302.00,324.00,342.00,381.00,353.00,289.00,315.00,258.00,306.00,287.00,306.00,334.00,383.00,412.00,502.00,273.00,285.00,195.00,313.00,198.00,451.00,4544.00
352161,9,"山口県","山陽小野田市","2021/10/31","出合小学校区",2626.00,1259.00,1367.00,31.00,30.00,55.00,55.00,46.00,60.00,62.00,64.00,83.00,56.00,83.00,50.00,51.00,48.00,61.00,59.00,68.00,61.00,76.00,87.00,77.00,77.00,81.00,89.00,88.00,103.00,101.00,111.00,136.00,131.00,67.00,86.00,46.00,77.00,47.00,123.00,1257.00
352161,10,"山口県","山陽小野田市","2021/10/31","厚陽小学校区",1851.00,838.00,1013.00,17.00,20.00,15.00,21.00,24.00,40.00,46.00,39.00,32.00,26.00,24.00,19.00,32.00,24.00,33.00,39.00,39.00,34.00,55.00,44.00,56.00,63.00,59.00,50.00,57.00,82.00,90.00,98.00,104.00,105.00,71.00,88.00,42.00,80.00,42.00,141.00,920.00
352161,11,"山口県","山陽小野田市","2021/10/31","埴生小学校区",3902.00,1867.00,2035.00,45.00,47.00,69.00,61.00,76.00,61.00,66.00,71.00,77.00,67.00,90.00,84.00,86.00,65.00,79.00,75.00,100.00,110.00,157.00,122.00,138.00,123.00,103.00,95.00,115.00,118.00,166.00,162.00,182.00,239.00,136.00,164.00,106.00,155.00,76.00,216.00,1959.00
352161,12,"山口県","山陽小野田市","2021/10/31","津布田小学校区",1095.00,511.00,584.00,12.00,13.00,15.00,11.00,20.00,20.00,24.00,24.00,18.00,26.00,30.00,27.00,21.00,18.00,26.00,26.00,31.00,25.00,34.00,27.00,24.00,37.00,36.00,36.00,39.00,40.00,52.00,48.00,51.00,62.00,43.00,35.00,14.00,39.00,21.00,70.00,546.00
