都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数
352161,1,山口県,山陽小野田市,2021/1/31,本山小学校区,3000,1411,1589,31,41,67,48,77,67,91,74,93,84,50,34,58,56,58,74,86,99,101,115,83,87,72,72,97,101,121,138,141,167,89,122,47,81,49,129,1402
352161,2,山口県,山陽小野田市,2021/1/31,赤崎小学校区,5098,2571,2527,73,81,105,82,112,105,185,151,363,208,143,86,102,71,127,116,155,145,185,168,116,170,121,131,156,139,155,159,189,200,116,153,93,136,75,226,2584
352161,3,山口県,山陽小野田市,2021/1/31,須恵小学校区,8242,3865,4377,124,140,177,197,202,181,186,179,199,174,166,158,188,171,220,221,249,240,299,280,236,248,222,245,241,283,313,303,337,417,224,305,140,256,142,379,4021
352161,4,山口県,山陽小野田市,2021/1/31,小野田小学校区,6003,2824,3179,109,75,149,132,140,135,151,129,111,121,106,106,116,120,159,179,198,184,240,209,189,206,160,198,196,209,219,221,234,276,153,191,100,182,94,306,2904
352161,5,山口県,山陽小野田市,2021/1/31,高泊小学校区,4269,1983,2286,51,65,107,84,104,99,109,104,84,102,70,75,94,109,102,97,116,138,158,167,127,142,117,95,102,141,149,171,208,211,130,152,77,117,78,217,1986
352161,6,山口県,山陽小野田市,2021/1/31,高千帆小学校区,11221,5403,5818,250,239,297,249,245,248,286,249,250,235,250,196,305,289,361,375,364,368,411,416,313,342,301,296,300,331,376,411,426,488,293,360,188,330,187,396,5096
352161,7,山口県,山陽小野田市,2021/1/31,有帆小学校区,3708,1799,1909,51,38,58,38,75,60,72,70,86,68,67,44,62,60,79,73,114,97,122,123,121,109,102,127,126,137,169,191,215,234,120,154,88,126,72,160,1695
352161,8,山口県,山陽小野田市,2021/1/31,厚狭小学校区,10347,4906,5441,201,218,255,235,265,260,263,242,187,188,197,177,261,236,315,309,325,340,376,364,284,296,258,321,303,305,357,405,397,493,275,289,182,302,205,461,4544
352161,9,山口県,山陽小野田市,2021/1/31,出合小学校区,2704,1312,1392,38,35,60,56,49,59,57,67,98,59,91,56,57,53,64,57,71,62,76,93,78,70,87,94,88,106,104,115,136,122,66,97,45,70,47,121,1284
352161,10,山口県,山陽小野田市,2021/1/31,厚陽小学校区,1892,855,1037,22,17,15,25,23,38,51,42,31,27,24,17,31,34,35,31,40,39,58,52,54,54,58,58,61,91,94,97,100,100,78,93,40,84,40,138,932
352161,11,山口県,山陽小野田市,2021/1/31,埴生小学校区,3914,1864,2050,47,50,67,60,75,64,72,64,71,83,91,78,76,66,83,83,110,120,160,127,135,102,99,110,106,114,182,182,169,228,146,166,97,148,78,205,1960
352161,12,山口県,山陽小野田市,2021/1/31,津布田小学校区,1098,513,585,7,9,19,13,17,18,24,22,14,25,34,27,23,22,27,23,31,23,36,29,24,37,38,40,42,34,50,56,49,58,43,33,13,43,22,73,551
