都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数
352161,1,山口県,山陽小野田市,2021/4/30,本山小学校区,2982.00,1407.00,1575.00,32.00,39.00,67.00,49.00,76.00,67.00,92.00,68.00,83.00,81.00,57.00,34.00,60.00,56.00,54.00,72.00,83.00,97.00,102.00,121.00,92.00,88.00,69.00,67.00,96.00,97.00,113.00,138.00,149.00,170.00,86.00,122.00,50.00,79.00,46.00,130.00,1406.00
352161,2,山口県,山陽小野田市,2021/4/30,赤崎小学校区,5113.00,2571.00,2542.00,67.00,87.00,110.00,83.00,109.00,102.00,217.00,173.00,343.00,197.00,143.00,90.00,99.00,69.00,121.00,114.00,153.00,147.00,185.00,158.00,119.00,176.00,118.00,135.00,153.00,138.00,155.00,158.00,189.00,201.00,121.00,146.00,93.00,141.00,76.00,227.00,2619.00
352161,3,山口県,山陽小野田市,2021/4/30,須恵小学校区,8211.00,3852.00,4359.00,125.00,138.00,175.00,187.00,197.00,188.00,191.00,181.00,182.00,166.00,167.00,151.00,194.00,177.00,216.00,220.00,251.00,234.00,295.00,288.00,233.00,250.00,222.00,243.00,243.00,279.00,310.00,297.00,346.00,430.00,224.00,292.00,137.00,252.00,144.00,386.00,4042.00
352161,4,山口県,山陽小野田市,2021/4/30,小野田小学校区,5968.00,2802.00,3166.00,105.00,79.00,149.00,127.00,135.00,137.00,151.00,128.00,113.00,123.00,108.00,104.00,110.00,113.00,154.00,184.00,202.00,177.00,226.00,209.00,198.00,209.00,160.00,192.00,191.00,214.00,213.00,220.00,240.00,279.00,156.00,182.00,97.00,184.00,94.00,305.00,2911.00
352161,5,山口県,山陽小野田市,2021/4/30,高泊小学校区,4209.00,1961.00,2248.00,48.00,60.00,101.00,83.00,100.00,96.00,105.00,104.00,88.00,87.00,70.00,76.00,90.00,107.00,100.00,90.00,120.00,139.00,158.00,167.00,130.00,143.00,115.00,95.00,100.00,132.00,147.00,169.00,207.00,216.00,124.00,150.00,83.00,119.00,75.00,215.00,1980.00
352161,6,山口県,山陽小野田市,2021/4/30,高千帆小学校区,11181.00,5402.00,5779.00,240.00,230.00,300.00,252.00,254.00,246.00,272.00,241.00,248.00,219.00,247.00,197.00,311.00,281.00,363.00,378.00,372.00,360.00,405.00,422.00,321.00,343.00,300.00,284.00,299.00,339.00,373.00,399.00,434.00,502.00,279.00,353.00,196.00,331.00,188.00,402.00,5109.00
352161,7,山口県,山陽小野田市,2021/4/30,有帆小学校区,3666.00,1774.00,1892.00,49.00,36.00,55.00,33.00,80.00,64.00,69.00,68.00,73.00,63.00,63.00,45.00,63.00,56.00,73.00,75.00,109.00,92.00,125.00,126.00,117.00,112.00,106.00,117.00,118.00,141.00,173.00,185.00,219.00,246.00,119.00,146.00,92.00,127.00,71.00,160.00,1695.00
352161,8,山口県,山陽小野田市,2021/4/30,厚狭小学校区,10320.00,4894.00,5426.00,196.00,214.00,247.00,238.00,268.00,263.00,267.00,241.00,198.00,183.00,199.00,176.00,244.00,230.00,320.00,313.00,327.00,339.00,373.00,362.00,288.00,304.00,252.00,316.00,300.00,300.00,345.00,393.00,409.00,507.00,267.00,285.00,190.00,301.00,204.00,461.00,4567.00
352161,9,山口県,山陽小野田市,2021/4/30,出合小学校区,2683.00,1296.00,1387.00,38.00,34.00,58.00,58.00,47.00,56.00,59.00,71.00,93.00,51.00,90.00,59.00,54.00,51.00,62.00,57.00,68.00,64.00,77.00,87.00,76.00,78.00,88.00,88.00,84.00,108.00,105.00,112.00,135.00,127.00,65.00,90.00,45.00,73.00,52.00,123.00,1280.00
352161,10,山口県,山陽小野田市,2021/4/30,厚陽小学校区,1888.00,855.00,1033.00,19.00,21.00,16.00,25.00,23.00,35.00,51.00,41.00,28.00,27.00,25.00,18.00,36.00,33.00,36.00,35.00,40.00,38.00,52.00,49.00,60.00,59.00,55.00,51.00,61.00,91.00,92.00,98.00,103.00,102.00,73.00,88.00,43.00,87.00,42.00,135.00,934.00
352161,11,山口県,山陽小野田市,2021/4/30,埴生小学校区,3927.00,1882.00,2045.00,47.00,48.00,70.00,61.00,73.00,66.00,72.00,67.00,73.00,71.00,94.00,78.00,77.00,66.00,81.00,77.00,118.00,120.00,161.00,123.00,134.00,108.00,98.00,106.00,113.00,117.00,178.00,171.00,174.00,238.00,138.00,166.00,102.00,147.00,79.00,215.00,1971.00
352161,12,山口県,山陽小野田市,2021/4/30,津布田小学校区,1093.00,511.00,582.00,7.00,10.00,18.00,12.00,19.00,19.00,21.00,22.00,16.00,26.00,34.00,26.00,22.00,18.00,28.00,24.00,28.00,26.00,39.00,28.00,23.00,35.00,37.00,40.00,41.00,35.00,52.00,53.00,48.00,62.00,45.00,33.00,13.00,41.00,20.00,72.00,552.00
