都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
353418,,山口県,上関町,2022-12-31,上関,751,368,383,8,4,9,6,10,14,15,10,14,12,8,2,12,14,17,9,17,11,20,18,21,17,27,18,26,26,38,39,51,51,28,37,23,34,24,61,407,
353418,,山口県,上関町,2022-12-31,蒲井,57,16,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,3,1,1,6,3,6,4,28,51,
353418,,山口県,上関町,2022-12-31,四代,80,43,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0,4,5,5,4,8,4,12,6,1,1,2,7,6,9,47,
353418,,山口県,上関町,2022-12-31,白井田,161,69,92,0,0,0,0,0,0,1,3,1,0,0,2,1,1,0,1,1,1,3,1,5,4,5,1,4,3,8,3,11,7,11,11,6,15,12,39,117,
353418,,山口県,上関町,2022-12-31,戸津,199,89,110,2,5,1,1,0,3,0,1,0,1,2,2,2,4,5,3,4,1,2,0,1,4,7,7,8,8,11,7,8,15,14,14,13,11,9,23,107,
353418,,山口県,上関町,2022-12-31,室津,827,400,427,9,6,13,13,11,11,11,7,11,6,16,2,15,13,17,19,18,12,28,15,27,16,27,28,36,36,33,31,47,61,30,35,25,40,26,76,448,
353418,,山口県,上関町,2022-12-31,祝島,296,143,153,3,4,1,1,0,0,0,1,3,0,4,1,4,3,0,1,2,2,6,1,5,0,8,5,8,4,18,12,25,15,14,25,17,28,25,50,212,
353418,,山口県,上関町,2022-12-31,八島,19,7,12,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,7,14,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
