都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
353418,,山口県,上関町,2025-02-28,上関,689,339,350,7,2,8,2,12,14,13,6,12,10,8,5,14,7,14,13,10,8,22,14,24,23,19,19,31,23,27,26,41,44,32,40,24,40,21,54,382,
353418,,山口県,上関町,2025-02-28,蒲井,54,17,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,2,4,2,7,5,26,49,
353418,,山口県,上関町,2025-02-28,四代,73,40,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,1,6,7,5,3,12,5,5,2,3,5,5,9,43,
353418,,山口県,上関町,2025-02-28,白井田,145,63,82,0,0,0,0,0,0,1,2,0,1,1,1,2,0,0,1,1,1,3,2,4,2,5,1,4,3,5,4,9,3,9,9,10,15,9,37,107,
353418,,山口県,上関町,2025-02-28,戸津,188,87,101,1,2,3,4,0,3,0,2,0,0,0,1,1,0,2,6,6,1,3,0,5,1,2,5,7,8,12,7,7,11,11,16,13,11,14,23,106,
353418,,山口県,上関町,2025-02-28,室津,738,354,384,6,3,12,8,8,13,10,9,7,3,12,4,13,12,19,10,13,16,20,13,28,15,23,19,33,33,34,36,30,42,42,47,24,33,20,68,423,
353418,,山口県,上関町,2025-02-28,祝島,262,129,133,2,2,2,4,1,0,0,0,0,0,3,2,3,3,2,3,3,1,3,2,6,1,8,3,5,5,12,5,19,15,22,20,14,27,24,40,190,
353418,,山口県,上関町,2025-02-28,八島,17,7,10,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,6,12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
