"都道府県コード又は市区町村コード","地域コード","都道府県名","市区町村名","調査年月日","地域名","総人口","男性","女性","0-4歳の男性","0-4歳の女性","5-9歳の男性","5-9歳の女性","10-14歳の男性","10-14歳の女性","15-19歳の男性","15-19歳の女性","20-24歳の男性","20-24歳の女性","25-29歳の男性","25-29歳の女性","30-34歳の男性","30-34歳の女性","35-39歳の男性","35-39歳の女性","40-44歳の男性","40-44歳の女性","45-49歳の男性","45-49歳の女性","50-54歳の男性","50-54歳の女性","55-59歳の男性","55-59歳の女性","60-64歳の男性","60-64歳の女性","65-69歳の男性","65-69歳の女性","70-74歳の男性","70-74歳の女性","75-79歳の男性","75-79歳の女性","80-84歳の男性","80-84歳の女性","85歳以上の男性","85歳以上の女性","世帯数"
352161,1,"山口県","山陽小野田市","2021/11/30","本山小学校区",2935.00,1391.00,1544.00,35.00,38.00,58.00,44.00,75.00,65.00,88.00,64.00,80.00,81.00,64.00,40.00,53.00,41.00,57.00,78.00,71.00,95.00,107.00,117.00,101.00,95.00,57.00,70.00,105.00,93.00,103.00,127.00,141.00,175.00,93.00,117.00,54.00,78.00,49.00,126.00,1381.00
352161,2,"山口県","山陽小野田市","2021/11/30","赤崎小学校区",5075.00,2547.00,2528.00,67.00,72.00,99.00,86.00,108.00,96.00,180.00,156.00,374.00,223.00,140.00,90.00,105.00,78.00,125.00,110.00,145.00,144.00,183.00,160.00,132.00,180.00,111.00,134.00,150.00,136.00,151.00,154.00,180.00,197.00,122.00,144.00,103.00,143.00,72.00,225.00,2599.00
352161,3,"山口県","山陽小野田市","2021/11/30","須恵小学校区",8203.00,3849.00,4354.00,128.00,135.00,168.00,189.00,189.00,189.00,201.00,163.00,181.00,187.00,162.00,151.00,206.00,190.00,222.00,208.00,255.00,228.00,281.00,289.00,241.00,252.00,214.00,244.00,239.00,269.00,297.00,299.00,348.00,423.00,231.00,285.00,140.00,265.00,146.00,388.00,4044.00
352161,4,"山口県","山陽小野田市","2021/11/30","小野田小学校区",5987.00,2802.00,3185.00,98.00,85.00,152.00,120.00,130.00,143.00,159.00,129.00,109.00,114.00,112.00,119.00,120.00,108.00,148.00,175.00,203.00,181.00,222.00,209.00,203.00,218.00,160.00,185.00,186.00,217.00,212.00,216.00,246.00,276.00,148.00,184.00,100.00,191.00,94.00,315.00,2930.00
352161,5,"山口県","山陽小野田市","2021/11/30","高泊小学校区",4171.00,1945.00,2226.00,44.00,56.00,87.00,80.00,105.00,101.00,104.00,103.00,97.00,80.00,66.00,78.00,79.00,100.00,113.00,93.00,116.00,133.00,157.00,167.00,130.00,153.00,118.00,93.00,85.00,119.00,149.00,160.00,204.00,228.00,132.00,154.00,81.00,111.00,78.00,217.00,1950.00
352161,6,"山口県","山陽小野田市","2021/11/30","高千帆小学校区",11198.00,5415.00,5783.00,233.00,222.00,304.00,258.00,263.00,249.00,275.00,230.00,243.00,235.00,257.00,197.00,301.00,261.00,369.00,375.00,365.00,361.00,401.00,421.00,346.00,366.00,288.00,290.00,304.00,326.00,366.00,393.00,428.00,492.00,287.00,361.00,193.00,333.00,192.00,413.00,5141.00
352161,7,"山口県","山陽小野田市","2021/11/30","有帆小学校区",3655.00,1761.00,1894.00,45.00,39.00,62.00,31.00,71.00,65.00,73.00,67.00,74.00,68.00,53.00,48.00,68.00,58.00,71.00,69.00,103.00,94.00,123.00,119.00,118.00,117.00,112.00,111.00,113.00,133.00,161.00,190.00,220.00,247.00,129.00,148.00,90.00,129.00,75.00,161.00,1689.00
352161,8,"山口県","山陽小野田市","2021/11/30","厚狭小学校区",10257.00,4883.00,5374.00,188.00,202.00,243.00,236.00,282.00,263.00,262.00,243.00,198.00,175.00,202.00,175.00,237.00,228.00,318.00,297.00,329.00,344.00,379.00,353.00,290.00,317.00,258.00,301.00,285.00,304.00,338.00,383.00,411.00,504.00,274.00,286.00,194.00,312.00,195.00,451.00,4540.00
352161,9,"山口県","山陽小野田市","2021/11/30","出合小学校区",2614.00,1250.00,1364.00,31.00,31.00,55.00,52.00,46.00,64.00,61.00,63.00,77.00,57.00,80.00,48.00,51.00,49.00,63.00,59.00,68.00,59.00,76.00,85.00,77.00,79.00,81.00,88.00,88.00,102.00,98.00,112.00,136.00,130.00,68.00,89.00,47.00,77.00,47.00,120.00,1246.00
352161,10,"山口県","山陽小野田市","2021/11/30","厚陽小学校区",1844.00,833.00,1011.00,16.00,20.00,16.00,22.00,24.00,39.00,46.00,40.00,32.00,27.00,25.00,19.00,32.00,24.00,31.00,37.00,39.00,34.00,55.00,45.00,55.00,64.00,59.00,50.00,56.00,81.00,89.00,99.00,103.00,104.00,70.00,85.00,41.00,79.00,44.00,142.00,917.00
352161,11,"山口県","山陽小野田市","2021/11/30","埴生小学校区",3896.00,1862.00,2034.00,45.00,48.00,67.00,61.00,76.00,59.00,67.00,71.00,76.00,67.00,88.00,83.00,87.00,64.00,80.00,76.00,100.00,110.00,152.00,122.00,142.00,124.00,102.00,91.00,115.00,121.00,163.00,162.00,183.00,236.00,134.00,166.00,109.00,152.00,76.00,221.00,1963.00
352161,12,"山口県","山陽小野田市","2021/11/30","津布田小学校区",1084.00,506.00,578.00,12.00,11.00,15.00,12.00,20.00,18.00,24.00,25.00,16.00,26.00,28.00,25.00,18.00,17.00,27.00,25.00,30.00,24.00,34.00,29.00,26.00,37.00,35.00,35.00,40.00,41.00,52.00,48.00,49.00,62.00,45.00,35.00,14.00,38.00,21.00,70.00,541.00
