都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
353418,,山口県,上関町,2021-05-31,上関,801,389,412,7,6,11,9,12,13,16,14,14,10,12,5,16,13,16,10,23,13,20,20,22,22,27,21,29,24,42,49,50,47,27,38,21,40,24,58,423,
353418,,山口県,上関町,2021-05-31,蒲井,57,13,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,4,1,5,4,6,2,29,51,
353418,,山口県,上関町,2021-05-31,四代,96,46,50,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,2,1,0,2,0,0,0,5,7,5,3,12,4,7,6,2,5,2,6,6,16,55,
353418,,山口県,上関町,2021-05-31,白井田,175,75,100,1,1,1,0,0,0,1,3,1,0,1,2,0,1,0,0,2,2,5,3,4,3,5,3,3,1,10,5,9,10,11,11,12,21,9,34,122,
353418,,山口県,上関町,2021-05-31,戸津,203,93,110,2,3,1,2,0,3,0,0,1,1,2,3,2,5,4,0,3,1,2,1,2,4,6,8,12,8,10,11,11,12,13,17,12,9,10,22,108,
353418,,山口県,上関町,2021-05-31,室津,867,416,451,14,10,12,11,12,13,11,7,9,5,17,5,19,13,21,18,20,18,30,15,29,22,25,21,36,42,32,38,53,61,27,32,23,45,26,75,465,
353418,,山口県,上関町,2021-05-31,祝島,328,156,172,2,5,2,2,0,0,2,0,4,0,2,1,5,3,1,3,2,2,8,0,5,2,10,6,8,2,17,15,30,21,12,31,23,25,23,54,227,
353418,,山口県,上関町,2021-05-31,八島,22,7,15,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,6,1,6,17,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
