都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
353418,,山口県,上関町,2022-05-31,上関,768,373,395,8,5,11,8,8,13,17,12,10,9,11,5,10,14,19,9,18,14,22,18,20,19,27,19,26,24,42,42,47,51,28,38,23,36,26,59,414,
353418,,山口県,上関町,2022-05-31,蒲井,59,17,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,3,2,1,5,3,7,5,28,53,
353418,,山口県,上関町,2022-05-31,四代,84,43,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0,4,7,6,3,10,3,9,6,1,2,2,6,6,13,48,
353418,,山口県,上関町,2022-05-31,白井田,162,69,93,0,0,0,0,0,0,1,3,1,0,1,2,0,1,0,0,1,1,3,3,6,2,4,1,3,3,9,3,10,7,13,13,7,17,10,37,116,
353418,,山口県,上関町,2022-05-31,戸津,199,90,109,2,5,1,2,0,3,0,0,1,1,1,3,2,4,4,2,4,1,2,0,2,4,6,8,10,6,10,8,11,15,13,15,12,11,9,21,108,
353418,,山口県,上関町,2022-05-31,室津,839,407,432,13,8,12,10,10,12,13,6,10,6,15,4,18,11,19,19,17,15,31,16,29,17,27,24,35,36,30,35,52,58,28,37,24,42,24,76,451,
353418,,山口県,上関町,2022-05-31,祝島,305,145,160,2,4,1,1,0,0,1,0,1,0,4,1,4,3,0,2,2,1,6,1,5,1,9,4,9,4,18,13,24,21,15,25,18,26,26,53,215,
353418,,山口県,上関町,2022-05-31,八島,20,7,13,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,6,1,4,15,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
