都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
352136,,山口県,美祢市,,大嶺町,7380,3524,3856,100,78,119,121,185,159,174,179,158,164,154,142,141,119,197,170,210,197,238,247,241,249,239,273,266,241,277,303,334,353,186,279,166,244,139,338,3472,
352136,,山口県,美祢市,,伊佐町,2950,1411,1539,38,34,40,36,52,37,48,57,73,58,52,39,61,38,69,68,69,65,98,74,92,93,87,92,92,112,131,148,157,152,86,137,90,119,76,180,1405,
352136,,山口県,美祢市,,豊田前町,883,418,465,15,20,12,10,6,13,6,17,9,21,26,29,19,19,29,28,25,18,22,22,27,19,31,24,26,32,41,38,56,50,26,27,10,33,32,45,468,
352136,,山口県,美祢市,,於福町,1380,603,777,6,5,12,10,13,14,20,17,20,13,19,15,14,14,24,25,33,34,28,34,38,49,46,47,46,57,74,78,86,88,48,73,31,65,45,139,724,
352136,,山口県,美祢市,,東厚保町,698,327,371,5,4,6,4,5,6,11,11,10,9,11,9,10,5,7,8,10,10,20,14,24,22,18,19,22,27,30,37,55,52,37,43,14,35,32,56,329,
352136,,山口県,美祢市,,西厚保町,869,404,465,4,6,9,13,25,16,19,17,8,8,12,9,11,7,18,15,24,18,21,30,20,23,17,19,33,39,47,56,58,47,28,39,21,29,29,74,392,
352136,,山口県,美祢市,,美東町,4498,2145,2353,40,32,71,48,90,89,82,84,86,88,66,44,62,58,66,70,114,118,162,139,145,127,121,124,156,153,201,212,281,277,146,198,113,172,143,320,2025,
352136,,山口県,美祢市,,秋芳町,4243,1998,2245,34,20,52,48,64,48,53,52,67,61,68,38,70,52,77,73,110,80,121,100,137,130,137,140,126,153,202,226,281,296,141,192,125,200,133,336,2027,
