都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
353418,,山口県,上関町,2023-04-30,上関,728,353,375,8,4,7,6,10,13,13,9,14,10,7,0,13,13,16,11,14,11,22,15,21,19,24,18,26,27,36,36,51,51,27,35,22,36,22,61,399,
353418,,山口県,上関町,2023-04-30,蒲井,57,17,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,5,1,1,7,3,5,4,27,51,
353418,,山口県,上関町,2023-04-30,四代,81,43,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0,4,5,4,4,9,5,11,5,1,2,3,6,6,10,47,
353418,,山口県,上関町,2023-04-30,白井田,162,70,92,0,0,0,0,0,0,1,2,1,1,0,2,2,1,0,1,1,0,3,2,5,4,5,1,4,2,7,4,11,5,9,11,9,16,12,40,117,
353418,,山口県,上関町,2023-04-30,戸津,199,88,111,2,5,1,1,0,4,0,1,0,1,2,2,2,2,4,5,5,1,1,0,2,4,6,6,8,8,12,7,8,15,13,13,12,12,10,24,108,
353418,,山口県,上関町,2023-04-30,室津,805,392,413,9,6,12,12,12,10,10,8,9,5,14,2,15,13,18,13,16,14,26,15,27,17,26,26,38,33,32,32,47,60,30,37,25,40,26,70,441,
353418,,山口県,上関町,2023-04-30,祝島,289,142,147,3,4,1,1,0,0,0,0,3,1,3,1,4,2,1,2,2,2,5,1,7,0,6,5,8,4,18,11,23,14,16,22,16,29,26,48,207,
353418,,山口県,上関町,2023-04-30,八島,19,7,12,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,2,7,14,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
