都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
353418,,山口県,上関町,2021-11-30,上関,795,387,408,8,6,11,7,9,15,18,13,13,10,10,6,16,13,18,10,18,13,24,18,20,25,28,20,27,22,43,44,48,51,28,39,22,36,26,60,419,
353418,,山口県,上関町,2021-11-30,蒲井,58,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,1,3,1,4,4,6,4,30,52,
353418,,山口県,上関町,2021-11-30,四代,86,44,42,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,3,0,0,0,4,7,6,3,11,3,7,6,1,2,3,8,6,12,48,
353418,,山口県,上関町,2021-11-30,白井田,164,69,95,0,0,0,0,0,0,1,3,1,0,1,2,0,1,0,0,1,1,6,3,3,2,5,2,2,2,11,3,10,9,11,11,9,20,8,36,118,
353418,,山口県,上関町,2021-11-30,戸津,204,92,112,2,5,1,3,0,3,0,0,1,1,1,3,3,5,4,1,3,1,2,0,2,4,6,8,11,7,10,9,10,16,13,12,12,12,11,22,109,
353418,,山口県,上関町,2021-11-30,室津,850,412,438,14,9,12,9,13,13,11,7,9,7,17,3,16,14,20,18,17,16,32,16,28,19,29,22,36,37,30,37,51,60,29,37,22,41,26,73,453,
353418,,山口県,上関町,2021-11-30,祝島,319,152,167,2,5,1,2,1,0,1,0,3,0,3,1,5,3,1,3,2,1,6,1,5,1,10,4,7,4,19,14,27,21,14,27,20,27,25,53,223,
353418,,山口県,上関町,2021-11-30,八島,20,7,13,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,6,1,4,15,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
