"都道府県コード又は市区町村コード","地域コード","都道府県名","市区町村名","調査年月日","地域名","総人口","男性","女性","0-4歳の男性","0-4歳の女性","5-9歳の男性","5-9歳の女性","10-14歳の男性","10-14歳の女性","15-19歳の男性","15-19歳の女性","20-24歳の男性","20-24歳の女性","25-29歳の男性","25-29歳の女性","30-34歳の男性","30-34歳の女性","35-39歳の男性","35-39歳の女性","40-44歳の男性","40-44歳の女性","45-49歳の男性","45-49歳の女性","50-54歳の男性","50-54歳の女性","55-59歳の男性","55-59歳の女性","60-64歳の男性","60-64歳の女性","65-69歳の男性","65-69歳の女性","70-74歳の男性","70-74歳の女性","75-79歳の男性","75-79歳の女性","80-84歳の男性","80-84歳の女性","85歳以上の男性","85歳以上の女性","世帯数"
352161,1,"山口県","山陽小野田市","2021/9/30","本山小学校区",2950.00,1396.00,1554.00,34.00,38.00,59.00,48.00,75.00,65.00,93.00,64.00,81.00,87.00,57.00,34.00,55.00,44.00,55.00,74.00,73.00,98.00,106.00,117.00,100.00,94.00,61.00,68.00,102.00,96.00,108.00,128.00,142.00,174.00,93.00,118.00,52.00,79.00,50.00,128.00,1391.00
352161,2,"山口県","山陽小野田市","2021/9/30","赤崎小学校区",5096.00,2564.00,2532.00,68.00,79.00,101.00,84.00,107.00,95.00,192.00,167.00,367.00,207.00,146.00,92.00,106.00,76.00,124.00,114.00,146.00,145.00,183.00,157.00,128.00,178.00,111.00,132.00,154.00,141.00,154.00,152.00,181.00,202.00,120.00,143.00,102.00,140.00,74.00,228.00,2603.00
352161,3,"山口県","山陽小野田市","2021/9/30","須恵小学校区",8201.00,3848.00,4353.00,129.00,136.00,164.00,187.00,193.00,191.00,196.00,165.00,181.00,175.00,169.00,154.00,198.00,185.00,223.00,209.00,251.00,229.00,288.00,295.00,235.00,246.00,215.00,246.00,244.00,272.00,302.00,294.00,346.00,429.00,227.00,287.00,139.00,262.00,148.00,391.00,4044.00
352161,4,"山口県","山陽小野田市","2021/9/30","小野田小学校区",5983.00,2808.00,3175.00,99.00,83.00,153.00,123.00,128.00,139.00,161.00,132.00,112.00,114.00,107.00,116.00,123.00,110.00,150.00,173.00,199.00,180.00,223.00,209.00,208.00,219.00,159.00,185.00,190.00,216.00,212.00,218.00,243.00,278.00,149.00,187.00,98.00,185.00,94.00,308.00,2930.00
352161,5,"山口県","山陽小野田市","2021/9/30","高泊小学校区",4180.00,1942.00,2238.00,46.00,57.00,88.00,81.00,109.00,99.00,105.00,106.00,88.00,77.00,64.00,79.00,81.00,99.00,111.00,95.00,119.00,136.00,156.00,169.00,131.00,150.00,116.00,94.00,88.00,124.00,147.00,162.00,209.00,227.00,128.00,152.00,81.00,116.00,75.00,215.00,1956.00
352161,6,"山口県","山陽小野田市","2021/9/30","高千帆小学校区",11195.00,5417.00,5778.00,234.00,224.00,294.00,257.00,266.00,251.00,275.00,217.00,242.00,245.00,267.00,193.00,304.00,264.00,367.00,383.00,369.00,358.00,402.00,411.00,338.00,372.00,293.00,293.00,298.00,318.00,365.00,400.00,433.00,494.00,285.00,363.00,197.00,331.00,188.00,404.00,5130.00
352161,7,"山口県","山陽小野田市","2021/9/30","有帆小学校区",3654.00,1765.00,1889.00,48.00,37.00,59.00,30.00,71.00,67.00,78.00,65.00,71.00,69.00,59.00,48.00,65.00,57.00,73.00,68.00,103.00,94.00,120.00,118.00,121.00,119.00,108.00,111.00,114.00,137.00,169.00,188.00,219.00,246.00,123.00,148.00,90.00,126.00,74.00,161.00,1689.00
352161,8,"山口県","山陽小野田市","2021/9/30","厚狭小学校区",10285.00,4891.00,5394.00,192.00,206.00,242.00,241.00,279.00,263.00,258.00,243.00,207.00,176.00,203.00,175.00,236.00,227.00,323.00,302.00,324.00,339.00,382.00,354.00,284.00,318.00,257.00,305.00,289.00,311.00,335.00,379.00,414.00,505.00,270.00,288.00,196.00,308.00,200.00,454.00,4552.00
352161,9,"山口県","山陽小野田市","2021/9/30","出合小学校区",2624.00,1259.00,1365.00,32.00,31.00,55.00,55.00,46.00,59.00,61.00,66.00,82.00,56.00,84.00,48.00,51.00,47.00,62.00,59.00,67.00,60.00,77.00,86.00,76.00,80.00,82.00,86.00,88.00,106.00,103.00,109.00,134.00,132.00,68.00,86.00,43.00,76.00,48.00,123.00,1256.00
352161,10,"山口県","山陽小野田市","2021/9/30","厚陽小学校区",1860.00,843.00,1017.00,17.00,20.00,15.00,21.00,24.00,40.00,46.00,40.00,34.00,25.00,25.00,19.00,31.00,25.00,36.00,38.00,38.00,35.00,54.00,45.00,56.00,65.00,60.00,48.00,57.00,84.00,90.00,99.00,104.00,104.00,71.00,86.00,44.00,80.00,41.00,143.00,925.00
352161,11,"山口県","山陽小野田市","2021/9/30","埴生小学校区",3905.00,1867.00,2038.00,45.00,45.00,71.00,62.00,75.00,61.00,66.00,73.00,77.00,65.00,92.00,88.00,82.00,62.00,80.00,74.00,102.00,112.00,154.00,121.00,139.00,123.00,104.00,95.00,115.00,119.00,169.00,167.00,180.00,238.00,136.00,161.00,104.00,155.00,76.00,217.00,1963.00
352161,12,"山口県","山陽小野田市","2021/9/30","津布田小学校区",1095.00,513.00,582.00,12.00,12.00,15.00,13.00,20.00,18.00,24.00,23.00,18.00,26.00,32.00,27.00,21.00,18.00,26.00,26.00,30.00,25.00,34.00,28.00,25.00,37.00,35.00,36.00,41.00,39.00,50.00,50.00,51.00,60.00,43.00,35.00,14.00,40.00,22.00,69.00,547.00
