都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
352136,,山口県,美祢市,,大嶺町,6984,3327,3657,76,64,105,99,157,140,182,174,140,151,138,123,123,102,170,136,202,194,197,229,251,255,235,244,247,257,266,270,316,335,218,303,151,248,153,333,3406,
352136,,山口県,美祢市,,伊佐町,2809,1344,1465,31,20,39,42,42,35,46,42,66,51,56,48,60,31,59,53,68,67,87,80,94,82,89,83,85,111,120,133,130,155,112,138,80,126,80,168,1383,
352136,,山口県,美祢市,,豊田前町,813,392,421,18,11,8,8,7,15,7,16,10,16,17,19,15,20,19,21,29,18,21,16,30,25,27,18,27,27,32,36,48,44,37,31,13,29,27,51,446,
352136,,山口県,美祢市,,於福町,1288,563,725,4,5,11,8,15,12,16,18,16,18,12,11,13,15,19,18,31,25,31,35,37,42,40,53,45,44,62,73,83,77,55,86,39,59,34,126,701,
352136,,山口県,美祢市,,東厚保町,666,314,352,6,4,8,2,4,6,10,7,6,14,9,4,15,9,7,3,11,13,15,10,26,17,15,26,23,23,25,30,37,48,49,44,22,33,26,59,324,
352136,,山口県,美祢市,,西厚保町,819,379,440,4,4,4,14,21,12,21,16,8,9,6,10,12,4,15,12,24,21,21,23,20,22,20,23,30,27,39,52,48,47,37,44,25,34,24,66,380,
352136,,山口県,美祢市,,美東町,4267,2032,2235,29,32,65,34,78,75,95,84,76,78,58,42,49,44,72,57,79,101,145,134,155,131,136,133,131,130,177,181,236,268,205,211,119,183,127,317,1997,
352136,,山口県,美祢市,,秋芳町,3971,1877,2094,25,14,41,30,52,44,54,55,47,37,59,44,66,39,77,65,91,72,113,95,128,119,142,127,139,146,157,200,259,280,175,216,115,190,137,321,1957,
