都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
353418,,山口県,上関町,2022-04-30,上関,774,377,397,8,5,11,8,8,13,17,12,11,9,10,5,12,14,19,10,18,13,22,18,22,21,26,19,26,23,43,43,49,51,26,38,23,35,26,60,415,
353418,,山口県,上関町,2022-04-30,蒲井,57,15,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,1,2,1,5,3,7,5,28,51,
353418,,山口県,上関町,2022-04-30,四代,83,42,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0,4,7,6,3,9,3,9,6,1,2,2,7,6,12,47,
353418,,山口県,上関町,2022-04-30,白井田,163,69,94,0,0,0,0,0,0,1,3,1,0,1,2,0,1,0,0,1,1,3,3,6,2,5,1,2,3,9,3,11,8,12,12,7,17,10,38,117,
353418,,山口県,上関町,2022-04-30,戸津,199,90,109,2,5,1,2,0,3,0,0,1,1,1,3,2,5,4,1,3,1,2,0,2,4,6,8,10,6,10,8,11,16,13,14,12,11,10,21,107,
353418,,山口県,上関町,2022-04-30,室津,841,405,436,12,9,12,9,12,12,12,6,9,6,15,4,18,12,17,19,17,15,33,17,28,19,27,21,35,37,29,36,53,57,29,37,23,43,24,77,453,
353418,,山口県,上関町,2022-04-30,祝島,309,148,161,2,4,1,1,0,0,1,0,1,0,4,1,4,3,0,2,3,1,5,1,6,1,8,4,9,4,18,13,26,21,15,26,18,25,27,54,218,
353418,,山口県,上関町,2022-04-30,八島,20,7,13,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,6,1,4,15,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
