都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
352012,,山口県,下関市,2019-09-30,本庁_みもすそ川町,595,251,344,7,4,8,6,7,5,5,9,5,11,3,10,7,7,13,10,15,18,18,22,14,23,12,21,24,23,21,29,35,40,21,29,17,35,19,42,361,
352012,,山口県,下関市,2019-09-30,本庁_壇之浦町,233,103,130,0,2,2,2,3,2,4,5,3,2,1,1,5,4,1,7,2,4,12,3,10,10,6,6,7,9,10,15,9,11,10,17,10,10,8,20,134,
352012,,山口県,下関市,2019-09-30,本庁_本町一丁目,276,122,154,1,4,0,2,2,4,4,5,4,4,6,11,6,5,8,7,8,6,13,9,7,6,7,12,12,12,12,8,11,13,10,12,6,15,5,19,176,
352012,,山口県,下関市,2019-09-30,本庁_本町二丁目,324,142,182,0,2,5,2,4,4,3,4,2,5,2,2,6,3,4,6,9,7,9,8,10,8,11,7,11,22,20,19,16,18,13,26,11,23,6,16,183,
352012,,山口県,下関市,2019-09-30,本庁_本町三丁目,218,97,121,2,1,2,1,4,2,2,3,1,4,0,4,7,1,5,8,3,2,7,4,6,1,7,5,13,15,10,15,7,15,11,10,5,10,5,20,128,
352012,,山口県,下関市,2019-09-30,本庁_本町四丁目,212,96,116,2,1,5,4,2,3,5,3,2,3,1,1,4,1,4,3,6,8,8,8,4,3,4,5,4,4,9,18,15,12,7,13,9,9,5,17,118,
352012,,山口県,下関市,2019-09-30,本庁_阿弥陀寺町,712,348,364,19,17,14,5,10,9,15,13,9,4,8,8,16,13,18,25,22,19,14,28,32,29,29,22,37,30,27,34,29,33,20,22,14,28,15,25,376,
352012,,山口県,下関市,2019-09-30,本庁_中之町,387,166,221,4,0,2,5,9,4,9,4,1,4,6,3,5,6,5,9,10,10,12,12,13,13,10,12,15,16,14,13,16,27,12,36,13,21,10,26,231,
352012,,山口県,下関市,2019-09-30,本庁_唐戸町,279,124,155,4,4,6,0,3,5,2,4,5,8,4,5,3,2,9,5,5,7,10,7,9,10,10,12,9,6,6,22,12,13,9,16,6,16,12,13,156,
352012,,山口県,下関市,2019-09-30,本庁_赤間町,395,181,214,2,5,2,3,13,5,9,7,3,5,5,2,4,6,11,7,13,8,22,13,12,17,14,15,16,18,13,27,17,22,8,11,7,18,10,25,229,
352012,,山口県,下関市,2019-09-30,本庁_宮田町一丁目,348,147,201,5,3,2,5,4,3,4,6,6,12,6,24,11,11,7,10,9,8,11,12,11,14,13,4,13,14,13,12,13,11,6,15,8,16,5,21,200,
352012,,山口県,下関市,2019-09-30,本庁_宮田町二丁目,584,259,325,5,6,12,8,7,5,14,7,14,10,6,11,14,14,12,16,17,14,19,25,21,20,18,17,14,16,18,35,24,35,19,34,7,23,18,29,345,
352012,,山口県,下関市,2019-09-30,本庁_幸町,598,245,353,4,5,10,4,7,8,8,9,5,13,8,8,4,7,9,17,12,11,14,10,18,14,13,13,14,20,32,26,27,41,18,33,19,40,23,74,379,
352012,,山口県,下関市,2019-09-30,本庁_貴船町一丁目,660,303,357,14,9,13,7,11,15,16,4,11,6,9,15,10,12,16,18,20,22,20,27,20,20,21,24,22,22,32,26,30,34,10,38,20,19,8,39,367,
352012,,山口県,下関市,2019-09-30,本庁_貴船町二丁目,468,203,265,11,9,14,8,8,10,5,6,5,3,7,6,8,8,12,13,14,18,14,10,7,10,10,14,7,12,23,22,16,29,17,24,14,23,11,40,245,
352012,,山口県,下関市,2019-09-30,本庁_貴船町三丁目,806,360,446,16,9,14,5,11,14,15,20,22,37,19,10,16,12,15,15,10,24,44,38,28,27,24,32,22,21,23,24,25,47,25,30,16,25,15,56,442,
352012,,山口県,下関市,2019-09-30,本庁_貴船町四丁目,928,413,515,16,20,30,33,30,32,20,32,16,21,18,15,14,18,26,30,32,41,50,45,27,40,28,38,20,26,34,30,21,26,12,24,9,24,10,20,427,
352012,,山口県,下関市,2019-09-30,本庁_椋野町一丁目,986,454,532,10,17,13,18,9,16,15,15,15,17,16,16,24,10,22,25,27,22,15,30,36,36,28,38,45,49,55,50,45,51,40,54,28,30,11,38,488,
352012,,山口県,下関市,2019-09-30,本庁_椋野町二丁目,324,178,146,14,13,5,3,2,4,8,3,20,12,18,7,13,12,5,9,13,10,9,10,14,7,9,9,14,10,7,8,8,5,7,7,9,4,3,13,183,
352012,,山口県,下関市,2019-09-30,本庁_椋野町三丁目・大字椋野・卸新町,635,295,340,18,17,15,12,8,5,10,13,19,19,22,26,36,22,10,20,19,26,22,27,23,21,19,24,20,26,25,23,9,19,10,14,6,9,4,17,312,
352012,,山口県,下関市,2019-09-30,本庁_山の口町,540,229,311,10,12,19,21,11,23,9,18,16,13,6,10,8,15,12,20,17,17,27,27,16,22,14,9,12,21,11,17,12,17,12,15,10,12,7,22,245,
352012,,山口県,下関市,2019-09-30,本庁_上田中町一丁目,579,249,330,4,2,11,7,12,11,5,21,10,9,10,10,12,9,6,16,19,18,17,22,18,21,17,14,19,17,21,35,24,36,19,35,17,20,8,27,301,
352012,,山口県,下関市,2019-09-30,本庁_上田中町二丁目,882,396,486,8,9,9,14,14,16,30,16,16,19,13,10,8,16,10,12,19,27,32,28,37,43,28,32,26,30,39,38,36,39,27,41,25,37,19,59,462,
352012,,山口県,下関市,2019-09-30,本庁_上田中町三丁目,531,240,291,7,4,6,4,9,9,7,3,8,6,8,11,3,10,11,8,14,15,15,23,18,19,19,21,24,25,34,28,19,23,13,23,10,25,15,34,287,
352012,,山口県,下関市,2019-09-30,本庁_上田中町四丁目,631,282,349,3,5,10,9,13,12,23,13,7,12,5,7,9,8,7,11,25,15,24,23,17,26,14,22,20,26,40,37,20,27,12,37,17,33,16,26,337,
352012,,山口県,下関市,2019-09-30,本庁_上田中町五丁目,362,152,210,4,5,4,5,3,3,8,7,4,8,12,3,7,7,9,8,15,12,6,8,7,14,9,11,9,12,17,23,9,17,12,20,8,17,9,30,202,
352012,,山口県,下関市,2019-09-30,本庁_上田中町六丁目,308,127,181,6,3,5,3,3,6,4,8,6,7,5,4,4,4,4,8,13,12,12,9,7,14,8,10,6,6,10,14,16,22,9,12,3,18,6,21,168,
352012,,山口県,下関市,2019-09-30,本庁_上田中町七丁目,369,164,205,5,8,5,10,10,5,12,11,14,7,13,7,13,8,10,10,7,7,6,15,5,6,10,11,6,14,15,20,13,19,7,10,7,12,6,25,222,
352012,,山口県,下関市,2019-09-30,本庁_上田中町八丁目,887,345,542,5,8,11,18,27,32,36,40,17,21,8,12,16,16,14,20,16,27,24,44,21,38,19,28,23,41,26,23,28,38,23,47,17,48,14,41,477,
352012,,山口県,下関市,2019-09-30,本庁_名池町,342,150,192,10,5,8,9,8,9,7,9,3,4,9,8,10,16,10,11,11,9,13,13,12,12,9,7,8,13,10,17,10,16,5,8,4,8,3,18,163,
352012,,山口県,下関市,2019-09-30,本庁_田中町,506,216,290,4,7,8,6,13,15,8,13,14,9,7,6,6,7,8,13,13,19,17,14,18,21,16,16,12,18,13,23,14,24,19,27,11,20,15,32,263,
352012,,山口県,下関市,2019-09-30,本庁_南部町,854,377,477,6,14,16,21,14,23,17,17,10,19,16,9,16,9,18,19,23,31,29,41,25,33,31,42,29,30,43,36,27,36,17,34,23,29,17,34,464,
352012,,山口県,下関市,2019-09-30,本庁_観音崎町,368,154,214,6,7,6,11,2,10,4,5,5,3,6,8,7,9,13,22,20,15,10,10,11,8,12,12,8,16,12,17,11,17,9,12,5,14,7,18,201,
352012,,山口県,下関市,2019-09-30,本庁_岬之町,340,152,188,4,2,2,3,4,3,2,7,15,10,9,9,11,8,4,3,14,9,6,14,14,16,17,8,9,13,9,19,11,16,9,21,8,10,4,17,227,
352012,,山口県,下関市,2019-09-30,本庁_入江町,298,137,161,9,4,4,5,3,4,3,3,3,9,8,4,7,6,10,9,5,9,9,15,10,8,13,8,11,8,11,15,15,11,2,13,11,11,3,19,175,
352012,,山口県,下関市,2019-09-30,本庁_西入江町,52,22,30,1,0,2,0,0,0,0,0,0,0,2,2,0,1,0,0,0,1,2,1,0,3,4,3,2,3,1,2,4,3,2,2,1,4,1,5,30,
352012,,山口県,下関市,2019-09-30,本庁_細江町一丁目,116,56,60,0,0,1,2,0,2,2,1,3,2,3,2,5,2,4,1,4,5,3,4,1,1,6,4,2,3,5,5,5,8,4,5,2,8,6,5,69,
352012,,山口県,下関市,2019-09-30,本庁_細江町二丁目,469,204,265,4,6,4,1,5,3,10,5,10,12,12,14,11,16,15,12,15,14,18,18,23,14,18,16,15,22,11,23,14,25,7,33,6,18,6,13,295,
352012,,山口県,下関市,2019-09-30,本庁_細江町三丁目,325,140,185,7,4,7,3,7,5,3,12,5,1,5,6,7,4,6,8,16,15,12,20,13,20,16,19,13,8,10,20,11,14,0,10,0,7,2,9,163,
352012,,山口県,下関市,2019-09-30,本庁_豊前田町一丁目,111,51,60,1,1,1,1,3,2,0,0,1,1,0,0,3,3,4,1,6,2,2,3,4,2,2,2,7,3,2,9,8,9,4,7,3,4,0,10,68,
352012,,山口県,下関市,2019-09-30,本庁_豊前田町二丁目,92,44,48,0,1,0,1,0,0,0,0,4,0,1,1,0,0,1,1,3,5,3,4,3,2,3,0,2,1,3,5,3,8,9,4,5,7,4,8,66,
352012,,山口県,下関市,2019-09-30,本庁_豊前田町三丁目・細江新町,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,2,1,0,2,8,
352012,,山口県,下関市,2019-09-30,本庁_丸山町一丁目,274,123,151,1,5,3,3,3,3,8,5,1,4,4,4,5,5,4,7,6,5,7,8,8,8,9,6,6,11,19,14,13,19,14,13,7,9,5,22,164,
