都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
353418,,山口県,上関町,2022-03-31,上関,782,381,401,8,5,11,8,8,15,18,12,12,8,10,5,14,14,18,10,19,13,21,18,22,23,27,21,24,23,44,43,50,50,25,38,23,37,27,58,416,
353418,,山口県,上関町,2022-03-31,蒲井,58,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,1,2,1,5,4,7,4,29,52,
353418,,山口県,上関町,2022-03-31,四代,84,43,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0,4,7,6,3,9,3,9,6,1,2,2,7,7,12,47,
353418,,山口県,上関町,2022-03-31,白井田,162,68,94,0,0,0,0,0,0,1,3,1,0,1,2,0,1,0,0,1,1,3,3,6,2,5,1,2,3,8,3,11,8,12,12,8,17,9,38,117,
353418,,山口県,上関町,2022-03-31,戸津,200,91,109,2,5,1,2,0,3,0,0,1,1,1,3,2,5,4,1,3,1,2,0,2,4,6,8,10,6,11,9,10,16,13,13,12,11,11,21,107,
353418,,山口県,上関町,2022-03-31,室津,837,403,434,12,9,12,9,13,12,11,6,10,7,14,3,17,12,17,19,17,16,33,16,28,19,26,21,37,36,28,36,51,58,30,40,22,40,25,75,449,
353418,,山口県,上関町,2022-03-31,祝島,314,150,164,2,5,1,2,1,0,1,0,2,0,3,1,4,3,1,3,3,1,5,1,6,1,9,4,8,4,18,14,28,20,14,27,18,23,26,55,219,
353418,,山口県,上関町,2022-03-31,八島,20,7,13,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,6,1,4,15,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
