都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
353418,,山口県,上関町,2024-01-31,上関,707,340,367,8,3,7,4,12,15,14,8,10,10,7,2,13,7,13,15,13,7,19,18,22,20,24,18,27,27,32,29,47,47,29,38,17,38,26,61,390,
353418,,山口県,上関町,2024-01-31,蒲井,54,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,0,2,5,3,6,4,25,49,
353418,,山口県,上関町,2024-01-31,四代,74,41,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,2,3,6,5,6,4,11,4,4,2,3,6,5,8,43,
353418,,山口県,上関町,2024-01-31,白井田,150,65,85,0,0,0,0,0,0,1,2,1,1,0,1,2,1,0,0,1,1,3,2,4,2,5,2,4,2,5,4,10,5,8,10,9,13,12,39,110,
353418,,山口県,上関町,2024-01-31,戸津,198,89,109,2,3,2,3,0,4,0,1,0,1,2,0,2,2,2,6,6,1,2,0,3,3,3,7,9,7,11,7,9,13,14,13,12,15,10,23,108,
353418,,山口県,上関町,2024-01-31,室津,762,368,394,8,5,11,11,12,10,9,8,7,4,13,5,13,11,20,13,15,13,20,16,29,15,25,24,33,33,34,33,39,51,35,39,25,36,20,67,429,
353418,,山口県,上関町,2024-01-31,祝島,275,131,144,2,2,2,3,0,0,0,1,0,2,1,1,3,2,3,3,2,2,4,2,5,0,7,5,9,4,13,8,23,15,19,21,15,27,23,46,201,
353418,,山口県,上関町,2024-01-31,八島,18,7,11,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,7,13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
