都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
353418,,山口県,上関町,2021-07-31,上関,802,389,413,7,6,11,8,11,14,17,14,14,11,12,5,16,13,16,11,22,11,20,21,22,23,29,22,27,24,43,45,50,48,27,41,20,39,25,57,423,
353418,,山口県,上関町,2021-07-31,蒲井,57,14,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,1,4,1,5,5,6,2,28,51,
353418,,山口県,上関町,2021-07-31,四代,96,46,50,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,3,0,0,0,5,7,5,3,12,3,7,7,2,5,2,6,6,16,55,
353418,,山口県,上関町,2021-07-31,白井田,173,74,99,1,1,1,0,0,0,1,3,1,0,1,2,0,1,0,0,2,2,5,3,4,2,4,2,3,2,11,4,9,11,11,11,11,19,9,36,121,
353418,,山口県,上関町,2021-07-31,戸津,201,92,109,2,3,1,2,0,3,0,0,1,1,1,3,3,4,4,1,3,1,2,1,2,4,6,8,11,8,11,11,10,12,12,17,13,9,10,21,107,
353418,,山口県,上関町,2021-07-31,室津,862,413,449,13,10,13,11,12,12,10,8,10,5,16,4,17,14,20,18,19,18,32,15,29,21,25,20,36,44,33,37,52,59,27,35,23,44,26,74,463,
353418,,山口県,上関町,2021-07-31,祝島,329,156,173,2,5,2,2,0,0,2,0,4,0,2,1,5,3,1,3,2,2,8,0,4,2,11,6,8,2,18,15,30,21,11,30,21,25,25,56,228,
353418,,山口県,上関町,2021-07-31,八島,21,7,14,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,6,1,5,16,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
