都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
352012,,山口県,下関市,2020-03-31,本庁_みもすそ川町,583,246,337,6,6,8,6,6,1,6,10,4,9,3,9,7,7,12,10,16,14,19,24,14,20,12,21,18,24,23,28,35,41,21,29,17,31,19,47,357,
352012,,山口県,下関市,2020-03-31,本庁_壇之浦町,228,99,129,0,2,2,2,3,2,3,6,3,2,1,1,3,4,2,7,2,2,11,5,10,8,6,7,6,8,9,15,10,10,10,18,10,11,8,19,132,
352012,,山口県,下関市,2020-03-31,本庁_本町一丁目,274,121,153,1,4,0,2,2,4,4,3,7,6,5,9,4,7,8,6,10,7,10,7,9,7,7,11,12,13,9,8,13,13,8,10,8,15,4,21,176,
352012,,山口県,下関市,2020-03-31,本庁_本町二丁目,319,139,180,1,2,2,2,5,4,4,4,2,5,2,2,6,4,4,5,9,6,6,9,9,7,11,8,11,22,22,16,15,19,12,21,11,27,7,17,183,
352012,,山口県,下関市,2020-03-31,本庁_本町三丁目,215,95,120,2,1,1,1,5,2,2,2,1,5,0,2,6,3,5,7,3,2,6,5,8,1,7,5,10,12,11,14,8,17,10,11,5,11,5,19,127,
352012,,山口県,下関市,2020-03-31,本庁_本町四丁目,216,99,117,2,2,6,3,3,5,4,2,3,6,1,1,4,2,5,4,5,8,8,7,6,4,4,3,3,5,9,13,15,14,7,14,8,10,6,14,120,
352012,,山口県,下関市,2020-03-31,本庁_阿弥陀寺町,704,339,365,16,11,15,10,11,9,15,15,10,4,6,8,14,9,18,25,25,23,15,26,29,31,26,20,38,29,28,35,25,33,22,23,11,27,15,27,370,
352012,,山口県,下関市,2020-03-31,本庁_中之町,382,165,217,5,1,3,4,10,6,8,4,2,5,5,3,5,6,5,9,10,11,12,12,14,12,9,11,13,17,16,11,14,25,10,33,14,24,10,23,228,
352012,,山口県,下関市,2020-03-31,本庁_唐戸町,277,119,158,3,3,7,1,3,4,2,4,4,11,3,5,3,1,8,5,6,6,9,6,9,11,10,14,7,6,7,19,13,16,9,17,6,16,10,13,158,
352012,,山口県,下関市,2020-03-31,本庁_赤間町,398,185,213,3,4,2,4,13,4,8,7,4,6,7,2,4,7,11,7,13,6,20,14,14,18,14,16,17,17,15,23,15,23,9,10,8,17,8,28,229,
352012,,山口県,下関市,2020-03-31,本庁_宮田町一丁目,340,154,186,6,4,3,5,4,5,4,6,4,9,8,10,10,10,11,11,9,4,11,17,8,9,16,8,13,14,14,10,12,13,6,15,10,11,5,25,188,
352012,,山口県,下関市,2020-03-31,本庁_宮田町二丁目,571,255,316,5,6,12,7,6,4,14,7,13,9,6,8,12,12,13,16,14,18,22,24,22,19,16,16,16,17,15,30,24,38,18,34,9,22,18,29,339,
352012,,山口県,下関市,2020-03-31,本庁_幸町,580,241,339,4,4,8,5,8,5,5,6,4,12,8,9,4,6,9,14,13,10,14,9,19,15,9,14,17,17,29,26,29,41,19,32,18,39,24,75,373,
352012,,山口県,下関市,2020-03-31,本庁_貴船町一丁目,646,293,353,12,7,15,8,10,15,14,3,15,3,8,14,8,12,12,17,22,23,18,28,17,17,25,30,19,18,30,27,33,35,10,37,19,20,6,39,366,
352012,,山口県,下関市,2020-03-31,本庁_貴船町二丁目,458,201,257,10,8,16,8,7,11,7,5,5,3,6,6,9,6,11,14,15,20,14,10,8,10,10,13,5,12,20,17,18,32,15,19,12,28,13,35,239,
352012,,山口県,下関市,2020-03-31,本庁_貴船町三丁目,797,359,438,13,12,14,8,12,13,16,19,20,28,19,13,12,13,21,13,12,24,43,38,28,27,21,27,27,24,17,22,28,45,25,35,16,21,15,56,431,
352012,,山口県,下関市,2020-03-31,本庁_貴船町四丁目,922,414,508,16,20,27,31,31,33,22,29,18,24,21,14,10,15,26,33,34,37,44,44,31,39,28,40,19,26,35,31,20,24,13,19,9,27,10,22,425,
352012,,山口県,下関市,2020-03-31,本庁_椋野町一丁目,980,447,533,11,14,12,21,9,18,15,12,14,18,16,14,20,14,26,22,25,24,17,27,33,37,29,36,41,44,52,54,46,54,42,51,29,32,10,41,487,
