都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
353418,,山口県,上関町,2022-12-31,上関,748,366,382,8,4,8,6,11,14,15,9,14,13,7,1,13,13,17,10,17,11,19,18,21,17,27,18,27,26,37,37,52,52,25,36,24,35,24,62,407,
353418,,山口県,上関町,2022-12-31,蒲井,57,16,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,4,1,1,6,3,5,4,29,51,
353418,,山口県,上関町,2022-12-31,四代,80,43,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0,4,5,4,4,9,4,12,6,1,1,2,6,6,10,47,
353418,,山口県,上関町,2022-12-31,白井田,160,70,90,0,0,0,0,0,0,1,3,1,0,0,2,2,1,0,1,1,0,3,2,5,4,5,1,4,3,7,3,11,5,12,12,6,15,12,38,117,
353418,,山口県,上関町,2022-12-31,戸津,199,88,111,2,6,1,1,0,3,0,1,0,1,2,2,2,3,5,4,4,1,2,0,1,4,7,6,7,9,12,7,8,15,13,14,14,10,8,24,107,
353418,,山口県,上関町,2022-12-31,室津,826,400,426,9,6,13,12,11,12,11,7,10,6,16,2,15,13,17,19,17,12,28,14,29,17,25,27,38,37,31,31,47,61,32,33,24,42,27,75,448,
353418,,山口県,上関町,2022-12-31,祝島,294,143,151,3,4,1,1,0,0,0,1,3,0,3,1,5,2,0,1,2,2,5,1,6,0,8,5,8,4,17,12,24,13,16,26,17,28,25,50,212,
353418,,山口県,上関町,2022-12-31,八島,19,7,12,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,7,14,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
