都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数
352161,1,山口県,山陽小野田市,2020/12/31,本山小学校区,3011,1416,1595,30,42,67,47,79,67,91,76,94,81,52,34,58,57,60,77,87,103,100,112,85,87,72,71,94,102,125,147,140,159,88,123,47,81,47,129,1404
352161,2,山口県,山陽小野田市,2020/12/31,赤崎小学校区,5105,2576,2529,73,80,104,84,112,106,193,156,362,199,138,89,103,70,127,115,155,147,186,166,115,169,124,134,154,138,156,162,189,197,118,155,89,138,78,224,2587
352161,3,山口県,山陽小野田市,2020/12/31,須恵小学校区,8250,3864,4386,120,141,181,201,200,178,183,180,196,176,168,154,186,173,222,221,246,242,302,278,234,250,223,244,242,284,316,305,339,417,227,313,138,253,141,376,4025
352161,4,山口県,山陽小野田市,2020/12/31,小野田小学校区,6010,2828,3182,110,76,148,136,143,134,148,128,115,124,107,104,113,119,157,179,202,183,241,215,186,202,159,197,198,211,217,222,238,273,154,194,95,183,97,302,2903
352161,5,山口県,山陽小野田市,2020/12/31,高泊小学校区,4270,1986,2284,51,63,105,83,105,100,110,102,85,103,72,78,98,107,100,98,115,141,160,163,125,140,121,96,99,148,151,169,206,207,131,155,74,115,78,216,1986
352161,6,山口県,山陽小野田市,2020/12/31,高千帆小学校区,11240,5413,5827,255,241,299,251,241,248,287,247,260,234,245,200,306,292,363,376,360,369,415,413,310,336,302,306,303,324,380,414,419,493,295,355,186,335,187,393,5102
352161,7,山口県,山陽小野田市,2020/12/31,有帆小学校区,3711,1802,1909,53,38,57,39,75,62,72,67,86,66,70,47,58,60,78,70,113,98,123,123,122,107,103,129,126,138,167,189,216,236,124,156,85,127,74,157,1697
352161,8,山口県,山陽小野田市,2020/12/31,厚狭小学校区,10357,4917,5440,206,221,258,237,262,258,268,239,180,187,200,178,266,241,316,304,323,341,378,363,285,294,256,324,304,307,359,403,395,491,278,291,179,302,204,459,4548
352161,9,山口県,山陽小野田市,2020/12/31,出合小学校区,2713,1315,1398,38,35,61,57,49,57,56,69,99,58,89,59,59,52,63,58,71,64,77,92,78,70,86,98,89,101,103,122,139,119,67,94,46,73,45,120,1286
352161,10,山口県,山陽小野田市,2020/12/31,厚陽小学校区,1894,855,1039,21,17,15,24,24,38,51,43,32,26,23,19,33,37,32,30,41,39,57,51,55,57,57,55,62,91,93,102,99,96,79,93,40,83,41,138,932
352161,11,山口県,山陽小野田市,2020/12/31,埴生小学校区,3917,1871,2046,51,49,69,61,73,64,71,63,71,86,90,75,76,61,84,86,114,123,160,124,132,106,101,109,108,115,182,178,165,227,152,166,93,148,79,205,1953
352161,12,山口県,山陽小野田市,2020/12/31,津布田小学校区,1087,507,580,5,10,19,12,17,18,23,22,14,25,31,23,23,22,26,22,31,23,36,29,24,37,41,40,40,33,50,56,48,60,44,31,12,44,23,73,546
