都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
353418,,山口県,上関町,2024-06-30,上関,701,341,360,8,2,7,4,12,14,15,7,9,9,8,3,14,7,14,14,10,7,23,17,22,22,22,18,26,27,30,27,48,44,31,40,17,37,25,61,388,
353418,,山口県,上関町,2024-06-30,蒲井,55,18,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,0,3,5,3,6,3,26,50,
353418,,山口県,上関町,2024-06-30,四代,73,40,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,3,5,5,7,4,11,4,4,2,3,6,5,8,43,
353418,,山口県,上関町,2024-06-30,白井田,151,66,85,0,0,0,0,0,0,1,2,1,1,0,1,2,1,0,0,1,1,3,2,4,2,6,2,4,2,5,4,8,3,10,11,9,14,12,39,111,
353418,,山口県,上関町,2024-06-30,戸津,194,88,106,2,3,2,3,0,3,0,2,0,1,2,0,2,1,1,6,7,1,1,0,4,2,2,7,9,8,11,7,9,13,13,13,13,15,10,21,107,
353418,,山口県,上関町,2024-06-30,室津,752,363,389,7,4,12,12,11,10,8,8,6,3,13,4,14,11,18,14,16,13,21,15,29,15,24,21,33,35,34,34,38,47,35,42,25,36,19,65,423,
353418,,山口県,上関町,2024-06-30,祝島,268,131,137,2,2,2,3,0,0,0,1,0,0,1,2,3,2,3,3,2,2,3,1,6,1,7,4,9,5,13,6,20,15,21,22,16,27,23,41,195,
353418,,山口県,上関町,2024-06-30,八島,17,7,10,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,6,12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
