都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
353418,,山口県,上関町,2020-12-31,上関,816,398,418,10,6,10,10,11,13,18,14,11,8,16,8,22,11,11,11,25,13,18,24,27,19,30,22,26,25,41,51,48,47,29,34,23,44,22,58,425,
353418,,山口県,上関町,2020-12-31,蒲井,59,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,3,2,6,3,6,3,30,53,
353418,,山口県,上関町,2020-12-31,四代,97,46,51,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,2,1,0,2,0,0,0,6,8,4,3,12,4,7,5,3,6,1,5,6,17,56,
353418,,山口県,上関町,2020-12-31,白井田,183,77,106,1,1,1,0,0,1,1,2,1,0,2,2,0,1,0,0,2,2,5,4,5,2,4,3,5,3,10,3,10,11,11,13,11,25,8,33,125,
353418,,山口県,上関町,2020-12-31,戸津,201,91,110,2,1,0,2,0,3,0,0,1,1,2,5,1,4,5,1,2,0,3,1,1,7,9,6,10,9,11,11,11,12,12,15,12,11,9,21,108,
353418,,山口県,上関町,2020-12-31,室津,880,420,460,12,9,12,11,13,15,10,8,12,5,18,5,18,14,22,18,18,16,33,18,26,20,25,25,37,42,33,42,51,54,28,33,24,47,28,78,471,
353418,,山口県,上関町,2020-12-31,祝島,334,158,176,2,4,2,2,0,0,2,0,3,2,3,0,3,4,2,2,2,2,7,0,5,2,9,6,9,4,18,14,28,22,16,33,23,25,24,54,229,
353418,,山口県,上関町,2020-12-31,八島,23,8,15,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,6,2,5,17,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
