"都道府県コード又は市区町村コード","地域コード","都道府県名","市区町村名","調査年月日","地域名","総人口","男性","女性","0-4歳の男性","0-4歳の女性","5-9歳の男性","5-9歳の女性","10-14歳の男性","10-14歳の女性","15-19歳の男性","15-19歳の女性","20-24歳の男性","20-24歳の女性","25-29歳の男性","25-29歳の女性","30-34歳の男性","30-34歳の女性","35-39歳の男性","35-39歳の女性","40-44歳の男性","40-44歳の女性","45-49歳の男性","45-49歳の女性","50-54歳の男性","50-54歳の女性","55-59歳の男性","55-59歳の女性","60-64歳の男性","60-64歳の女性","65-69歳の男性","65-69歳の女性","70-74歳の男性","70-74歳の女性","75-79歳の男性","75-79歳の女性","80-84歳の男性","80-84歳の女性","85歳以上の男性","85歳以上の女性","世帯数"
352161,1,"山口県","山陽小野田市","2021/8/31","本山小学校区",2952.00,1397.00,1555.00,34.00,37.00,62.00,48.00,72.00,65.00,96.00,66.00,81.00,85.00,55.00,34.00,59.00,48.00,54.00,72.00,71.00,97.00,109.00,118.00,96.00,93.00,62.00,69.00,102.00,95.00,108.00,129.00,146.00,176.00,90.00,115.00,51.00,81.00,49.00,127.00,1392.00
352161,2,"山口県","山陽小野田市","2021/8/31","赤崎小学校区",5106.00,2571.00,2535.00,69.00,83.00,102.00,85.00,109.00,95.00,198.00,167.00,359.00,207.00,146.00,94.00,106.00,72.00,123.00,114.00,149.00,144.00,186.00,157.00,127.00,177.00,109.00,134.00,154.00,139.00,157.00,158.00,182.00,197.00,118.00,143.00,102.00,142.00,75.00,227.00,2608.00
352161,3,"山口県","山陽小野田市","2021/8/31","須恵小学校区",8211.00,3850.00,4361.00,127.00,138.00,168.00,184.00,191.00,192.00,196.00,175.00,183.00,170.00,172.00,153.00,195.00,183.00,222.00,211.00,247.00,230.00,295.00,292.00,232.00,254.00,217.00,246.00,245.00,270.00,303.00,294.00,348.00,430.00,222.00,289.00,137.00,259.00,150.00,391.00,4047.00
352161,4,"山口県","山陽小野田市","2021/8/31","小野田小学校区",5963.00,2798.00,3165.00,101.00,83.00,154.00,123.00,129.00,136.00,159.00,132.00,105.00,118.00,105.00,111.00,120.00,112.00,147.00,172.00,202.00,184.00,224.00,202.00,203.00,219.00,162.00,183.00,188.00,216.00,215.00,219.00,240.00,277.00,154.00,188.00,96.00,181.00,94.00,309.00,2920.00
352161,5,"山口県","山陽小野田市","2021/8/31","高泊小学校区",4190.00,1949.00,2241.00,48.00,58.00,91.00,81.00,106.00,98.00,106.00,105.00,89.00,79.00,64.00,79.00,85.00,100.00,108.00,95.00,120.00,134.00,155.00,169.00,132.00,151.00,115.00,96.00,87.00,123.00,148.00,161.00,208.00,229.00,131.00,151.00,82.00,116.00,74.00,216.00,1966.00
352161,6,"山口県","山陽小野田市","2021/8/31","高千帆小学校区",11198.00,5418.00,5780.00,241.00,223.00,297.00,261.00,261.00,249.00,276.00,219.00,245.00,241.00,265.00,197.00,297.00,263.00,369.00,385.00,369.00,357.00,402.00,410.00,339.00,369.00,293.00,294.00,296.00,317.00,365.00,402.00,434.00,497.00,286.00,363.00,194.00,329.00,189.00,404.00,5120.00
352161,7,"山口県","山陽小野田市","2021/8/31","有帆小学校区",3643.00,1761.00,1882.00,49.00,35.00,57.00,31.00,71.00,67.00,78.00,64.00,71.00,68.00,59.00,49.00,63.00,55.00,74.00,70.00,103.00,92.00,122.00,120.00,120.00,117.00,105.00,112.00,115.00,138.00,171.00,188.00,220.00,248.00,121.00,146.00,89.00,125.00,73.00,157.00,1682.00
352161,8,"山口県","山陽小野田市","2021/8/31","厚狭小学校区",10271.00,4885.00,5386.00,192.00,204.00,243.00,238.00,277.00,266.00,258.00,239.00,206.00,178.00,199.00,173.00,236.00,229.00,325.00,300.00,321.00,339.00,386.00,356.00,280.00,312.00,257.00,305.00,291.00,314.00,337.00,378.00,412.00,512.00,268.00,282.00,194.00,303.00,203.00,458.00,4550.00
352161,9,"山口県","山陽小野田市","2021/8/31","出合小学校区",2640.00,1268.00,1372.00,32.00,33.00,58.00,55.00,44.00,58.00,60.00,66.00,83.00,57.00,87.00,51.00,52.00,47.00,65.00,60.00,67.00,62.00,78.00,83.00,73.00,82.00,86.00,86.00,86.00,106.00,103.00,110.00,133.00,131.00,68.00,87.00,43.00,76.00,50.00,122.00,1266.00
352161,10,"山口県","山陽小野田市","2021/8/31","厚陽小学校区",1867.00,847.00,1020.00,18.00,20.00,16.00,22.00,23.00,39.00,49.00,42.00,32.00,25.00,25.00,19.00,32.00,26.00,35.00,38.00,39.00,34.00,54.00,47.00,57.00,63.00,59.00,48.00,58.00,87.00,91.00,97.00,102.00,104.00,71.00,86.00,44.00,80.00,42.00,143.00,926.00
352161,11,"山口県","山陽小野田市","2021/8/31","埴生小学校区",3906.00,1868.00,2038.00,47.00,47.00,69.00,61.00,76.00,60.00,67.00,72.00,77.00,67.00,88.00,87.00,81.00,64.00,77.00,72.00,105.00,113.00,158.00,122.00,138.00,119.00,103.00,98.00,114.00,117.00,173.00,169.00,179.00,241.00,135.00,158.00,105.00,153.00,76.00,218.00,1962.00
352161,12,"山口県","山陽小野田市","2021/8/31","津布田小学校区",1090.00,511.00,579.00,11.00,10.00,15.00,13.00,22.00,19.00,21.00,22.00,18.00,25.00,32.00,27.00,21.00,18.00,27.00,25.00,30.00,25.00,33.00,28.00,26.00,37.00,37.00,38.00,39.00,37.00,50.00,51.00,52.00,60.00,41.00,35.00,15.00,39.00,21.00,70.00,545.00
