都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数
352161,1,山口県,山陽小野田市,2021/7/31,本山小学校区,2958.00,1401.00,1557.00,34.00,37.00,63.00,47.00,73.00,67.00,95.00,64.00,83.00,87.00,54.00,31.00,60.00,51.00,57.00,69.00,69.00,98.00,110.00,119.00,95.00,92.00,61.00,71.00,102.00,94.00,109.00,131.00,146.00,174.00,91.00,117.00,50.00,82.00,49.00,126.00,1394.00
352161,2,山口県,山陽小野田市,2021/7/31,赤崎小学校区,5122.00,2581.00,2541.00,66.00,84.00,104.00,86.00,110.00,96.00,203.00,171.00,360.00,204.00,147.00,93.00,104.00,69.00,126.00,114.00,150.00,144.00,183.00,162.00,127.00,173.00,110.00,135.00,155.00,140.00,157.00,161.00,183.00,197.00,117.00,140.00,102.00,145.00,77.00,227.00,2624.00
352161,3,山口県,山陽小野田市,2021/7/31,須恵小学校区,8224.00,3862.00,4362.00,129.00,138.00,170.00,186.00,195.00,196.00,193.00,167.00,186.00,172.00,175.00,154.00,195.00,183.00,221.00,213.00,251.00,231.00,291.00,291.00,234.00,252.00,217.00,245.00,243.00,271.00,304.00,298.00,351.00,428.00,224.00,293.00,133.00,254.00,150.00,390.00,4055.00
352161,4,山口県,山陽小野田市,2021/7/31,小野田小学校区,5951.00,2791.00,3160.00,103.00,80.00,151.00,123.00,129.00,137.00,158.00,131.00,110.00,117.00,99.00,112.00,117.00,112.00,148.00,173.00,202.00,182.00,223.00,201.00,201.00,221.00,163.00,184.00,188.00,216.00,215.00,216.00,242.00,280.00,151.00,184.00,98.00,183.00,93.00,308.00,2913.00
352161,5,山口県,山陽小野田市,2021/7/31,高泊小学校区,4201.00,1954.00,2247.00,47.00,58.00,94.00,82.00,106.00,100.00,103.00,103.00,90.00,80.00,65.00,78.00,86.00,105.00,107.00,92.00,120.00,134.00,155.00,173.00,133.00,146.00,116.00,95.00,88.00,128.00,149.00,163.00,207.00,226.00,131.00,150.00,82.00,116.00,75.00,218.00,1974.00
352161,6,山口県,山陽小野田市,2021/7/31,高千帆小学校区,11189.00,5409.00,5780.00,243.00,224.00,297.00,258.00,255.00,249.00,277.00,232.00,244.00,231.00,255.00,194.00,296.00,269.00,372.00,384.00,368.00,356.00,406.00,411.00,330.00,365.00,298.00,290.00,296.00,323.00,363.00,404.00,439.00,500.00,282.00,356.00,199.00,331.00,189.00,403.00,5116.00
352161,7,山口県,山陽小野田市,2021/7/31,有帆小学校区,3647.00,1764.00,1883.00,49.00,33.00,56.00,32.00,74.00,67.00,75.00,65.00,71.00,67.00,62.00,47.00,62.00,54.00,73.00,70.00,106.00,94.00,126.00,118.00,118.00,116.00,104.00,113.00,116.00,143.00,170.00,185.00,221.00,249.00,121.00,146.00,91.00,125.00,69.00,159.00,1683.00
352161,8,山口県,山陽小野田市,2021/7/31,厚狭小学校区,10279.00,4884.00,5395.00,192.00,210.00,250.00,239.00,271.00,263.00,260.00,241.00,206.00,178.00,200.00,176.00,232.00,232.00,327.00,298.00,323.00,339.00,379.00,360.00,284.00,312.00,254.00,301.00,292.00,308.00,343.00,386.00,411.00,511.00,268.00,288.00,191.00,299.00,201.00,454.00,4549.00
352161,9,山口県,山陽小野田市,2021/7/31,出合小学校区,2658.00,1277.00,1381.00,35.00,33.00,58.00,56.00,45.00,58.00,58.00,67.00,87.00,56.00,89.00,55.00,49.00,47.00,65.00,60.00,68.00,64.00,76.00,81.00,76.00,83.00,87.00,88.00,84.00,106.00,103.00,111.00,135.00,129.00,67.00,89.00,44.00,77.00,51.00,121.00,1272.00
352161,10,山口県,山陽小野田市,2021/7/31,厚陽小学校区,1874.00,850.00,1024.00,19.00,21.00,15.00,23.00,23.00,38.00,50.00,42.00,31.00,25.00,25.00,19.00,32.00,28.00,35.00,37.00,40.00,37.00,53.00,45.00,58.00,62.00,58.00,48.00,58.00,90.00,92.00,95.00,104.00,104.00,69.00,87.00,46.00,84.00,42.00,139.00,927.00
352161,11,山口県,山陽小野田市,2021/7/31,埴生小学校区,3927.00,1881.00,2046.00,49.00,46.00,70.00,63.00,75.00,62.00,69.00,69.00,74.00,68.00,90.00,91.00,84.00,63.00,78.00,73.00,110.00,120.00,163.00,119.00,131.00,116.00,104.00,101.00,114.00,115.00,174.00,173.00,181.00,238.00,134.00,158.00,104.00,154.00,77.00,217.00,1969.00
352161,12,山口県,山陽小野田市,2021/7/31,津布田小学校区,1090.00,511.00,579.00,9.00,10.00,17.00,13.00,20.00,19.00,21.00,22.00,18.00,25.00,34.00,26.00,21.00,18.00,29.00,24.00,28.00,25.00,34.00,30.00,26.00,35.00,36.00,39.00,39.00,37.00,50.00,51.00,52.00,62.00,42.00,33.00,14.00,40.00,21.00,70.00,548.00
