全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英語,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),設置位置,緯度,経度,高度の種別,高度の値,男性トイレ総数,男性トイレ数（小便器）,男性トイレ数（和式）,男性トイレ数（洋式）,男性トイレ内の乳幼児用座椅子数,男性トイレ内の乳幼児用簡易ベッド数,女性トイレ総数,女性トイレ数（和式）,女性トイレ数（洋式）,女性トイレ内の乳幼児用座椅子数,女性トイレ内の乳幼児用簡易ベッド数,男女共用トイレ総数,男女共用トイレ数（和式）,男女共用トイレ数（洋式）,男女共用トイレ内の乳幼児用座椅子数,男女共用トイレ内の乳幼児用簡易ベッド数,バリアフリー（多目的）トイレ数,バリアフリー（多目的）トイレ内の乳幼児用座椅子数,バリアフリー（多目的）トイレ内の乳幼児用簡易ベッド数,バリアフリー（多目的）トイレ内の簡易ベッド数（乳幼児大人兼用）,バリアフリー（多目的）トイレ内の簡易着替え台数,車椅子使用者用トイレ数,乳幼児用設備設置トイレ有無,オストメイト設置トイレ数,利用開始時間,利用終了時間,利用可能時間特記事項,画像,画像_ライセンス,備考
352152,KOEN22804000,山口県周南市,旭ヶ丘公園,アサヒガオカコウエン,,352152,,山口県周南市大字久米字旭ケ丘931番17,山口県,周南市,大字久米字旭ケ丘,931番17,,公園内,34.02995,131.842335,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,KOEN22809000,山口県周南市,湯野公園,ユンコウエン,,352152,,山口県周南市大字湯野字中岡4341番1,山口県,周南市,大字湯野字中岡,4341番1,,公園内,34.092969,131.674499,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,KOEN22810000,山口県周南市,川上ダム公園,カワカミダムコウエン,,352152,,山口県周南市大字川上字一の瀬（山口県企業局）,山口県,周南市,大字川上字一の瀬,,（山口県企業局）,公園内,34.106465,131.787639,,,1 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN22828000,山口県周南市,戸田東公園,トンダヒガシコウエン,,352152,,山口県周南市大字戸田字上押田1641番1,山口県,周南市,大字戸田字上押田,1641番1,,公園内,34.07584,131.69429,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,KOEN22829000,山口県周南市,菊川公園,キクガワコウエン,,352152,,山口県周南市大字下上字上野1599番8外,山口県,周南市,大字下上字上野,1599番8外,,公園内,34.086767,131.780789,,,3 ,2 ,1 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN22831000,山口県周南市,楠水公園,ナンスイコウエン,,352152,,山口県周南市楠木一丁目4番,山口県,周南市,楠木一丁目,4番,,公園内,34.056571,131.819352,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN22837000,山口県周南市,新地ふれあいパーク,シンチフレアイパーク,,352152,,山口県周南市新地二丁目154番,山口県,周南市,新地二丁目,154番,,公園内,34.066775,131.789828,,,2 ,1 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN22838000,山口県周南市,新地公園,シンチコウエン,,352152,,山口県周南市新地三丁目97番外,山口県,周南市,新地三丁目,97番外,,公園内,34.067889,131.786951,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN22901000,山口県周南市,清水東公園,シミズヒガシコウエン,,352152,,山口県周南市清水二丁目1385番4外,山口県,周南市,清水二丁目,1385番4外,,公園内,34.070616,131.771712,,,3 ,2 ,1 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN22902000,山口県周南市,清水西公園,シミズニシコウエン,,352152,,山口県周南市清水一丁目1417番2外,山口県,周南市,清水一丁目,1417番2外,,公園内,34.071121,131.768082,,,2 ,1 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN23504000,山口県周南市,鶴見台ひまわり公園,ツルミダイヒマワリコウエン,,352152,,山口県周南市鶴見台1丁目22番45外,山口県,周南市,鶴見台1丁目,22番45外,,公園駐車場内,34.052758,131.975107,,,3 ,2 ,1 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN33001000,山口県周南市,熊毛中央公園2,クマガチュウオウコウエン,,352152,,山口県周南市大字呼坂85番23外,山口県,周南市,大字呼坂,85番23外,,公園内,34.052369,131.966397,,,4 ,3 ,0 ,1 ,0 ,0 ,3 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,KOEN33002000,山口県周南市,勝間ふれあい公園1,カツマフレアイコウエン1,,352152,,山口県周南市新清光台2丁目777番785外,山口県,周南市,新清光台2丁目,777番785外,,公園内,34.037105,131.952503,,,4 ,3 ,1 ,0 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN33002001,山口県周南市,勝間ふれあい公園2,カツマフレアイコウエン2,,352152,,山口県周南市新清光台2丁目777番785外,山口県,周南市,新清光台2丁目,777番785外,,公園内,34.037265,131.953611,,,5 ,3 ,2 ,0 ,0 ,0 ,3 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,KOEN33003000,山口県周南市,三丘徳修公園1,ミツオトクシュウコウエン1,,352152,,山口県周南市大字安田547番3外,山口県,周南市,大字安田,547番3外,,公園内,34.034663,131.981437,,,2 ,1 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,KOEN33003001,山口県周南市,三丘徳修公園2,ミツオトクシュウコウエン2,,352152,,山口県周南市大字安田547番3外,山口県,周南市,大字安田,547番3外,,公園内,34.03466,131.980651,,,4 ,3 ,1 ,0 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN33004000,山口県周南市,高水近隣公園,タカミズキンリンコウエン,,352152,,山口県周南市大字樋口565番1外,山口県,周南市,大字樋口,565番1外,,公園内,34.060369,131.975631,,,3 ,2 ,1 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN33304000,山口県周南市,東川緑地公園,ヒガシガワリョクチコウエン,,352152,,山口県周南市桜馬場通二丁目外,山口県,周南市,桜馬場通二丁目外,,,公園内,34.046884,131.808692,,,4 ,3 ,1 ,0 ,0 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN33305000,山口県周南市,秋月公園,アキヅキコウエン,,352152,,山口県周南市秋月二丁目26番,山口県,周南市,秋月二丁目,26番,,公園内,34.057475,131.828426,,,3 ,2 ,1 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,KOEN33306000,山口県周南市,周陽公園,シュウヨウコウエン,,352152,,山口県周南市周陽三丁目17番,山口県,周南市,周陽三丁目,17番,,公園内,34.04481,131.829187,,,3 ,2 ,1 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN33307000,山口県周南市,城ヶ丘公園,ジョウガオカコウエン,,352152,,山口県周南市城ケ丘五丁目27番,山口県,周南市,城ケ丘五丁目,27番,,公園内,34.044801,131.842406,,,4 ,3 ,1 ,0 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN33308000,山口県周南市,速玉公園1,ハヤタマコウエン1,,352152,,山口県周南市速玉町2132番15外,山口県,周南市,速玉町,2132番15外,,公園内,34.045459,131.810141,,,5 ,3 ,2 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,KOEN33308001,山口県周南市,速玉公園2,ハヤタマコウエン2,,352152,,山口県周南市速玉町2132番15外,山口県,周南市,速玉町,2132番15外,,公園内,34.044644,131.810943,,,2 ,1 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN33309000,山口県周南市,二葉屋開作公園1,フタバカイサクコウエン1,,352152,,山口県周南市大字栗屋字二葉屋開作1035番7外,山口県,周南市,大字栗屋字二葉屋開作,1035番7外,,公園内,34.013437,131.836282,,,3 ,2 ,1 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN33309001,山口県周南市,二葉屋開作公園2,フタバカイサクコウエン2,,352152,,山口県周南市大字栗屋字二葉屋開作1035番7外,山口県,周南市,大字栗屋字二葉屋開作,1035番7外,,公園内,34.014021,131.834238,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN33311000,山口県周南市,沢田公園,サワダコウエン,,352152,,山口県周南市大字久米字沢田築地,山口県,周南市,大字久米字沢田築地,,,公園内,34.033738,131.845883,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,KOEN33313000,山口県周南市,華西公園1,カセイコウエン1,,352152,,山口県周南市新清光台2丁目777番785外,山口県,周南市,新清光台2丁目,777番785外,,公園内,34.021427,131.824574,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN33313001,山口県周南市,華西公園2,カセイコウエン2,,352152,,山口県周南市新清光台2丁目777番785外,山口県,周南市,新清光台2丁目,777番785外,,公園内,34.02281,131.826437,,,3 ,2 ,1 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN34310000,山口県周南市,金剛山公園,コンゴウザンコウエン,,352152,,山口県周南市東北山一丁目6830番2外,山口県,周南市,東北山一丁目,6830番2外,,公園内,34.068071,131.808438,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN35312000,山口県周南市,大津島公園,オオツシマコウエン,,352152,,山口県周南市大字大津島字西明神（国有地）,山口県,周南市,大字大津島字西明神,,（国有地）,公園内,33.98991,131.719961,,,3 ,2 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN43201000,山口県周南市,天神山公園（清流通り）,テンジンヤマコウエンセイリュウドオリ,,352152,,山口県周南市大字鹿野上,山口県,周南市,大字鹿野上,,,清流通り,34.233717,131.815991,,,3 ,2 ,1 ,0 ,0 ,0 ,2 ,1 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN43201001,山口県周南市,天神山公園（ふれあい）,テンジンヤマコウエンフレアイ,,352152,,山口県周南市大字鹿野上,山口県,周南市,大字鹿野上,,,ふれあい広場,34.233054,131.819169,,,2 ,1 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN43201002,山口県周南市,天神山公園（ﾃﾆｽ）,テンジンヤマコウエンテニス,,352152,,山口県周南市大字鹿野上,山口県,周南市,大字鹿野上,,,テニスコート,34.241128,131.816415,,,1 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN55401000,山口県周南市,永源山公園駐車場,エイゲンザンコウエンチュウシャジョウ,,352152,,山口県周南市大字富田字永源,山口県,周南市,大字富田字永源,,,第一駐車場横,34.078952,131.769195,,,4 ,2 ,2 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN55401001,山口県周南市,永源山公園幼児広場,エイゲンザンコウエンヨウジヒロバ,,352152,,山口県周南市大字富田字永源,山口県,周南市,大字富田字永源,,,幼児広場横,34.077204,131.769601,,,4 ,3 ,1 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN55401002,山口県周南市,永源山公園母と子の広場,エイゲンザンコウエンハハトコノヒロバ,,352152,,山口県周南市大字富田字永源,山口県,周南市,大字富田字永源,,,母と子の広場ステージ横,34.076144,131.768602,,,4 ,3 ,1 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,KOEN55401003,山口県周南市,永源山公園展望広場,エイゲンザンコウエンテンボウヒロバ,,352152,,山口県周南市大字富田字永源,山口県,周南市,大字富田字永源,,,ゆめ風車展望広場,34.076698,131.766889,,,5 ,3 ,1 ,1 ,0 ,0 ,5 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN62001000,山口県周南市,大河内緑地,オオカワチリョクチ,,352152,,山口県周南市大字大河内2072番2外,山口県,周南市,大字大河内,2072番2外,,公園内,34.03083,131.934264,,,3 ,2 ,1 ,0 ,0 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,KOEN62902000,山口県周南市,長田東緑地,ナガタヒガシリョクチ,,352152,,山口県周南市長田町2220番337,山口県,周南市,長田町,2220番337,,公園内,34.06349,131.726037,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,KOEN72406000,山口県周南市,辰尾公園,タツオコウエン,,352152,,山口県周南市大字福川,山口県,周南市,大字福川,,,園路階段途中,34.075244,131.734267,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,KOEN84304000,山口県周南市,大迫田墓地公園,オオサコタボチコウエン,,352152,,山口県周南市大字徳山字久米ヶ丘425番1外,山口県,周南市,大字徳山字久米ヶ丘,425番1外,,公園内,34.041661,131.835854,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,KOEN86301000,山口県周南市,周南緑地(東)1,シュウナンリョクチ1,,352152,,山口県周南市大字徳山外,山口県,周南市,大字徳山外,,,サッカー場横,34.038164,131.832483,,,4 ,3 ,1 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN86301001,山口県周南市,周南緑地(東)2,シュウナンリョクチ2,,352152,,山口県周南市大字徳山外,山口県,周南市,大字徳山外,,,第2、第3グラウンド横,34.040938,131.833498,,,5 ,3 ,1 ,1 ,0 ,0 ,3 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,0 ,2 ,無,0 ,,,,,,
352152,KOEN86301002,山口県周南市,周南緑地(東)3,シュウナンリョクチ3,,352152,,山口県周南市大字徳山外,山口県,周南市,大字徳山外,,,桜の森横,34.043504,131.833717,,,2 ,1 ,1 ,0 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,KOEN86301104,山口県周南市,周南緑地(中央)4,シュウナンリョクチ4,,352152,,山口県周南市大字徳山外,山口県,周南市,大字徳山外,,,野球場,34.04078,131.826278,,,5 ,3 ,2 ,0 ,0 ,0 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN86301105,山口県周南市,周南緑地(中央)5,シュウナンリョクチ5,,352152,,山口県周南市大字徳山外,山口県,周南市,大字徳山外,,,陸上競技場東駐車場内,34.041298,131.828227,,,4 ,3 ,1 ,0 ,0 ,0 ,3 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,KOEN86301107,山口県周南市,周南緑地(中央)7,シュウナンリョクチ7,,352152,,山口県周南市大字徳山外,山口県,周南市,大字徳山外,,,フレンドパーク,34.04378,131.826991,,,4 ,3 ,1 ,0 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,KOEN86301115,山口県周南市,周南緑地(中央)15,シュウナンリョクチ15,,352152,,山口県周南市大字徳山外,山口県,周南市,大字徳山外,,,補助グラウンド横,34.043552,131.826988,,,6 ,4 ,1 ,1 ,2 ,0 ,3 ,2 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,2 ,2 ,0 ,2 ,2 ,無,0 ,8:30,18:30,,,,
352152,KOEN86301208,山口県周南市,周南緑地(西)8,シュウナンリョクチ8,,352152,,山口県周南市大字徳山,山口県,周南市,大字徳山,,,ひょうたん池,34.048262,131.824061,,,4 ,3 ,1 ,0 ,0 ,0 ,3 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,1 ,1 ,無,0 ,,,,,,
352152,KOEN86301209,山口県周南市,周南緑地(西)9,シュウナンリョクチ9,,352152,,山口県周南市大字徳山,山口県,周南市,大字徳山,,,大内町側入口,34.050535,131.823828,,,4 ,3 ,1 ,0 ,0 ,0 ,3 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,KOEN86301210,山口県周南市,周南緑地(西)10,シュウナンリョクチ10,,352152,,山口県周南市大字徳山,山口県,周南市,大字徳山,,,グラウンド内,34.049577,131.820682,,,5 ,3 ,2 ,0 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,KOEN86301211,山口県周南市,周南緑地(西)11,シュウナンリョクチ11,,352152,,山口県周南市大字徳山,山口県,周南市,大字徳山,,,万葉の森横,34.051522,131.818584,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,KOEN86301212,山口県周南市,周南緑地(西)12,シュウナンリョクチ12,,352152,,山口県周南市大字徳山,山口県,周南市,大字徳山,,,大賀ハス池入口,34.050466,131.817711,,,4 ,3 ,1 ,0 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,KOEN86301313,山口県周南市,横浜緑地13,ヨコハマリョクチ13,,352152,,山口県周南市横浜町,山口県,周南市,横浜町,,,公園内,34.034602,131.827,,,3 ,2 ,1 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,KOEN86301414,山口県周南市,遠石緑地14,トイシリョクチ14,,352152,,山口県周南市遠石一丁目,山口県,周南市,遠石一丁目,,,公園内,34.041609,131.816945,,,3 ,2 ,1 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,無,0 ,,,,,,
352152,KOEN90000000,山口県周南市,西河内農村公園,ニシコウチノウソンコウエン,,352152,,山口県周南市大字鹿野上,山口県,周南市,大字鹿野上,,,公園内,34.252051,131.799923,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,KOEN90000001,山口県周南市,石船農村公園,イシフネノウソンコウエン,,352152,,山口県周南市大字鹿野上,山口県,周南市,大字鹿野上,,,公園内,34.249047,131.829104,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,KOEN90000002,山口県周南市,大泉農村公園,オオイズミノウソンコウエン,,352152,,山口県周南市大字鹿野下,山口県,周南市,大字鹿野下,,,公園内,34.206615,131.813798,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,KOEN90000003,山口県周南市,本町農村公園,ホンマチノウソンコウエン,,352152,,山口県周南市大字鹿野上,山口県,周南市,大字鹿野上,,,公園内,34.229157,131.817488,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
