都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,住所,方書,緯度,経度,設置位置,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,小児対応設備の有無,URL,備考
350001,350001460001,山口県,0001,下関市役所,シモノセキシヤクショ,下関市南部町１－１,,33.957863,130.940689,-,,,,,,,,,,,
350001,350001460002,山口県,0002,下関地方合同庁舎,シモノセキチホウゴウドウチョウシャ,下関市竹崎町４－６－１,,33.948997,130.926727,山口地方法務局下関支局（庁舎１階）,,,,,,,,,,,
350001,350001460003,山口県,0003,下関総合庁舎,シモノセキソウゴウチョウシャ,下関市貴船町３－２－１,,33.967354,130.942505,"下関県民局
（本館１階）",,,,,,,,,,,
350001,350001460004,山口県,0004,下関保健所,シモノセキホケンショ,下関市南部町１－６,,33.957863,130.940689,総務課事務室内,,,,,,,,,,,
350001,350001460005,山口県,0005,豊浦総合支所,トヨウラソウゴウシショ,下関市豊浦町大字川棚６８９５－１０,,34.14529,130.924118,受付,,,,,,,,,,,
350001,350001460006,山口県,0006,室津支所,ムロツシショ,下関市豊浦町大字室津下６８１－３,,34.133129,130.886627,公民館ロビー,,,,,,,,,,,
350001,350001460007,山口県,0007,黒井支所,クロイシショ,下関市豊浦町大字黒井２３５１,,34.127766,130.909332,事務室,,,,,,,,,,,
350001,350001460008,山口県,0008,豊洋台支所,ホウヨウダイシショ,下関市豊浦町豊洋台１－４４７－２９０,,34.115192,130.908737,多世代交流センター事務所内,,,,,,,,,,,
350001,350001460009,山口県,0009,小串支所,コグシシショ,下関市豊浦町大字小串２２０７－１,,34.176338,130.928787,小串公民館内事務室,,,,,,,,,,,
350001,350001460010,山口県,0010,宇賀支所,ウカシショ,下関市豊浦町大字宇賀７９２５－１,,34.210567,130.931885,事務室内,,,,,,,,,,,
350001,350001460011,山口県,0011,豊田総合支所,トヨタソウゴウシショ,下関市豊田町大字殿敷１９１８－１,,34.19371,131.091904,市民生活課受付窓口,,,,,,,,,,,
350001,350001460012,山口県,0012,菊川保健センター,キクガワホケンセンター,下関市菊川町大字田部７３４－１,,34.120197,131.036514,事務室内,,,,,,,,,,,
350001,350001460013,山口県,0013,菊川教育支所,キクガワキョウイクシショ,下関市菊川町大字下岡枝１１７,,34.120804,131.03093,事務室入り口（棚）　,,,,,,,,,,,
350001,350001460014,山口県,0014,神玉支所,カミタマシショ,下関市豊北町大字神田上２７０９,,34.281658,130.900955,ロビー,,,,,,,,,,,
350001,350001460015,山口県,0015,角島支所,ツノシマシショ,下関市豊北町大字角島１４１３－１,,34.354969,130.859711,角島開発総合センター　ホールの棚,,,,,,,,,,,
350001,350001460016,山口県,0016,阿川支所,アガワシショ,下関市豊北町大字阿川３７５２,,34.329491,130.929703,窓口カウンター,,,,,,,,,,,
350001,350001460017,山口県,0017,粟野支所,アワノシショ,下関市豊北町大字粟野３３３３－２,,34.330067,130.986771,入口。ロビーの図書館室内,,,,,,,,,,,
350001,350001460018,山口県,0018,田耕支所,タスキシショ,下関市豊北町大字田耕４３３２－２,,34.269527,130.988174,事務所前カウンター,,,,,,,,,,,
350001,350001460019,山口県,0019,下関市役所観光産業部観光振興課,シモノセキシヤクショカンコウサンギョウブカンコウシンコウカ,下関市田中町５－６,,33.959282,130.941391,-,,,,,,,,,,,
350001,350001460020,山口県,0020,山口県国際総合センター,ヤマグチケンコクサイソウゴウセンター,下関市豊前田町３－３－１,,33.950306,130.929871,"エントランスホール
（１階）",,,,,,,,,,,
350001,350001460021,山口県,0021,殿居公民館,トノイコウミンカン,下関市豊田町大字殿居１０４０－５,,34.266251,131.029831,事務室内,,,,,,,,,,,
350001,350001460022,山口県,0022,豊田下公民館,トヨタシタコウミンカン,下関市豊田町大字手洗２８５－１,,34.178894,131.066864,玄関横ホール,,,,,,,,,,,
350001,350001460023,山口県,0023,北部公民館,ホクブコウミンカン,下関市山の田東町４－１３,,33.986111,130.928009,-,,,,,,,,,,,
350001,350001460024,山口県,0024,西部公民館,セイブコウミンカン,下関市伊崎町１－４－３０,,33.953751,130.919785,-,,,,,,,,,,,
350001,350001460025,山口県,0025,玄洋公民館,ゲンヒロシコウミンカン,下関市彦島西山町４－１－２８,,33.945511,130.883835,-,,,,,,,,,,,
350001,350001460026,山口県,0026,長府東公民館,チョウフアズマコウミンカン,下関市長府松小田本町４－１５,,34.018974,131.000168,-,,,,,,,,,,,
350001,350001460027,山口県,0027,吉母公民館,キチハハコウミンカン,下関市吉母４０１－２４,,34.09053,130.87616,-,,,,,,,,,,,
350001,350001460028,山口県,0028,川中公民館,カワナカコウミンカン,下関市伊倉町２－１－１,,34.003143,130.932465,-,,,,,,,,,,,
350001,350001460029,山口県,0029,川中公民館分館,カワナカコウミンカンブンカン,下関市綾羅木本町３－１－２０,,34.003521,130.924545,-,,,,,,,,,,,
350001,350001460030,山口県,0030,彦島公民館,ヒコシマコウミンカン,下関市彦島江の浦町１－３－１,,33.937149,130.913803,-,,,,,,,,,,,
350001,350001460031,山口県,0031,長府公民館,チョウフコウミンカン,下関市長府土居の内町１－６,,33.998981,130.991013,-,,,,,,,,,,,
350001,350001460032,山口県,0032,王司公民館,オウツカサコウミンカン,下関市王司神田１－９－１,,34.045322,131.015091,-,,,,,,,,,,,
350001,350001460033,山口県,0033,清末公民館,キヨスエコウミンカン,下関市清末陣屋５－２０,,34.063702,131.02153,-,,,,,,,,,,,
350001,350001460034,山口県,0034,小月公民館,ショウゲツコウミンカン,下関市小月本町１－７－７,,34.071419,131.034454,-,,,,,,,,,,,
350001,350001460035,山口県,0035,王喜公民館,オウキコウミンカン,下関市王喜本町２－１５－１０,,34.063663,131.053177,-,,,,,,,,,,,
350001,350001460036,山口県,0036,吉田公民館,ヨシダコウミンカン,下関市大字吉田地方２４９９,,34.091175,131.072311,-,,,,,,,,,,,
350001,350001460037,山口県,0037,内日公民館,ウチヒコウミンカン,下関市大字内日下１１４６－５,,34.1008,130.972137,-,,,,,,,,,,,
350001,350001460038,山口県,0038,勝山公民館,カツヤマコウミンカン,下関市秋根南町２－４－３３,,34.008385,130.953003,-,,,,,,,,,,,
350001,350001460039,山口県,0039,安岡公民館,ヤスオカコウミンカン,下関市安岡駅前２－７－１,,34.02327,130.915894,-,,,,,,,,,,,
350001,350001460040,山口県,0040,吉見公民館,ヨシミコウミンカン,下関市大字吉見下１５３３,,34.07095,130.905289,-,,,,,,,,,,,
350001,350001460041,山口県,0041,小串警察署,コグシケイサツショ,下関市豊浦町大字小串１９１－１,,34.171398,130.929581,"通信室
（１階事務室隣）",,,,,,,,,,,
350001,350001460042,山口県,0042,下関警察署,シモノセキケイサツショ,下関市細江町２－３－８,,33.951317,130.931381,"一般当直室
（1階）",,,,,,,,,,,
350001,350001460043,山口県,0043,長府警察署,チョウフケイサツショ,下関市長府才川１－４４－４５,,34.026234,131.007889,１階事務室,,,,,,,,,,,
350001,350001460044,山口県,0044,"下関市消防局
警防課","シモノセキシショウボウキョク
ケイボウカ",下関市南部町１－２,,33.957863,130.940689,４階事務所,,,,,,,,,,,
350001,350001460045,山口県,0045,下関市中央消防署,シモノセキシチュウオウショウボウショ,下関市南部町１－２,,33.957863,130.940689,２階事務所,,,,,,,,,,,
350001,350001460046,山口県,0046,下関市中央消防署伊崎出張所,シモノセキシチュウオウショウボウショイザキシュッチョウショ,下関市伊崎１－１－８,,33.95475,130.917892,２階事務所,,,,,,,,,,,
350001,350001460047,山口県,0047,下関市東消防署,シモノセキシヒガシショウボウショ,下関市長府八幡町１－１４,,34.009483,130.995377,１階受付,,,,,,,,,,,
350001,350001460048,山口県,0048,"下関市東消防署
小月出張所","シモノセキシヒガシショウボウショ
オヅキシュッチョウショ",下関市小月茶屋２－３－５,,34.067432,131.029282,１階受付,,,,,,,,,,,
350001,350001460049,山口県,0049,"下関市東消防署
勝山出張所","シモノセキシヒガシショウボウショ
カツヤマシュッチョウショ",下関市秋根西町１－５－１０,,34.008476,130.94754,２階事務所,,,,,,,,,,,
350001,350001460050,山口県,0050,下関市北消防署,シモノセキシキタショウボウショ,下関市綾羅木新町４－３－１２,,34.007828,130.924866,１階事務所,,,,,,,,,,,
350001,350001460051,山口県,0051,下関市西消防署,シモノセキシニシショウボウショ,下関市彦島本村町６－１－２,,33.940121,130.913635,１階通路,,,,,,,,,,,
350001,350001460052,山口県,0052,下関市豊浦西消防署,シモノセキシトヨウラセイショウボウショ,下関市豊浦町大字吉永１８７５,,34.141155,130.91832,１階事務所,,,,,,,,,,,
350001,350001460053,山口県,0053,"下関市豊浦西消防署
豊北出張所","シモノセキシトヨウラセイショウボウショ
ホウホクシュッチョウショ",下関市豊北町大字滝部３１４０－１,,34.295853,130.946243,１階事務所,,,,,,,,,,,
350001,350001460054,山口県,0054,下関市豊浦東消防署,シモノセキシトヨウラヒガシショウボウショ,下関市豊田町大字殿敷１８８６－３,,34.19371,131.091904,１階事務所,,,,,,,,,,,
350001,350001460055,山口県,0055,"下関市豊浦東消防署
菊川出張所","シモノセキシトヨウラヒガシショウボウショ
キクガワシュッチョウショ",下関市菊川大字上岡枝７７２,,34.111851,131.050385,１階仮眠室,,,,,,,,,,,
350001,350001460056,山口県,0056,大谷斎場,オオタニサイジョウ,下関市藤ヶ谷町４－１,,33.980488,130.960556,１階待合ロビー（売店内）,,,,,,,,,,,
350001,350001460057,山口県,0057,彦島第一保育園,ヒコシマダイ1ホイクエン,下関市彦島福浦町２－１７－１,,33.928089,130.910919,事務室内書棚,,,,,,,,,,,
350001,350001460058,山口県,0058,名池保育園,メイチホイクエン,下関市名池町１０－２,,33.958378,130.937561,１階職員室,,,,,,,,,,,
350001,350001460059,山口県,0059,彦島第二保育園,ヒコシマダイ2ホイクエン,下関市彦島西山町１－１０－７,,33.944157,130.886749,職員室内の入口近く,,,,,,,,,,,
350001,350001460060,山口県,0060,王喜保育園,オウキホイクエン,下関市王喜本町２－１５－１,,34.063992,131.053848,職員室,,,,,,,,,,,
350001,350001460061,山口県,0061,垢田保育園,アカダホイクエン,下関市新垢田東町１－２－７,,33.989048,130.915619,事務室内,,,,,,,,,,,
350001,350001460062,山口県,0062,大坪保育園,オオツボホイクエン,下関市羽山町１６－３,,33.969681,130.925095,事務室内,,,,,,,,,,,
350001,350001460063,山口県,0063,千草保育園,チグサホイクエン,下関市東神田町５－９,,33.960613,130.925858,職員室,,,,,,,,,,,
350001,350001460064,山口県,0064,幸町保育園,サイワイマチホイクエン,下関市幸町１８－６,,33.961525,130.94519,職員室内,,,,,,,,,,,
350001,350001460065,山口県,0065,長府第一保育園,チョウフダイ1ホイクエン,下関市長府宮の内町１－３８,,33.999332,130.986557,玄関フロア,,,,,,,,,,,
350001,350001460066,山口県,0066,長府第二保育園,チョウフダイ2ホイクエン,下関市長府中六波町１２－２６,,34.013256,130.991653,職員室カウンター上,,,,,,,,,,,
350001,350001460067,山口県,0067,長府第三保育園,チョウフダイ3ホイクエン,下関市長府松小田本町１－３８,,34.021103,131.001785,職員室,,,,,,,,,,,
350001,350001460068,山口県,0068,長府第四保育園,チョウフダイ4ホイクエン,下関市長府八幡町１－１,,34.010471,130.996063,事務室内,,,,,,,,,,,
350001,350001460069,山口県,0069,高尾保育園,タカオホイクエン,下関市丸山町３－１－１２,,33.959446,130.931564,職員室,,,,,,,,,,,
350001,350001460070,山口県,0070,吉見保育園,ヨシミホイクエン,下関市吉見本町１－１６－１,,34.068306,130.902969,玄関,,,,,,,,,,,
350001,350001460071,山口県,0071,幡生保育園,ハタブホイクエン,下関市幡生宮の下町２５－１３,,33.985039,130.931686,職員室,,,,,,,,,,,
350001,350001460072,山口県,0072,菊川保育園,キクガワホイクエン,下関市菊川町大字下岡枝字高田１５０４,,34.133572,131.036057,職員室,,,,,,,,,,,
350001,350001460073,山口県,0073,菊川保育園　田部分園,キクガワホイクエン　タベブンエン,下関市菊川町大字田部９０７－１,,34.118664,131.033447,事務室内,,,,,,,,,,,
350001,350001460074,山口県,0074,豊田西保育園,トヨタニシホイクエン,下関市豊田町大字浮石２５０９－１,,34.241203,131.049316,玄関の棚,,,,,,,,,,,
350001,350001460075,山口県,0075,豊田下保育園,トヨタシモホイクエン,下関市豊田町大字手洗２７３－１,,34.178894,131.066864,医務室入り口,,,,,,,,,,,
350001,350001460076,山口県,0076,双葉保育園,フタバホイクエン,下関市豊浦町大字宇賀２９８４－１,,34.199203,130.938858,職員室,,,,,,,,,,,
350001,350001460077,山口県,0077,川棚保育園,カワタナホイクエン,下関市豊浦町大字川棚３６１５,,34.150261,130.931747,玄関,,,,,,,,,,,
350001,350001460078,山口県,0078,黒井保育園,クロイホイクエン,下関市豊浦町大字黒井２１５９－１,,34.126907,130.915894,職員室,,,,,,,,,,,
350001,350001460079,山口県,0079,第一幼稚園,ダイイチヨウチエン,下関市貴船町３－１１－１２,,33.96838,130.939896,職員室,,,,,,,,,,,
350001,350001460080,山口県,0080,第三幼稚園,ダイ3ヨウチエン,下関市長崎本町６－３５,,33.957016,130.925537,職員室受付窓口,,,,,,,,,,,
350001,350001460081,山口県,0081,第四幼稚園,ダイ4ヨウチエン,下関市幸町１３－５,,33.962677,130.94455,職員室内,,,,,,,,,,,
350001,350001460082,山口県,0082,第五幼稚園,ダイ5ヨウチエン,下関市山の田北町４－８,,33.993492,130.932358,職員室内,,,,,,,,,,,
350001,350001460083,山口県,0083,豊浦幼稚園,トヨウラヨウチエン,下関市長府亀の甲２－２－８２,,34.003952,130.987396,職員室,,,,,,,,,,,
350001,350001460084,山口県,0084,小月幼稚園,オヅキヨウチエン,下関市小月宮の町１５－２０,,34.071461,131.041107,玄関,,,,,,,,,,,
350001,350001460085,山口県,0085,内日幼稚園,ウチヒヨウチエン,下関市大字内日下１０３１,,34.101173,130.969711,職員室,,,,,,,,,,,
350001,350001460086,山口県,0086,江浦幼稚園,エウラヨウチエン,下関市彦島江の浦町３－４－５,,33.929802,130.916504,職員室,,,,,,,,,,,
350001,350001460087,山口県,0087,清末幼稚園,キヨスエヨウチエン,下関市清末西町１－６－１,,34.064022,131.0186,職員室内,,,,,,,,,,,
350001,350001460088,山口県,0088,生野幼稚園,イクノヨウチエン,下関市幡生本町８－１１,,33.977154,130.929276,職員室内,,,,,,,,,,,
350001,350001460089,山口県,0089,向山幼稚園,ムカイヤマヨウチエン,下関市向山町１４－１,,33.967613,130.926071,玄関スリッパ置用棚の上,,,,,,,,,,,
350001,350001460090,山口県,0090,川中西幼稚園,カワナカニシヨウチエン,下関市古屋町２－８－１,,34.000896,130.919907,職員室内,,,,,,,,,,,
350001,350001460091,山口県,0091,川中幼稚園,カワナカヨウチエン,下関市伊倉本町２１－１,,34.003662,130.934372,玄関,,,,,,,,,,,
350001,350001460092,山口県,0092,垢田幼稚園,アカタヨウチエン,下関市新垢田南町３－１－２５,,33.986179,130.914993,職員室,,,,,,,,,,,
350001,350001460093,山口県,0093,西山幼稚園,ニシヤマヨウチエン,下関市彦島迫町５－１３－１３,,33.942806,130.895615,職員室保健戸棚内,,,,,,,,,,,
350001,350001460094,山口県,0094,豊東幼稚園,ユタヒガシヨウチエン,下関市菊川町大字上大野２０－１,,34.11467,131.050766,ふれあい室内,,,,,,,,,,,
350001,350001460095,山口県,0095,岡枝幼稚園,オカエダヨウチエン,下関市菊川町大字吉賀２５１７,,34.129852,131.014999,職員室入り口のスチール棚の上,,,,,,,,,,,
350001,350001460096,山口県,0096,楢崎幼稚園,ナラサキヨウチエン,下関市菊川町大字楢崎２１１,,34.138508,130.993698,事務室内,,,,,,,,,,,
350001,350001460097,山口県,0097,西市こども園,ニシイチコドモエン,下関市豊田町大字矢田１８４,,34.202244,131.070801,事務室,,,,,,,,,,,
350001,350001460098,山口県,0098,小串幼稚園,コグシヨウチエン,下関市豊浦町大字小串６３０,,34.176769,130.937637,職員室,,,,,,,,,,,
350001,350001460099,山口県,0099,黒井幼稚園,クロイヨウチエン,下関市豊浦町大字黒井２１７５－２,,34.127548,130.913986,職員室,,,,,,,,,,,
350001,350001460100,山口県,0100,室津幼稚園,ムロツヨウチエン,下関市豊浦町大字室津下６６９－７,,34.132431,130.881897,職員室,,,,,,,,,,,
350001,350001460101,山口県,0101,川棚幼稚園,カワタナヨウチエン,下関市豊浦町大字川棚３６３１,,34.150848,130.932617,保健室,,,,,,,,,,,
350001,350001460102,山口県,0102,豊北こども園,ホウホクコドモエン,下関市豊北町大字滝部２９９２－１,,34.295853,130.946243,事務室,,,,,,,,,,,
350001,350001460103,山口県,0103,梅光学院幼稚園,バイコウガクインヨウチエン,下関市大学町３－１０－３０,,33.991291,130.935486,事務室,,,,,,,,,,,
350001,350001460104,山口県,0104,もみじ幼稚園,モミジヨウチエン,下関市長府侍町１－１０－１,,33.99387,130.987854,"職員室
(園舎１F）",,,,,,,,,,,
350001,350001460105,山口県,0105,養治小学校,ヨウジショウガッコウ,下関市本町２－６－１,,33.965614,130.948608,事務室内,,,,,,,,,,,
350001,350001460106,山口県,0106,文関小学校,ブンセキショウガッコウ,下関市上田中町１－１４－１,,33.966434,130.937958,事務室前,,,,,,,,,,,
350001,350001460107,山口県,0107,名池小学校,メイイケショウガッコウ,下関市名池町１０－１,,33.958378,130.937561,事務室内,,,,,,,,,,,
350001,350001460108,山口県,0108,王江小学校,キミエショウガッコウ,下関市入江町９－１,,33.954414,130.935837,職員室前廊下,,,,,,,,,,,
350001,350001460109,山口県,0109,関西小学校,カンサイショウガッコウ,下関市関西町１２－１,,33.957851,130.927338,事務室内,,,,,,,,,,,
350001,350001460110,山口県,0110,桜山小学校,サクラヤマショウガッコウ,下関市上新地町２－５－１０,,33.960342,130.920197,中央玄関入口,,,,,,,,,,,
350001,350001460111,山口県,0111,神田小学校,カンダショウガッコウ,下関市西神田町５－１,,33.960182,130.923325,事務室,,,,,,,,,,,
350001,350001460112,山口県,0112,向山小学校,ムコウヤマショウガッコウ,下関市向山町１４－１,,33.967613,130.926071,事務室前廊下の壁面,,,,,,,,,,,
350001,350001460113,山口県,0113,生野小学校,イクノショウガッコウ,下関市幡生本町７－１４,,33.978485,130.928345,事務室前,,,,,,,,,,,
350001,350001460114,山口県,0114,山の田小学校,ヤマノタショウガッコウ,下関市山の田中央町１３－１,,33.987843,130.925781,保健室隣相談室前廊下,,,,,,,,,,,
350001,350001460115,山口県,0115,本村小学校,ホンムラショウガッコウ,下関市彦島本村町３－１６－１,,33.945004,130.910278,事務室内,,,,,,,,,,,
350001,350001460116,山口県,0116,西山小学校,ニシヤマショウガッコウ,下関市彦島迫町５－１３－２１,,33.942814,130.8965,校長室,,,,,,,,,,,
350001,350001460117,山口県,0117,江浦小学校,エウラショウガッコウ,下関市彦島江の浦町３－４－１,,33.929966,130.91687,校長室,,,,,,,,,,,
350001,350001460118,山口県,0118,角倉小学校,カドクラショウガッコウ,下関市彦島角倉町３－５－５,,33.924816,130.914978,事務室受付窓口横,,,,,,,,,,,
350001,350001460119,山口県,0119,向井小学校,ムカイショウガッコウ,下関市彦島向井町２－２０－１,,33.917534,130.918365,事務室前,,,,,,,,,,,
350001,350001460120,山口県,0120,小月小学校,オヅキショウガッコウ,下関市小月西の台６－１,,34.070938,131.03862,事務室内の受付窓口,,,,,,,,,,,
350001,350001460121,山口県,0121,清末小学校,キヨスエショウガッコウ,下関市清末西町１－６－１,,34.064022,131.0186,保健室,,,,,,,,,,,
350001,350001460122,山口県,0122,王司小学校,オオジショウガッコウ,下関市王司神田６－９－１,,34.050289,131.013718,来客用玄関（児童机上）,,,,,,,,,,,
350001,350001460123,山口県,0123,豊浦小学校,トヨウラショウガッコウ,下関市長府亀の甲２－２－１,,34.003685,130.989517,正面玄関内,,,,,,,,,,,
350001,350001460124,山口県,0124,長府小学校,チョウフショウガッコウ,下関市長府松小田北町１４－１,,34.020927,130.996918,事務室内,,,,,,,,,,,
350001,350001460125,山口県,0125,勝山小学校,カツヤマショウガッコウ,下関市秋根上町２－２－１,,34.009762,130.961075,玄関,,,,,,,,,,,
350001,350001460126,山口県,0126,一の宮小学校,イチノミヤショウガッコウ,下関市一の宮住吉１－８－１,,34.002758,130.958817,職員室前廊下,,,,,,,,,,,
350001,350001460127,山口県,0127,川中小学校,カワナカショウガッコウ,下関市伊倉本町１９－１,,34.00386,130.934891,玄関,,,,,,,,,,,
350001,350001460128,山口県,0128,熊野小学校,クマノショウガッコウ,下関市熊野西町１０－１,,33.994862,130.941574,玄関内の壁面,,,,,,,,,,,
350001,350001460129,山口県,0129,川中西小学校,カワナカニシショウガッコウ,下関市古屋町２－９－１,,34.000618,130.919724,本館玄関,,,,,,,,,,,
350001,350001460130,山口県,0130,垢田小学校,アカタショウガッコウ,下関市新垢田西町１－１－１,,33.990417,130.912979,保健室横ワークスペース北側,,,,,,,,,,,
350001,350001460131,山口県,0131,安岡小学校,ヤスオカショウガッコウ,下関市安岡町３－５－５,,34.027653,130.919724,正面玄関付近,,,,,,,,,,,
350001,350001460132,山口県,0132,吉見小学校,ヨシミショウガッコウ,下関市吉見里町１－８－１,,34.073029,130.900208,事務室内運動場側,,,,,,,,,,,
350001,350001460133,山口県,0133,吉母小学校,ヨシハハショウガッコウ,下関市大字吉母２８７,,34.089474,130.87883,昇降口,,,,,,,,,,,
350001,350001460134,山口県,0134,蓋井小学校,フタイショウガッコウ,下関市大字蓋井島１２６－２,,34.102509,130.788361,体育館入口,,,,,,,,,,,
350001,350001460135,山口県,0135,吉田小学校,ヨシダショウガッコウ,下関市大字吉田１０４４－２,,34.088749,131.072189,事務室前廊下壁,,,,,,,,,,,
350001,350001460136,山口県,0136,王喜小学校,オウヨロコショウガッコウ,下関市王喜本町２－１２－３０,,34.06282,131.054153,玄関,,,,,,,,,,,
350001,350001460137,山口県,0137,内日小学校,ウチヒショウガッコウ,下関市大字内日下１０３１,,34.101173,130.969711,保健室前,,,,,,,,,,,
350001,350001460138,山口県,0138,豊東小学校,トヨヒガシショウガッコウ,下関市菊川町大字上大野２０－１,,34.11467,131.050766,正面玄関受付,,,,,,,,,,,
350001,350001460139,山口県,0139,岡枝小学校,オカエダショウガッコウ,下関市菊川町大字吉賀２４９４,,34.136524,131.017319,玄関カウンター,,,,,,,,,,,
350001,350001460140,山口県,0140,楢崎小学校,ナラサキショウガッコウ,下関市菊川町大字楢崎２１５,,34.138508,130.993698,事務室内,,,,,,,,,,,
350001,350001460141,山口県,0141,殿居小学校,トノイショウガッコウ,下関市豊田町大字殿居１０４０－１,,34.266251,131.029831,玄関,,,,,,,,,,,
350001,350001460142,山口県,0142,豊田中小学校,トヨタナカショウガッコウ,下関市豊田町大字浮石６８５－２,,34.241203,131.049316,玄関,,,,,,,,,,,
350001,350001460143,山口県,0143,西市小学校,ニシイチショウガッコウ,下関市豊田町大字矢田１３２,,34.202244,131.070801,職員室内,,,,,,,,,,,
350001,350001460144,山口県,0144,豊田下小学校,トヨタシタショウガッコウ,下関市豊田町大字手洗３０３,,34.178894,131.066864,職員室,,,,,,,,,,,
350001,350001460145,山口県,0145,室津小学校,ムロツショウガッコウ,下関市豊浦町大字室津下１５２－１,,34.125744,130.885941,体育館近くのおどり場,,,,,,,,,,,
350001,350001460146,山口県,0146,誠意小学校,セイイショウガッコウ,下関市豊浦町大字黒井２２００,,34.127548,130.913986,保健室内,,,,,,,,,,,
350001,350001460147,山口県,0147,川棚小学校,カワタナショウガッコウ,下関市豊浦町大字川棚３６５０－１,,34.154263,130.933044,体育館内,,,,,,,,,,,
350001,350001460148,山口県,0148,小串小学校,コグシショウガッコウ,下関市豊浦町大字小串６１７,,34.172852,130.936325,職員室入口,,,,,,,,,,,
350001,350001460149,山口県,0149,宇賀小学校,ウガショウガッコウ,下関市豊浦町大字宇賀４９６１,,34.217777,130.938232,正面玄関内,,,,,,,,,,,
350001,350001460150,山口県,0150,二見小学校,フタミショウガッコウ,下関市豊北町大字北宇賀３０８７－３,,34.243118,130.951935,職員室内,,,,,,,,,,,
350001,350001460151,山口県,0151,神玉小学校,カミタマショウガッコウ,下関市豊北町神田上２７０４－１,,34.329491,130.929703,職員室内,,,,,,,,,,,
350001,350001460152,山口県,0152,角島小学校,ツノシマショウガッコウ,下関市豊北町大字角島１７６８,,34.354969,130.859711,職員昇降口,,,,,,,,,,,
350001,350001460153,山口県,0153,神田小学校,カンダショウガッコウ,下関市豊北町大字神田２５１９－１,,34.328148,130.901138,玄関内の下駄箱の上,,,,,,,,,,,
350001,350001460154,山口県,0154,阿川小学校,アガワショウガッコウ,下関市豊北町大字阿川３７７５－１,,34.329491,130.929703,職員室内,,,,,,,,,,,
350001,350001460155,山口県,0155,粟野小学校,アワノショウガッコウ,下関市豊北町大字粟野３３４９,,34.330067,130.986771,職員室,,,,,,,,,,,
350001,350001460156,山口県,0156,滝部小学校,タキベショウガッコウ,下関市豊北町大字滝部１２００,,34.295853,130.946243,職員室,,,,,,,,,,,
350001,350001460157,山口県,0157,田耕小学校,タタガヤショウガッコウ,下関市豊北町大字田耕４３５１,,34.269527,130.988174,職員室の運動場への出口,,,,,,,,,,,
350001,350001460158,山口県,0158,長成中学校,ナガナリチュウガッコウ,下関市長府日の出町４－１,,34.015442,130.99411,職員室出入口横,,,,,,,,,,,
350001,350001460159,山口県,0159,垢田中学校,アカタチュウガッコウ,下関市大字垢田１１２７－６,,33.997238,130.914688,職員室内,,,,,,,,,,,
350001,350001460160,山口県,0160,夢が丘中学校,ユメガオカチュウガッコウ,下関市豊浦町大字小串１４５,,34.171703,130.933853,執務センター室内,,,,,,,,,,,
350001,350001460161,山口県,0161,木屋川中学校,キヤカワチュウガッコウ,下関市木屋川南町２－６６０,,34.072998,131.056259,事務室内,,,,,,,,,,,
350001,350001460162,山口県,0162,勝山中学校,カツヤマチュウガッコウ,下関市秋根上町２－５－１,,34.010853,130.959122,玄関,,,,,,,,,,,
350001,350001460163,山口県,0163,豊田西中学校,トヨタニシチュウガッコウ,下関市豊田町大字浮石２５９３,,34.241203,131.049316,職員室前廊下,,,,,,,,,,,
350001,350001460164,山口県,0164,豊洋中学校,ユタカヨウチュウガッコウ,下関市豊浦町大字黒井７２４－１,,34.125309,130.904236,職員昇降口,,,,,,,,,,,
350001,350001460165,山口県,0165,長府中学校,チョウフチュウガッコウ,下関市長府逢坂町３－１,,33.99884,130.984741,職員室内,,,,,,,,,,,
350001,350001460166,山口県,0166,日新中学校,ニッシンチュウガッコウ,下関市上田中町１－１５－１,,33.967644,130.93782,職員室内,,,,,,,,,,,
350001,350001460167,山口県,0167,名陵中学校,メイミササギチュウガッコウ,下関市丸山町１－１３－３,,33.958767,130.936996,事務室内,,,,,,,,,,,
350001,350001460168,山口県,0168,川中中学校,カワナカチュウガッコウ,下関市川中本町２－２－１,,34.00156,130.929581,保健室前の棚の中,,,,,,,,,,,
350001,350001460169,山口県,0169,菊川中学校,キクガワチュウガッコウ,下関市菊川町大字下岡枝１－２,,34.133572,131.036057,職員室,,,,,,,,,,,
350001,350001460170,山口県,0170,文洋中学校,ブンヨウチュウガッコウ,下関市上新地町５－６－１,,33.957863,130.913391,職員室,,,,,,,,,,,
350001,350001460171,山口県,0171,山の田中学校,ヤマノタチュウガッコウ,下関市山の田本町８－１,,33.989609,130.927383,玄関入口,,,,,,,,,,,
350001,350001460172,山口県,0172,吉見中学校,ヨシミチュウガッコウ,下関市永田本町１－３－１０,,34.073524,130.895935,職員室内,,,,,,,,,,,
350001,350001460173,山口県,0173,内日中学校,ウチヒチュウガッコウ,下関市大字内日下１１９６－２,,34.103191,130.96875,職員室内,,,,,,,,,,,
350001,350001460174,山口県,0174,玄洋中学校,ゲンヨウチュウガッコウ,下関市彦島本村町２－８－１,,33.942604,130.906952,事務室,,,,,,,,,,,
