都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,住所,方書,緯度,経度,設置位置,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,小児対応設備の有無,URL,備考
352012,200,山口県,下関市,火の山ロープウェイ下駅,ヒノヤマロープウェイシタエキ,下関市みもすそ川町７－１４,,,,,,,,,,,,,,,
352012,201,山口県,下関市,西部公民館,セイブコウミンカン,下関市伊崎町1-4-30,,,,,,,,,,,,,,,
352012,202,山口県,下関市,北部公民館,ホクブコウミンカン,下関市山の田東町4-13,,,,,,,,,,,,,,,
352012,203,山口県,下関市,彦島公民館,ヒコシマコウミンカン,下関市彦島江の浦町1-3-1,,,,,,,,,,,,,,,
352012,204,山口県,下関市,玄洋公民館,ゲンヨウコウミンカン,下関市彦島西山町4-1-28,,,,,,,,,,,,,,,
352012,205,山口県,下関市,長府東公民館,チョウフヒガシコウミンカン,下関市長府松小田本町4-15,,,,,,,,,,,,,,,
352012,206,山口県,下関市,長府公民館,チョウフコウミンカン,下関市長府土居の内町1-6,,,,,,,,,,,,,,,
352012,207,山口県,下関市,川中公民館分館,カワナカコウミンカンブンカン,下関市綾羅木本町3-1-20,,,,,,,,,,,,,,,
352012,208,山口県,下関市,川中公民館,カワナカコウミンカン,下関市伊倉町2-1-1,,,,,,,,,,,,,,,
352012,209,山口県,下関市,安岡公民館,ヤスオカコウミンカン,下関市安岡駅前2-7-1,,,,,,,,,,,,,,,
352012,210,山口県,下関市,王司公民館,オウジコウミンカン,下関市王司神田1-9-1,,,,,,,,,,,,,,,
352012,211,山口県,下関市,清末公民館,キヨスエコウミンカン,下関市清末陣屋5-20,,,,,,,,,,,,,,,
352012,212,山口県,下関市,小月公民館,オヅキコウミンカン,下関市小月本町1-7-7,,,,,,,,,,,,,,,
352012,213,山口県,下関市,勝山公民館,カツヤマコウミンカン,下関市秋根南町2-4-33,,,,,,,,,,,,,,,
352012,214,山口県,下関市,内日公民館,ウツイコウミンカン,下関市大字内日下1146-5,,,,,,,,,,,,,,,
352012,215,山口県,下関市,吉見公民館,ヨシミコウミンカン,下関市大字吉見下1533,,,,,,,,,,,,,,,
352012,216,山口県,下関市,吉母公民館,ヨシモコウミンカン,下関市大字吉母砂留401-24,,,,,,,,,,,,,,,
352012,217,山口県,下関市,王喜公民館,オウキコウミンカン,下関市王喜本町2-15-10,,,,,,,,,,,,,,,
352012,218,山口県,下関市,吉田公民館,ヨシダコウミンカン,下関市大字吉田地方2499,,,,,,,,,,,,,,,
352012,219,山口県,下関市,青年の家,セイネンノイエ,下関市椋野町1-17-1,,,,,,,,,,,,,,,
352012,220,山口県,下関市,しおかぜの里(下関市角島地域資源活用総合交流促進施設）,シオカゼノサト（シモノセキシツノシマチイキシゲンカツヨウソウゴウコウリュウソクシンシセツ）,下関市豊北町角島853番地4,,,,,,,,,,,,,,,
352012,221,山口県,下関市,神田支所,カンダシショ,下関市豊北町大字神田1367番地2,,,,,,,,,,,,,,,
352012,222,山口県,下関市,ふくふくこども館,フクフクコドモカン,下関市竹崎町4-3-3(新駅ビル),,,,,,,,,,,,,,,
352012,223,山口県,下関市,長府毛利邸,チョウフモウリテイ,下関市長府惣社町4-10,,,,,,,,,,,,,,,
352012,224,山口県,下関市,下関市勤労青少年ホーム,シモノセキシキンロウセイショウネンホーム,下関市彦島老の山公園1-1,,,,,,,,,,,,,,,
352012,225,山口県,下関市,市役所西棟１階,シヤクショニシトウ1カイ,下関市南部町１番１号,,,,,,,,,,,,,,,
352012,226,山口県,下関市,市役所西棟７階（議会棟）,シヤクショニシトウ7カイ（ギカイトウ）,下関市南部町１番１号,,,,,,,,,,,,,,,
352012,227,山口県,下関市,市役所東棟１階,シヤクショヒガシトウ1カイ,下関市南部町１番１号,,,,,,,,,,,,,,,
352012,228,山口県,下関市,クリーンセンター響,クリーンセンターヒビキ,下関市豊浦町大字宇賀3528-12,,,,,,,,,,,,,,,
352012,229,山口県,下関市,下関市豊浦コミュニティ情報プラザ,シモノセキシトヨウラコミュニティジョウホウプラザ,下関市豊浦町大字川棚字田嶋前7112番地4,,,,,,,,,,,,,,,
352012,230,山口県,下関市,長府庭園,チョウフテイエン,下関市長府黒門東町８－１１,,,,,,,,,,,,,,,
352012,231,山口県,下関市,下関市リサイクルプラザ,シモノセキシリサイクルプラザ,下関市古屋町一丁目１８番１号,,,,,,,,,,,,,,,
352012,232,山口県,下関市,重要文化財旧下関英国領事館,ジュウヨウブンカザイキュウシモノセキエイコクリョウジカン,下関市唐戸町４番１１号,,,,,,,,,,,,,,,
352012,233,山口県,下関市,下関市商工業振興センター,シモノセキシショウコウギョウシンコウセンター,下関市南部町２１番１９号,,,,,,,,,,,,,,,
352012,234,山口県,下関市,下関市地方卸売市場特牛市場,シモノセキシチホウオロシウリシジョウコットイシジョウ,下関市豊北町大字神田1210-5,,,,,,,,,,,,,,,
352012,235,山口県,下関市,宇賀ふれあいセンター,ウガフレアイセンター,下関市豊浦町大字宇賀4940,,,,,,,,,,,,,,,
352012,236,山口県,下関市,市役所東棟４階,シヤクショヒガシトウ4カイ,下関市南部町１番１号,,,,,,,,,,,,,,,
352012,237,山口県,下関市,下関市火の山ユースホステル,シモノセキシヒノヤマユースホステル,下関市みもすそ川町7-1,,,,,,,,,,,,,,,
352012,238,山口県,下関市,下関市地方卸売市場唐戸市場,シモノセキシチホウオロシウリシジョウカラトシジョウ,下関市唐戸町５番49号,,,,,,,,,,,,,,,
352012,239,山口県,下関市,下関市菊川温泉プール,シモノセキシキクガワオンセンプール,下関市菊川町大字下岡枝,,,,,,,,,,,,,,,
352012,240,山口県,下関市,下関市地方卸売市場新下関市場,シモノセキシチホウオロシウリシジョウシンシモノセキシジョウ,下関市一の宮住吉三丁目2番1号,,,,,,,,,,,,,,,
352012,241,山口県,下関市,下関市勤労福祉会館（体育館）,シモノセキシキンロウフクシカイカン（タイイクカン）,下関市幸町8番15号,,,,,,,,,,,,,,,
352012,242,山口県,下関市,下関市立歴史博物館,シモノセキシリツレキシハクブツカン,下関市長府川端二丁目2-27,,,,,,,,,,,,,,,
352012,243,山口県,下関市,環境部　奥山工場,カンキョウブオクヤマコウジョウ,下関市大字井田桑木378,,,,,,,,,,,,,,,
352012,244,山口県,下関市,環境部　彦島工場,カンキョウブヒコシマコウジョウ,下関市彦島福浦町一丁目28番31号,,,,,,,,,,,,,,,
352012,245,山口県,下関市,下関市立川棚公民館,シモノセキシリツカワタナコウミンカン,下関市豊浦町大字川棚6167-2,,,,,,,,,,,,,,,
352012,246,山口県,下関市,下関市小月武道館,シモノセキシオヅキブドウカン,下関市小月駅前一丁目7番1号,,,,,,,,,,,,,,,
352012,247,山口県,下関市,豊北保健センター,ホウホクホケンセンター,下関市豊北町大字滝部3140-1,,,,,,,,,,,,,,,
352012,248,山口県,下関市,下関市川中武道館,シモノセキシカワナカブドウカン,下関市綾羅木本町七丁目10番8号,,,,,,,,,,,,,,,
