daiya_sid,bin_no,course_sid
5bea6788-a64f-4556-98cc-d9766281fdca,6,190883ba-aed3-420d-8f74-01599493982f
12297b88-5899-4c40-80d2-d479f0f8d512,7,190883ba-aed3-420d-8f74-01599493982f
e6c4565a-73c1-431c-844c-b80a07de6468,8,190883ba-aed3-420d-8f74-01599493982f
9c572c45-4d8e-421b-9878-f56095d54025,9,190883ba-aed3-420d-8f74-01599493982f
ec2545fe-62d9-4eae-90a3-ff87d749d137,4,190883ba-aed3-420d-8f74-01599493982f
5fdf00be-a474-4d12-a7ff-21bff9fb5f08,5,190883ba-aed3-420d-8f74-01599493982f
46712d18-e09d-46d1-834f-4a50f7570255,3,190883ba-aed3-420d-8f74-01599493982f
1fa6b717-65e9-4991-915a-54311ee886d2,2,190883ba-aed3-420d-8f74-01599493982f
d8cdda4c-39ae-46b8-a31a-a302070ea88d,1,190883ba-aed3-420d-8f74-01599493982f
3b99ead2-a1f6-4205-864f-fcbc054accdb,11,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
91ddeacc-b136-4c28-9891-f206c4f37d50,1,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
86da5ff7-580b-4949-8eae-ea8958ea2df8,4,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
d6ff1931-c216-4a59-841a-e3dde9477c32,3,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
59c74064-e511-434f-9445-e48da8acf0a2,10,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
41cea20a-6835-4017-bd21-e0de7d4328ba,4,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
75ce5dcb-8b95-42d6-b37b-de6876bfc890,4,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
6522b675-37ac-452e-8d90-b10ec5bdf526,5,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
84080bb6-8105-4d6a-82b9-bcc30d0f731d,5,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
6897ca55-127a-415f-b0d2-bebcb91de8bb,6,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
93f8ec88-d21d-445f-93cd-c4ae7bc2cbec,9,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
f40f1b6b-6f89-4f48-9ee3-d29a63f0cfb7,15,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
b2151165-e458-4bdc-a50b-dc8721cdc435,9,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
fd67f724-7e05-4541-912c-ab494c0a8af9,6,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
8b8bb631-d631-4aa4-b194-940451a0a9b6,1,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
caa2dddb-ef2c-4dd8-9abc-983e0488b4cc,12,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
be9540fb-25c2-40ae-8399-6c45765621ba,7,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
965c8a74-083c-4d48-a9ec-87b2be71ca38,7,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
8929874f-13ab-4ef9-bbf7-888dbe3bb341,2,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
df5ad1d4-0c46-44db-b661-8a1ab3182620,5,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
7c94f193-4a22-4309-8e01-7f11f3705cc3,9,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
3846f6c6-4c7c-466b-9240-7f4cdb14359c,1,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
09d90cfd-e31f-476f-90b0-53ef493cd204,10,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
e94322d7-4586-4a5b-8afc-4c73a9b03739,8,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
6339e7a5-6c3f-45dd-a5f0-4cc51d94d71c,2,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
223735de-d649-4d7b-a4d7-4f237e43e9e1,3,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
0151ed31-4c82-46b7-ad12-3d280bb542d4,2,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
ed8c6e56-0c69-459b-a5bb-3dfa857604bb,8,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
2806ce97-4465-492d-ab2a-4259cd1e11fb,14,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
f8fc0d03-c214-42ec-b1a2-40ca8ed82b53,7,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
11b5f766-b7f4-4546-9977-2091d076cc01,13,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
61e9693a-8433-4560-8ab0-1de94a1f012e,3,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
d75cff6f-5c37-468b-aa8b-2b8407930175,10,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
c4b4bee1-ad65-424b-b1b5-2ec4c8c33545,8,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
295a4e2d-ae4c-4260-b6a9-12d66e9e8f82,6,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
86a17497-d158-43b4-86be-cb001ded802f,2,42059c1b-68a9-464e-b405-02f0e2d869d3
87d5fe2a-8f0b-49dc-8c73-bdcfc7a0a3ea,2,42059c1b-68a9-464e-b405-02f0e2d869d3
32b7b32e-bd6b-42db-afee-ade9d2a39fe5,5,42059c1b-68a9-464e-b405-02f0e2d869d3
d9bdff2b-7874-4040-9d1f-ae18047bce52,8,42059c1b-68a9-464e-b405-02f0e2d869d3
53ae9e8e-ec21-4d75-8ddd-deca9433e66d,7,42059c1b-68a9-464e-b405-02f0e2d869d3
280707c5-21a3-4fa6-b2dc-e2e964d9a650,6,42059c1b-68a9-464e-b405-02f0e2d869d3
a7665036-3cae-46aa-b8dd-e2efb41fc51f,9,42059c1b-68a9-464e-b405-02f0e2d869d3
3979cefe-996b-49b1-8f34-e5678c9a31fb,13,42059c1b-68a9-464e-b405-02f0e2d869d3
c326b06e-54f3-420f-bce7-e7e6a9d30666,14,42059c1b-68a9-464e-b405-02f0e2d869d3
52754cec-66f7-4cc2-9043-f1c3f827ef8b,9,42059c1b-68a9-464e-b405-02f0e2d869d3
28a839ee-2914-4c25-bedd-ffc4e44b3d63,15,42059c1b-68a9-464e-b405-02f0e2d869d3
88eee2d8-a9f7-4a29-a7cd-152cbef4b742,2,42059c1b-68a9-464e-b405-02f0e2d869d3
8c75c5bc-106e-4421-9cb0-15526fe804dc,12,42059c1b-68a9-464e-b405-02f0e2d869d3
34cee203-fe62-4917-be8d-05449af74977,12,42059c1b-68a9-464e-b405-02f0e2d869d3
9f4fda3a-7100-4942-946f-05c9caea7de8,15,42059c1b-68a9-464e-b405-02f0e2d869d3
6a454c93-987d-46d6-a39d-02c9cf3dbe17,3,42059c1b-68a9-464e-b405-02f0e2d869d3
9999f185-d693-4811-be21-08277c2cfbb5,4,42059c1b-68a9-464e-b405-02f0e2d869d3
5a04b2cd-375a-4727-a719-308abd6e08ab,1,42059c1b-68a9-464e-b405-02f0e2d869d3
fc32af11-bc39-4c9f-b292-29dd8043ac91,8,42059c1b-68a9-464e-b405-02f0e2d869d3
93ac5f83-82b4-4e46-98e6-2740de85c371,3,42059c1b-68a9-464e-b405-02f0e2d869d3
f6c1ddd4-c10c-4c1e-a139-21a8277ebd7f,17,42059c1b-68a9-464e-b405-02f0e2d869d3
6677b962-71d3-4eb9-b330-40c855fefc41,9,42059c1b-68a9-464e-b405-02f0e2d869d3
7a7d0bb1-5d5c-43b0-86fa-4242ad078152,13,42059c1b-68a9-464e-b405-02f0e2d869d3
858cfa79-beb5-47ae-b129-3df7512c1352,5,42059c1b-68a9-464e-b405-02f0e2d869d3
e6475460-93e5-433f-b9fc-3525a76d5a3e,6,42059c1b-68a9-464e-b405-02f0e2d869d3
02cb3d8f-e3f7-4a6b-a154-368e6c429389,13,42059c1b-68a9-464e-b405-02f0e2d869d3
59036fa1-ac07-4809-b427-4e304201fdce,16,42059c1b-68a9-464e-b405-02f0e2d869d3
29614611-7431-41f5-87c3-4e42efcc08f7,3,42059c1b-68a9-464e-b405-02f0e2d869d3
767c7c32-6861-4e35-b321-4b4c95f6659b,10,42059c1b-68a9-464e-b405-02f0e2d869d3
e10763d2-36ad-45d6-8514-58c570216937,11,42059c1b-68a9-464e-b405-02f0e2d869d3
93e54c9e-ed33-44f1-8e25-59d453ae8279,11,42059c1b-68a9-464e-b405-02f0e2d869d3
99fc2c09-ebe5-4490-8f06-5e0288681632,6,42059c1b-68a9-464e-b405-02f0e2d869d3
419d6963-b416-47ab-a4c3-81a6b90ca139,14,42059c1b-68a9-464e-b405-02f0e2d869d3
cbc9d48c-f099-4af3-b8e5-85708642a6ea,10,42059c1b-68a9-464e-b405-02f0e2d869d3
52ad7188-aec4-4a67-8e0e-859cf3e97aa6,10,42059c1b-68a9-464e-b405-02f0e2d869d3
91eb0541-e771-4203-b727-86899ce33ddd,4,42059c1b-68a9-464e-b405-02f0e2d869d3
ba4276d8-1349-4aab-b082-87edcb135cc5,12,42059c1b-68a9-464e-b405-02f0e2d869d3
f99cafeb-75c8-45db-a465-902f01e77e86,1,42059c1b-68a9-464e-b405-02f0e2d869d3
45218227-8f06-44f3-83b2-6a82422e66ba,5,42059c1b-68a9-464e-b405-02f0e2d869d3
47ef6537-1fbb-4d59-8a4d-640f72f5ad7c,14,42059c1b-68a9-464e-b405-02f0e2d869d3
fe9a33f1-73c7-4077-b0f1-799c135bbcbc,7,42059c1b-68a9-464e-b405-02f0e2d869d3
893f64d5-b974-4b26-8a12-710458013781,1,42059c1b-68a9-464e-b405-02f0e2d869d3
c0ffd83e-4068-4718-8bb2-73281c7bc58e,8,42059c1b-68a9-464e-b405-02f0e2d869d3
6e220476-fbda-49e8-88e7-74f045210ede,11,42059c1b-68a9-464e-b405-02f0e2d869d3
7dc97307-54c3-4026-a127-978bdf99963f,4,42059c1b-68a9-464e-b405-02f0e2d869d3
2a4923a4-a39e-42da-89ca-994ddb45a127,7,42059c1b-68a9-464e-b405-02f0e2d869d3
c0b09b3d-e0e3-4eec-9f89-a327d8553adb,15,42059c1b-68a9-464e-b405-02f0e2d869d3
ac261c19-861d-44c8-b3a8-fb7b19cfa959,2,b04d4d67-803a-490f-af1c-02f923e34b7f
e69eed86-5928-4fa2-b0dd-eeec9a68d69d,6,b04d4d67-803a-490f-af1c-02f923e34b7f
e3cdff25-32a4-4094-8ad8-ef247b28f17b,3,b04d4d67-803a-490f-af1c-02f923e34b7f
35aa00d1-2e7d-430d-823b-f02231e1d61a,9,b04d4d67-803a-490f-af1c-02f923e34b7f
37c91b51-7072-413f-a57d-df2f373eda14,5,b04d4d67-803a-490f-af1c-02f923e34b7f
36fd7a2e-103e-4626-943a-bde991b61db5,1,b04d4d67-803a-490f-af1c-02f923e34b7f
798efc2b-9266-4275-91b0-b89002764c54,7,b04d4d67-803a-490f-af1c-02f923e34b7f
2e103dd7-d14a-44ec-92b8-ce47d415bf3c,1,b04d4d67-803a-490f-af1c-02f923e34b7f
26693ebc-f6e8-4362-b9d4-d5bbaad931c5,2,b04d4d67-803a-490f-af1c-02f923e34b7f
d8135079-19d7-432c-8c35-d60a1916f495,5,b04d4d67-803a-490f-af1c-02f923e34b7f
7f70f38e-cb71-4b9a-8c7c-d66b71a1edaa,7,b04d4d67-803a-490f-af1c-02f923e34b7f
5ca863c3-47b1-4bf9-88dd-951bfa0cc28c,3,b04d4d67-803a-490f-af1c-02f923e34b7f
03ed0ba7-97bd-4fc9-a890-78d0643890a9,8,b04d4d67-803a-490f-af1c-02f923e34b7f
4731a69c-8a40-4f7b-bc35-762c1730e0f9,1,b04d4d67-803a-490f-af1c-02f923e34b7f
3690502c-7525-40cc-ad2c-8b8d3a1dd293,6,b04d4d67-803a-490f-af1c-02f923e34b7f
ee660f58-35b9-40e2-8ca5-86d590be0809,4,b04d4d67-803a-490f-af1c-02f923e34b7f
e317cb5c-020c-425a-addb-82e328172d7c,7,b04d4d67-803a-490f-af1c-02f923e34b7f
ec6db450-fb74-49a3-ac72-7c85c084c20f,5,b04d4d67-803a-490f-af1c-02f923e34b7f
c9b72c71-14ab-4743-8327-7e42472c765a,6,b04d4d67-803a-490f-af1c-02f923e34b7f
6e03d04f-fb01-4090-9089-5fa71603b84c,4,b04d4d67-803a-490f-af1c-02f923e34b7f
305aefb5-d8cc-4150-95d4-61ddb19836e9,8,b04d4d67-803a-490f-af1c-02f923e34b7f
e2d4b5ea-07bb-4b57-a3c7-51713661d9ee,2,b04d4d67-803a-490f-af1c-02f923e34b7f
7f8764ed-a4f8-43b9-86db-30c5af9c92da,8,b04d4d67-803a-490f-af1c-02f923e34b7f
27f20fb8-7f83-48e4-b716-012a5aa4f3f9,4,b04d4d67-803a-490f-af1c-02f923e34b7f
5b953477-bba0-44c6-968a-10b4e1440f1e,3,b04d4d67-803a-490f-af1c-02f923e34b7f
0e3c896f-80a5-4f02-aa35-dc35149cf4b0,2,4da1b6dc-9e1d-41e2-b602-03abd71bd1e6
76e5c733-fd85-46f3-b10d-d9d69c0445d2,4,4da1b6dc-9e1d-41e2-b602-03abd71bd1e6
7845371f-f479-40be-a499-c7686b57405b,1,4da1b6dc-9e1d-41e2-b602-03abd71bd1e6
fa3b4267-9277-473e-9eff-319ce20c1997,3,4da1b6dc-9e1d-41e2-b602-03abd71bd1e6
1e244cd5-a6f6-48fa-a850-5b49594305ed,2,4da1b6dc-9e1d-41e2-b602-03abd71bd1e6
f754689b-e9b6-4426-a93d-5c72f28c434f,1,4da1b6dc-9e1d-41e2-b602-03abd71bd1e6
94dec420-efca-40f8-be16-3b9592045ac2,3,4da1b6dc-9e1d-41e2-b602-03abd71bd1e6
b9daafa2-069a-4c2a-bcd1-826f3fab5b05,4,4da1b6dc-9e1d-41e2-b602-03abd71bd1e6
0551bbed-9c21-40e1-989e-6d9870e2b0f7,1,4da1b6dc-9e1d-41e2-b602-03abd71bd1e6
cdbebd10-e7cd-4b47-abcc-c8476e444339,2,ce9f1f4c-6a7d-4a19-8862-03d1661d5093
e87f0119-2e55-4ebb-9201-cc97a5f1e3b4,2,ce9f1f4c-6a7d-4a19-8862-03d1661d5093
70127d9a-c794-4e06-ad7d-db3c0102f688,2,ce9f1f4c-6a7d-4a19-8862-03d1661d5093
1ec58311-8390-45b2-b852-be4f317d8e30,6,ce9f1f4c-6a7d-4a19-8862-03d1661d5093
7a4c89f0-1062-4a4e-a7db-c42fbb0913cb,7,ce9f1f4c-6a7d-4a19-8862-03d1661d5093
ea1793cd-5642-47d0-8aa7-b6bfa4f4146d,5,ce9f1f4c-6a7d-4a19-8862-03d1661d5093
743ee19c-3f9f-4efb-ae00-e3811b5b6af5,3,ce9f1f4c-6a7d-4a19-8862-03d1661d5093
18ff5c9a-3f70-4054-9e2b-e46c9fa8e8e5,1,ce9f1f4c-6a7d-4a19-8862-03d1661d5093
ba38f936-abd4-4c94-bf65-8e4a4e98bf39,4,ce9f1f4c-6a7d-4a19-8862-03d1661d5093
f88662dd-8edf-4bd1-b329-a8b8432ea26c,1,ce9f1f4c-6a7d-4a19-8862-03d1661d5093
8c25a2d5-28c9-43d5-800e-46a995ea1b4a,1,ce9f1f4c-6a7d-4a19-8862-03d1661d5093
c179e84e-3a40-4199-9a97-27cdf974fe3a,3,ce9f1f4c-6a7d-4a19-8862-03d1661d5093
0bef3834-1709-4cf5-9603-19821897ce99,3,ce9f1f4c-6a7d-4a19-8862-03d1661d5093
bd9efaba-f2c7-4a50-8c31-b9ee2f34ea2e,1,331a9c04-59bc-478f-816f-04884b2092b1
9e77668f-0404-43e5-a9f0-67912e2c416b,3,331a9c04-59bc-478f-816f-04884b2092b1
5478415e-5a98-4907-90e7-39188b37cd24,2,331a9c04-59bc-478f-816f-04884b2092b1
266939ed-e8a2-449c-9d42-cd1f72af7d76,1,5d575461-c2d0-40c6-90ba-05a42fded12a
9732063c-6033-46c4-b5ca-8d8b3b160e9c,1,5d575461-c2d0-40c6-90ba-05a42fded12a
f0891cbe-45a4-4cd8-a420-976921243326,1,5d575461-c2d0-40c6-90ba-05a42fded12a
4726b1f1-5745-43b6-b337-6b8e1127e2a6,1,ff459040-6671-4e11-8c07-067e9facfda1
b729c21b-48bd-495d-9d04-cd8ef7ed1514,2,ba5c5586-2153-4e12-a70f-06eb0c7cb552
84d15dce-c3ad-48f1-8805-b1a670089143,5,ba5c5586-2153-4e12-a70f-06eb0c7cb552
5da19bf5-6f10-4ed6-bdbd-92b5a1e59eed,4,ba5c5586-2153-4e12-a70f-06eb0c7cb552
ad8f6c6a-3b62-4a6f-9527-981a6af2ad9c,3,ba5c5586-2153-4e12-a70f-06eb0c7cb552
9b702af8-8310-4d41-9064-2ed435e851a5,1,ba5c5586-2153-4e12-a70f-06eb0c7cb552
44c01e0b-ae17-428f-a402-37c7ef6fec9b,6,ba5c5586-2153-4e12-a70f-06eb0c7cb552
ac924bc1-5e01-486c-a5a0-457b95ac1b56,2,4cf309d9-73fd-4417-a251-06fe8015ffe1
1530fbcc-d936-405b-b138-a1083f3f7939,1,4cf309d9-73fd-4417-a251-06fe8015ffe1
506bbe6d-0cf5-4fe9-a68b-2f7354b7dbb0,1,a0d25ae1-9432-4a37-8a46-078edaaa4eda
0af3d12f-56c2-431d-b882-b121fd5b6113,3,917e9823-3f05-4d7f-9568-07fa3de464d4
03b40273-0271-469f-8761-ac67b7fc4204,3,917e9823-3f05-4d7f-9568-07fa3de464d4
5879787e-f193-4d4f-ad3a-b4172b5eae08,10,917e9823-3f05-4d7f-9568-07fa3de464d4
ebb23500-7ccc-4219-b31c-b4acfab91c3e,9,917e9823-3f05-4d7f-9568-07fa3de464d4
4fbab02c-d3ba-4d6a-bb5f-bb3289986f43,2,917e9823-3f05-4d7f-9568-07fa3de464d4
99d605b5-dd6e-4211-9063-c2dfed19dadd,12,917e9823-3f05-4d7f-9568-07fa3de464d4
d2651774-c359-45c7-8986-bec33f773031,7,917e9823-3f05-4d7f-9568-07fa3de464d4
8e00712b-d73c-4502-8ff4-bf49bc92c317,6,917e9823-3f05-4d7f-9568-07fa3de464d4
4d5300ff-5691-48db-80f5-cb8484803734,1,917e9823-3f05-4d7f-9568-07fa3de464d4
92481922-70fc-4d54-952d-cf7d32de7c69,10,917e9823-3f05-4d7f-9568-07fa3de464d4
47af760a-934c-47ec-b157-cea144b33298,3,917e9823-3f05-4d7f-9568-07fa3de464d4
aa555556-4253-478c-858f-d92ab0adaad8,14,917e9823-3f05-4d7f-9568-07fa3de464d4
a9e3ec8b-83ef-412a-8e5d-d951f71730f1,14,917e9823-3f05-4d7f-9568-07fa3de464d4
ab7f3ca9-30b3-4cd0-9084-dccf8c1c2773,12,917e9823-3f05-4d7f-9568-07fa3de464d4
c10eaf6f-8c76-4b5b-8a4d-e04edb77fb93,9,917e9823-3f05-4d7f-9568-07fa3de464d4
cc6ee2fe-301e-431b-a5d8-fde7f28b068c,4,917e9823-3f05-4d7f-9568-07fa3de464d4
785a3648-3dba-4b23-8fab-2c37dfff1e37,15,917e9823-3f05-4d7f-9568-07fa3de464d4
1ed767ca-e94b-4df8-b027-2810bce96460,10,917e9823-3f05-4d7f-9568-07fa3de464d4
1d9af226-4827-49c9-a110-1f41b5f9eeca,9,917e9823-3f05-4d7f-9568-07fa3de464d4
4008bc50-91b3-4bc5-bbfd-2251c93cc44d,2,917e9823-3f05-4d7f-9568-07fa3de464d4
d9fbd688-af67-4b6a-8e36-2086daf286da,12,917e9823-3f05-4d7f-9568-07fa3de464d4
dcc1b94d-0212-42d0-b498-0fa61272784f,2,917e9823-3f05-4d7f-9568-07fa3de464d4
e7c00000-5ee4-429a-8564-07671ef1df51,15,917e9823-3f05-4d7f-9568-07fa3de464d4
af1c8568-688a-4244-92b5-465f50f7cf97,8,917e9823-3f05-4d7f-9568-07fa3de464d4
a661f1f4-995a-4811-95cb-41bb97f2c0be,5,917e9823-3f05-4d7f-9568-07fa3de464d4
2af62761-c478-4b87-a6b9-421dc4c8ca9e,16,917e9823-3f05-4d7f-9568-07fa3de464d4
90d08daf-88bd-4b9c-acf4-40ac81fbfd4c,17,917e9823-3f05-4d7f-9568-07fa3de464d4
c6fda8b6-9262-4cc5-87a2-3fc10a6d0251,7,917e9823-3f05-4d7f-9568-07fa3de464d4
f4b811a9-481e-4346-9643-379fc1743123,1,917e9823-3f05-4d7f-9568-07fa3de464d4
96a248e4-612d-4c28-97b8-344361c5ceaf,11,917e9823-3f05-4d7f-9568-07fa3de464d4
0066ffdb-89a3-4dd4-84ec-326fbe1fd41f,13,917e9823-3f05-4d7f-9568-07fa3de464d4
abcafc4e-a7dd-4f66-b1f6-3c2f30c10626,13,917e9823-3f05-4d7f-9568-07fa3de464d4
81b30fb8-6028-492c-a98b-53c378472768,4,917e9823-3f05-4d7f-9568-07fa3de464d4
76a74e69-daf5-4339-b46a-53dd5562b1f9,6,917e9823-3f05-4d7f-9568-07fa3de464d4
41e368a5-87aa-453f-ba71-54b0a8b091e7,18,917e9823-3f05-4d7f-9568-07fa3de464d4
c8a366c2-248c-4ecb-8e17-5ec806893353,8,917e9823-3f05-4d7f-9568-07fa3de464d4
5afcb449-1d1e-4635-95d9-65d52eadef66,15,917e9823-3f05-4d7f-9568-07fa3de464d4
235a0ce9-49d7-4ddd-ae99-6b2d70f6c09c,11,917e9823-3f05-4d7f-9568-07fa3de464d4
eeb0fe74-45d9-42dd-8216-69e9f530feb2,11,917e9823-3f05-4d7f-9568-07fa3de464d4
e5e4d63a-c74f-4e6b-98b0-7b7301330e64,5,917e9823-3f05-4d7f-9568-07fa3de464d4
807dd778-f036-4cf9-acf0-8d33020be241,14,917e9823-3f05-4d7f-9568-07fa3de464d4
a2fb91a5-70e5-4983-95b3-8e951ea8b7f9,20,917e9823-3f05-4d7f-9568-07fa3de464d4
fe117f2b-f8a6-4c2c-a957-8f182d7a84e4,5,917e9823-3f05-4d7f-9568-07fa3de464d4
6d92a770-842b-4c6c-8e48-8c307af23851,21,917e9823-3f05-4d7f-9568-07fa3de464d4
4b280a04-d3a7-46c1-b9c2-83625f474490,8,917e9823-3f05-4d7f-9568-07fa3de464d4
c4b50498-0b22-45d6-b7c1-a06f470b793d,7,917e9823-3f05-4d7f-9568-07fa3de464d4
badee58d-106e-4ad0-b625-a08e94572267,4,917e9823-3f05-4d7f-9568-07fa3de464d4
d7c0a449-948c-443d-a113-a95cc1ad02e1,19,917e9823-3f05-4d7f-9568-07fa3de464d4
59937a98-b042-4057-a92d-a98d94aad3e7,6,917e9823-3f05-4d7f-9568-07fa3de464d4
e059dd6b-53cf-43fb-9eea-9df3264ecc1b,13,917e9823-3f05-4d7f-9568-07fa3de464d4
86d5c7bf-d785-403e-ad8c-9f1676f004b3,1,917e9823-3f05-4d7f-9568-07fa3de464d4
9bc8d42c-87b6-4f58-9cbf-e86bcaed0313,5,9062f3c1-03c2-48ab-a722-08c3c491f532
686658bb-86c3-46aa-96f4-d6c3479ea496,1,9062f3c1-03c2-48ab-a722-08c3c491f532
a1bd1461-9c5f-4aff-8f4a-c4e86b057628,6,9062f3c1-03c2-48ab-a722-08c3c491f532
2bac7080-728b-4306-92ac-b84873f96c30,7,9062f3c1-03c2-48ab-a722-08c3c491f532
6991d70b-f56d-4367-a6a9-abe2735ae160,1,9062f3c1-03c2-48ab-a722-08c3c491f532
3aae9558-02d7-4eb5-9fcf-743613ce3140,4,9062f3c1-03c2-48ab-a722-08c3c491f532
2964f6bc-695c-4c54-a0f3-8c749a712db5,3,9062f3c1-03c2-48ab-a722-08c3c491f532
2cc038cc-c94f-4f31-bfa8-7b86ebf1e8ff,2,9062f3c1-03c2-48ab-a722-08c3c491f532
c23ce232-335c-4a69-aa81-8145952c390f,2,9062f3c1-03c2-48ab-a722-08c3c491f532
1d6b5f54-4f54-4a27-8313-4e32a9fef455,2,9062f3c1-03c2-48ab-a722-08c3c491f532
e3d54aa7-9ed7-4aa7-b0b7-0f9829091a65,1,9062f3c1-03c2-48ab-a722-08c3c491f532
32e2c2d7-8d6f-425e-8ac9-164fb03f1f0c,8,9062f3c1-03c2-48ab-a722-08c3c491f532
0c039b06-88c0-4df3-9e33-534061612848,1,07e3d855-533d-47a3-b19f-08cd09da1d62
702b0660-2853-4a8b-8dee-d2b3ba985a15,2,b85369db-e89a-446c-aa4c-0a779bc8546c
cdd86dff-69e8-48b7-94ae-d2f23cbf9572,5,b85369db-e89a-446c-aa4c-0a779bc8546c
574e565d-7aff-449a-b71c-ce07fe5a14e3,1,b85369db-e89a-446c-aa4c-0a779bc8546c
2129a7cf-8db3-4cd3-a09e-cd061bfeb434,12,b85369db-e89a-446c-aa4c-0a779bc8546c
1f9f2689-ac34-4359-b845-ba7a6888e1f4,11,b85369db-e89a-446c-aa4c-0a779bc8546c
44379214-123b-4a9e-86db-bbf130296f9b,8,b85369db-e89a-446c-aa4c-0a779bc8546c
df89f514-5f33-4328-ac1a-c25061da7a88,12,b85369db-e89a-446c-aa4c-0a779bc8546c
6d0a73a8-5074-4a55-a504-b073ec336262,8,b85369db-e89a-446c-aa4c-0a779bc8546c
84bd146d-eeed-4a0a-a5ec-b08c0a2963c8,5,b85369db-e89a-446c-aa4c-0a779bc8546c
4959a7dd-6301-4414-9089-b7487930c3a1,1,b85369db-e89a-446c-aa4c-0a779bc8546c
59092387-ea5a-46a7-ab73-b7633a18ae6a,9,b85369db-e89a-446c-aa4c-0a779bc8546c
2b5bad4c-eb00-47a3-8348-fd3b622cdc66,10,b85369db-e89a-446c-aa4c-0a779bc8546c
d9fdc8a2-cc06-4793-ae55-f9f29bb80807,10,b85369db-e89a-446c-aa4c-0a779bc8546c
d6115293-cb8f-440d-a3c5-f251c4a540b4,10,b85369db-e89a-446c-aa4c-0a779bc8546c
63b0f670-0196-451e-b20f-eca217b95fba,8,b85369db-e89a-446c-aa4c-0a779bc8546c
42f517f7-4786-443d-a5af-e15cdfb7c102,4,b85369db-e89a-446c-aa4c-0a779bc8546c
c5a82eea-70af-470c-a9bc-e085edbff1c2,16,b85369db-e89a-446c-aa4c-0a779bc8546c
dde7eb5c-daff-4274-9283-e7c611eb81bf,6,b85369db-e89a-446c-aa4c-0a779bc8546c
fc9a7d8b-d965-4b55-9acd-a4ce305ac8bf,19,b85369db-e89a-446c-aa4c-0a779bc8546c
862c93ed-f6a6-4cb5-9380-9646f325c7e1,3,b85369db-e89a-446c-aa4c-0a779bc8546c
48130c74-8d31-44e0-b7e7-640a2dd08f52,12,b85369db-e89a-446c-aa4c-0a779bc8546c
1c5d7890-5da2-474b-b940-71fd477d87bd,14,b85369db-e89a-446c-aa4c-0a779bc8546c
096f964a-eaa0-4d37-b583-721355e85d53,11,b85369db-e89a-446c-aa4c-0a779bc8546c
76273c12-a454-4e3f-be77-8be46b7cbe11,11,b85369db-e89a-446c-aa4c-0a779bc8546c
e1010806-3904-4df6-bc77-81ec5515690b,6,b85369db-e89a-446c-aa4c-0a779bc8546c
30c4f83b-0d1c-4424-9a38-8583c6f8fbaf,15,b85369db-e89a-446c-aa4c-0a779bc8546c
90b9440a-cc43-48aa-a5a3-275e4f3041f8,5,b85369db-e89a-446c-aa4c-0a779bc8546c
80d8e00c-e225-417a-82ca-2760aa5e46fa,18,b85369db-e89a-446c-aa4c-0a779bc8546c
565a08c0-1b39-40b7-8e7e-217e4d568562,2,b85369db-e89a-446c-aa4c-0a779bc8546c
78332509-6bc9-4d2b-bce5-2396a56f6303,3,b85369db-e89a-446c-aa4c-0a779bc8546c
384ced6d-8386-415c-bc6d-24f6b8b50285,9,b85369db-e89a-446c-aa4c-0a779bc8546c
22e2f608-b24d-410c-9e10-259082e64dc5,9,b85369db-e89a-446c-aa4c-0a779bc8546c
