trans_id,lang,translation
出汐一丁目,zh-tw,出汐一丁目
大学病院前,ja,大学病院前
大学病院前,ja-Hrkt,だいがくびょういんまえ
牛田南,ja,牛田南
牛田南,ja-Hrkt,うしたみなみ
牛田南,en,Ushita-minami
牛田南,ko,우시타 미나미
牛田南,zh-cn,牛田南
牛田南,zh-tw,牛田南
牛田東一丁目,ja,牛田東一丁目
牛田東一丁目,ja-Hrkt,うしたひがしいっちょうめ
牛田東一丁目,en,Ushita-higashi-itchome (Ushita-higashi 1)
牛田東一丁目,ko,우시타 히가시 1초메
牛田東一丁目,zh-cn,牛田东一丁目
牛田東一丁目,zh-tw,牛田東一丁目
牛田東二丁目,ja,牛田東二丁目
牛田東二丁目,ja-Hrkt,うしたひがしにちょうめ
牛田東二丁目,en,Ushita-higashi-nichome (Ushita-higashi 2)
牛田東二丁目,ko,우시타 히가시 2초메
牛田東二丁目,zh-cn,牛田东二丁目
牛田東二丁目,zh-tw,牛田東二丁目
女学院大学前,ja,女学院大学前
女学院大学前,ja-Hrkt,じょがくいんだいがくまえ
女学院大学前,en,Jogakuin Daigaku-mae (Jogakuin Univ.)
女学院大学前,ko,여학원대학
女学院大学前,zh-cn,女学院大学前
女学院大学前,zh-tw,女學院大學前
早稲田団地郵便局前,ja,早稲田団地郵便局前
早稲田団地郵便局前,ja-Hrkt,わせだだんちゆうびんきょくまえ
早稲田団地郵便局前,en,Waseda Danchi Yubinkyoku-mae (Waseda Danchi Post Office)
早稲田団地郵便局前,ko,와세다 단치 우체국
早稲田団地郵便局前,zh-cn,早稻田团地邮局前
早稲田団地郵便局前,zh-tw,早稻田團地郵局前
牛田早稲田団地,ja,牛田早稲田団地
牛田早稲田団地,ja-Hrkt,うしたわせだだんち
牛田早稲田団地,en,Ushita Waseda Danchi
牛田早稲田団地,ko,우시타 와세다 단치
牛田早稲田団地,zh-cn,牛田早稻田团地
牛田早稲田団地,zh-tw,牛田早稻田團地
白島九軒町,ja,白島九軒町
白島九軒町,ja-Hrkt,はくしまくけんちょう
白島九軒町,en,Hakushima Kukencho
白島九軒町,ko,하쿠시마 쿠켄초
白島九軒町,zh-cn,白岛九轩町
白島九軒町,zh-tw,白島九軒町
白島町,ja,白島町
白島町,ja-Hrkt,はくしまちょう
白島町,en,Hakushimacho
白島町,ko,하쿠시마초
白島町,zh-cn,白岛町
白島町,zh-tw,白島町
広島はくしま病院,ja,広島はくしま病院
広島はくしま病院,ja-Hrkt,ひろしまはくしまびょういん
広島はくしま病院,en,Hiroshima Hakushima Byoin(Hiroshima Hakushima Hospital)
広島はくしま病院,ko,히로시마 하쿠시마 병원
広島はくしま病院,zh-cn,广岛白岛医院
広島はくしま病院,zh-tw,廣島白島醫院
検察庁前,ja,検察庁前
検察庁前,ja-Hrkt,けんさつちょうまえ
検察庁前,en,Kensatsucho-mae
検察庁前,ko,겐사쓰초 마에
検察庁前,zh-cn,检察厅前
検察庁前,zh-tw,檢察廳前
合同庁舎入口,ja,合同庁舎入口
合同庁舎入口,ja-Hrkt,ごうどうちょうしゃいりぐち
合同庁舎入口,en,Godochosha-iriguchi (Joint Government Building Entrance)
合同庁舎入口,ko,합동청사
合同庁舎入口,zh-cn,合同政府办公楼入口
合同庁舎入口,zh-tw,合同政府辦公樓入口
京口門,ja,京口門
京口門,ja-Hrkt,きょうぐちもん
京口門,en,Kyoguchimon
京口門,ko,교구치몬
京口門,zh-cn,京口门
京口門,zh-tw,京口門
新住吉橋,ja,新住吉橋
新住吉橋,ja-Hrkt,しんすみよしばし
新住吉橋,en,Shin-sumiyoshibashi
新住吉橋,ko,신스미요시바시
新住吉橋,zh-cn,新住吉桥
新住吉橋,zh-tw,新住吉橋
舟入南一丁目,ja,舟入南一丁目
舟入南一丁目,ja-Hrkt,ふないりみなみいっちょうめ
舟入南一丁目,en,Funairi-minami-itchome (Funairi-minami 1)
舟入南一丁目,ko,후나이리 미나미 1초메
舟入南一丁目,zh-cn,舟入南一丁目
舟入南一丁目,zh-tw,舟入南一丁目
舟入南四丁目,ja,舟入南四丁目
舟入南四丁目,ja-Hrkt,ふないりみなみよんちょうめ
舟入南四丁目,en,Funairi-minami-yonchome (Funairi-minami 4)
舟入南四丁目,ko,후나이리 미나미 4초메
舟入南四丁目,zh-cn,舟入南四丁目
舟入南四丁目,zh-tw,舟入南四丁目
江波東一丁目,ja,江波東一丁目
江波東一丁目,ja-Hrkt,えばひがしいっちょうめ
江波東一丁目,en,Eba-higashi-itchome (Eba-higashi 1)
江波東一丁目,ko,에바 히가시 1초메
江波東一丁目,zh-cn,江波东一丁目
江波東一丁目,zh-tw,江波東一丁目
江波東二丁目,ja,江波東二丁目
江波東二丁目,ja-Hrkt,えばひがしにちょうめ
江波東二丁目,en,Eba-higashi-nichome (Eba-higashi 2)
江波東二丁目,ko,에바 히가시 2초메
江波東二丁目,zh-cn,江波东二丁目
江波東二丁目,zh-tw,江波東二丁目
江波南一丁目,ja,江波南一丁目
江波南一丁目,ja-Hrkt,えばみなみいっちょうめ
江波南一丁目,en,Eba-minami-itchome(Eba-minami 1)
江波南一丁目,ko,에바 미나미 1초메
江波南一丁目,zh-cn,江波南一丁目
江波南一丁目,zh-tw,江波南一丁目
江波小学校前,ja,江波小学校前
江波小学校前,ja-Hrkt,えばしょうがっこうまえ
江波小学校前,en,Eba Shogakko-mae (Eba Elementary School)
江波小学校前,ko,에바 초등학교
江波小学校前,zh-cn,江波小学前
江波小学校前,zh-tw,江波小學前
江波南二丁目,ja,江波南二丁目
江波南二丁目,ja-Hrkt,えばみなみにちょうめ
江波南二丁目,en,Eba-minami-nichome (Eba-minami 2)
江波南二丁目,ko,에바 미나미 2초메
江波南二丁目,zh-cn,江波南二丁目
江波南二丁目,zh-tw,江波南二丁目
江波三菱前,ja,江波三菱前
江波三菱前,ja-Hrkt,えばみつびしまえ
江波三菱前,en,Eba Mitsubishi-mae
江波三菱前,ko,에바 미쓰비시 마에
江波三菱前,zh-cn,江波三菱前
江波三菱前,zh-tw,江波三菱前
江波栄町,ja,江波栄町
江波栄町,ja-Hrkt,えばさかえまち
江波栄町,en,Eba Sakaemachi
江波栄町,ko,에바 사카에마치
江波栄町,zh-cn,江波荣町
江波栄町,zh-tw,江波榮町
江波西二丁目,ja,江波西二丁目
江波西二丁目,ja-Hrkt,えばにしにちょうめ
江波西二丁目,en,Eba-nishi-nichome (Eba-nishi 2)
江波西二丁目,ko,에바 니시 2초메
江波西二丁目,zh-cn,江波西二丁目
江波西二丁目,zh-tw,江波西二丁目
二本松一丁目,ja,二本松一丁目
二本松一丁目,ja-Hrkt,にほんまついっちょうめ
二本松一丁目,en,Nihonmatsu-itchome (Nihonmatsu 1)
二本松一丁目,ko,니혼마쓰 1초메
二本松一丁目,zh-cn,二本松一丁目
二本松一丁目,zh-tw,二本松一丁目
皿山公園下,ja,皿山公園下
皿山公園下,ja-Hrkt,さらやまこうえんした
皿山公園下,en,Sarayama Koen-shita (Sarayama Park)
皿山公園下,ko,사라야마 공원
皿山公園下,zh-cn,皿山公园下
皿山公園下,zh-tw,皿山公園下
江波西一丁目,ja,江波西一丁目
江波西一丁目,ja-Hrkt,えばにしいっちょうめ
江波西一丁目,en,Eba-nishi-itchome (Eba-nishi 1)
江波西一丁目,ko,에바 니시 1초메
江波西一丁目,zh-cn,江波西一丁目
江波西一丁目,zh-tw,江波西一丁目
江波営業所,ja,江波営業所
江波営業所,ja-Hrkt,えばえいぎょうしょ
江波営業所,en,Eba Eigyosho
江波営業所,ko,에바 에이교쇼
江波営業所,zh-cn,江波营业所
江波営業所,zh-tw,江波營業所
舟入南,ja,舟入南
舟入南,ja-Hrkt,ふないりみなみ
舟入南,en,Funairi-minami
舟入南,ko,후나이리 미나미
舟入南,zh-cn,舟入南
舟入南,zh-tw,舟入南
舟入川口町,ja,舟入川口町
舟入川口町,ja-Hrkt,ふないりかわぐちちょう
舟入川口町,en,Funairi Kawaguchicho
舟入川口町,ko,후나이리 카와구치초
舟入川口町,zh-cn,舟入川口町
舟入川口町,zh-tw,舟入川口町
舟入幸町,ja,舟入幸町
舟入幸町,ja-Hrkt,ふないりさいわいちょう
舟入幸町,en,Funairi Saiwaicho
舟入幸町,ko,후나이리 사이와이초
舟入幸町,zh-cn,舟入幸町
舟入幸町,zh-tw,舟入幸町
横川駅前,ja,横川駅前
横川駅前,ja-Hrkt,よこがわえきまえ
横川駅前,en,Yokogawa Sta.
横川駅前,ko,요코가와 역
横川駅前,zh-cn,横川站前
横川駅前,zh-tw,橫川站前
横川新町,ja,横川新町
横川新町,ja-Hrkt,よこがわしんまち
横川新町,en,Yokogawa-shinmachi
横川新町,ko,요코가와 신마치
横川新町,zh-cn,横川新町
横川新町,zh-tw,橫川新町
中広中学校前,ja,中広中学校前
中広中学校前,ja-Hrkt,なかひろちゅうがっこうまえ
中広中学校前,en,Nakahiro Chugakko-mae (Nakahiro Junior High School)
中広中学校前,ko,나카히로 중학교
中広中学校前,zh-cn,中广中学前
中広中学校前,zh-tw,中廣中學前
中広三丁目,ja,中広三丁目
中広三丁目,ja-Hrkt,なかひろさんちょうめ
中広三丁目,en,Nakahiro-sanchome (Nakahiro 3)
中広三丁目,ko,나카히로 3초메
中広三丁目,zh-cn,中广三丁目
中広三丁目,zh-tw,中廣三丁目
中広一丁目,ja,中広一丁目
中広一丁目,ja-Hrkt,なかひろいっちょうめ
中広一丁目,en,Nakahiro-itchome (Nakahiro 1)
中広一丁目,ko,나카히로 1초메
中広一丁目,zh-cn,中广一丁目
中広一丁目,zh-tw,中廣一丁目
上天満町,ja,上天満町
上天満町,ja-Hrkt,かみてんまちょう
上天満町,en,Kami-tenmacho
上天満町,ko,가미텐마초
上天満町,zh-cn,上天满町
上天満町,zh-tw,上天滿町
西十日市,ja,西十日市
西十日市,ja-Hrkt,にしとうかいち
西十日市,en,Nishi-tokaichi
西十日市,ko,니시토카이치
西十日市,zh-cn,西十日市
西十日市,zh-tw,西十日市
十日市,ja,十日市
十日市,ja-Hrkt,とうかいち
十日市,en,Tokaichi
十日市,ko,도카이치
十日市,zh-cn,十日市
十日市,zh-tw,十日市
本川町,ja,本川町
本川町,ja-Hrkt,ほんかわちょう
本川町,en,Honkawacho
本川町,ko,혼카와초
本川町,zh-cn,本川町
本川町,zh-tw,本川町
原爆ドーム前,ja,原爆ドーム前
原爆ドーム前,ja-Hrkt,げんばくどーむまえ
原爆ドーム前,en,Atomic Bomb Dome
原爆ドーム前,ko,원폭 돔
原爆ドーム前,zh-cn,原爆圆顶前
原爆ドーム前,zh-tw,原爆圓頂前
国泰寺町二丁目,ja,国泰寺町二丁目
国泰寺町二丁目,ja-Hrkt,こくたいじまちにちょうめ
国泰寺町二丁目,en,Kokutaijimachi-nichome (Kokutaijimachi 2)
国泰寺町二丁目,ko,고쿠타이지마치 2초메
国泰寺町二丁目,zh-cn,国泰寺町二丁目
国泰寺町二丁目,zh-tw,國泰寺町二丁目
昭和町,ja,昭和町
昭和町,ja-Hrkt,しょうわまち
昭和町,en,Showamachi
昭和町,ko,쇼와마치 （국도2호선)
昭和町,zh-cn,昭和町（国道2号线）
昭和町,zh-tw,昭和町（國道2號線）
大学病院南門,ja,大学病院南門
大学病院南門,ja-Hrkt,だいがくびょういんみなみもん
大学病院南門,en,Daigaku Byoin-minamimon (Univ. Hospital South Gate)
大学病院南門,ko,대학병원 미나미몬
大学病院南門,zh-cn,大学医院南门
大学病院南門,zh-tw,大學醫院南門
市立工業高校入口,ja,市立工業高校入口
市立工業高校入口,ja-Hrkt,しりつこうぎょうこうこういりぐ
市立工業高校入口,en,Shiritsu Kogyo Koko-iriguchi (Municipal Technial High School Entrance)
市立工業高校入口,ko,시립공업고등학교
市立工業高校入口,zh-cn,市立工业高中入口
市立工業高校入口,zh-tw,市立工業高中入口
東雲,ja,東雲
東雲,ja-Hrkt,しののめ
東雲,en,Shinonome
東雲,ko,시노노메
東雲,zh-cn,东云
東雲,zh-tw,東雲
仁保二丁目,ja,仁保二丁目
仁保二丁目,ja-Hrkt,にほにちょうめ
仁保二丁目,en,Niho-nichome (Niho 2)
仁保二丁目,ko,니호 2초메
仁保二丁目,zh-cn,仁保二丁目
仁保二丁目,zh-tw,仁保二丁目
向洋本町,ja,向洋本町
向洋本町,ja-Hrkt,むかいなだほんまち
向洋本町,en,Mukainada-honmachi
向洋本町,ko,무카이나다 혼마치
向洋本町,zh-cn,向洋本町
向洋本町,zh-tw,向洋本町
堀越三丁目,ja,堀越三丁目
堀越三丁目,ja-Hrkt,ほりこしさんちょうめ
堀越三丁目,en,Horikoshi-sanchome (Horikoshi 3)
堀越三丁目,ko,호리코시 3초메
堀越三丁目,zh-cn,堀越三丁目
堀越三丁目,zh-tw,堀越三丁目
向洋新町一丁目,ja,向洋新町一丁目
向洋新町一丁目,ja-Hrkt,むかいなだしんまちいっちょうめ
向洋新町一丁目,en,Mukainada-shinmachi-itchome (Mukainada-shinmachi 1)
向洋新町一丁目,ko,무카이나다 신마치 1초메
向洋新町一丁目,zh-cn,向洋新町一丁目
向洋新町一丁目,zh-tw,向洋新町一丁目
向洋新町二丁目,ja,向洋新町二丁目
向洋新町二丁目,ja-Hrkt,むかいなだしんまちにちょうめ
向洋新町二丁目,en,Mukainada-shinmachi-nichome (Mukainada-shinmachi 2)
向洋新町二丁目,ko,무카이나다 신마치 2초메
向洋新町二丁目,zh-cn,向洋新町二丁目
向洋新町二丁目,zh-tw,向洋新町二丁目
向洋新町三丁目,ja,向洋新町三丁目
向洋新町三丁目,ja-Hrkt,むかいなだしんまちさんちょうめ
向洋新町三丁目,en,Mukainada-shinmachi-sanchome (Mukainada-shinmachi 3)
向洋新町三丁目,ko,무카이나다 신마치 3초메
向洋新町三丁目,zh-cn,向洋新町三丁目
向洋新町三丁目,zh-tw,向洋新町三丁目
向洋新町,ja,向洋新町
向洋新町,ja-Hrkt,むかいなだしんまち
向洋新町,en,Mukainada-shinmachi
向洋新町,ko,무카이나다 신마치
向洋新町,zh-cn,向洋新町
向洋新町,zh-tw,向洋新町
向洋新町車庫,ja,向洋新町車庫
向洋新町車庫,ja-Hrkt,むかいなだしんまちしゃこ
向洋新町車庫,en,Mukainada-shinmachi Shako (Mukainada-shinmachi Depot)
向洋新町車庫,ko,무카이나다 신마치 차고
向洋新町車庫,zh-cn,向洋新町车库
向洋新町車庫,zh-tw,向洋新町車庫
天満町,ja,天満町
天満町,ja-Hrkt,てんまちょう
天満町,en,Tenmacho
天満町,ko,덴마초
天満町,zh-cn,天满町
天満町,zh-tw,天滿町
西観音町,ja,西観音町
西観音町,ja-Hrkt,にしかんおんまち
西観音町,en,Nishi-kanonmachi
西観音町,ko,니시칸온마치
西観音町,zh-cn,西观音町
西観音町,zh-tw,西觀音町
観音小学校前,ja,観音小学校前
観音小学校前,ja-Hrkt,かんおんしょうがっこうまえ
観音小学校前,en,Kanon Shogakko-mae (Kanon Elementary School)
観音小学校前,ko,간온 초등학교
観音小学校前,zh-cn,观音小学前
観音小学校前,zh-tw,觀音小學前
女学院前,ja,女学院前
女学院前,ja-Hrkt,じょがくいんまえ
女学院前,en,Jogakuin-mae (Jogakuin High School)
女学院前,ko,여학원
女学院前,zh-cn,女学院前
女学院前,zh-tw,女學院前
己斐,ja,己斐
己斐,ja-Hrkt,こい
西広島駅・己斐,ja,西広島駅・己斐
西広島駅・己斐,ja-Hrkt,にしひろしまえきこい
西広島駅・己斐,en,Nishi-hiroshima Sta./Koi
西広島駅・己斐,ko,니시히로시마 역·코이
西広島駅・己斐,zh-cn,西广岛站・己斐
西広島駅・己斐,zh-tw,西廣島站・己斐
己斐本町二丁目,ja,己斐本町二丁目
己斐本町二丁目,ja-Hrkt,こいほんまちにちょうめ
己斐本町二丁目,en,Koi-honmachi-nichome (Koi-honmachi 2)
己斐本町二丁目,ko,고이혼마치 2초메
己斐本町二丁目,zh-cn,己斐本町2丁目
己斐本町二丁目,zh-tw,己斐本町2丁目
竹屋町,ja,竹屋町
竹屋町,ja-Hrkt,たけやちょう
竹屋町,en,Takeyacho
竹屋町,ko,다케야초
竹屋町,zh-cn,竹屋町
竹屋町,zh-tw,竹屋町
宝町,ja,宝町
宝町,ja-Hrkt,たからまち
宝町,en,Takaramachi
宝町,ko,다카라마치
宝町,zh-cn,宝町
宝町,zh-tw,寶町
出汐三丁目,ja,出汐三丁目
出汐三丁目,ja-Hrkt,でしおさんちょうめ
出汐三丁目,en,Deshio-sanchome (Deshio 3)
出汐三丁目,ko,데시오 3초메
出汐三丁目,zh-cn,出汐三丁目
出汐三丁目,zh-tw,出汐三丁目
旭町,ja,旭町
旭町,ja-Hrkt,あさひまち
旭町,en,Asahimachi
旭町,ko,아사히마치
旭町,zh-cn,旭町
旭町,zh-tw,旭町
西旭町,ja,西旭町
西旭町,ja-Hrkt,にしあさひまち
西旭町,en,Nishi-asahimachi
西旭町,ko,니시아사히마치
西旭町,zh-cn,西旭町
西旭町,zh-tw,西旭町
旭二丁目,ja,旭二丁目
旭二丁目,ja-Hrkt,あさひにちょうめ
旭二丁目,en,Asahi-nichome (Asahi 2)
旭二丁目,ko,아사히 2초메
旭二丁目,zh-cn,旭二丁目
旭二丁目,zh-tw,旭二丁目
翠町第二公園前,ja,翠町第二公園前
翠町第二公園前,ja-Hrkt,みどりまちだいにこうえんまえ
翠町第二公園前,en,Midorimachi Daini Koen-mae (Midorimachi Daini Park)
翠町第二公園前,ko,미도리마치 다이니 공원
翠町第二公園前,zh-cn,翠町第二公园前
翠町第二公園前,zh-tw,翠町第二公園前
荒神町,ja,荒神町
荒神町,ja-Hrkt,こうじんまち
荒神町,en,Kojinmachi
荒神町,ko,고진마치
荒神町,zh-cn,荒神町
荒神町,zh-tw,荒神町
東区スポーツセンター入口,ja,東区スポーツセンター入口
東区スポーツセンター入口,ja-Hrkt,ひがしくすぽーつせんたーいりぐち
東区スポーツセンター入口,en,Higashiku Sports Center-iriguchi
東区スポーツセンター入口,ko,히가시쿠 스포츠센터 이리구치
東区スポーツセンター入口,zh-cn,东区体育中心入口
東区スポーツセンター入口,zh-tw,東區體育中心入口
東区スポ－ツセンタ－入口,ja,東区スポ－ツセンタ－入口
東区スポ－ツセンタ－入口,ja-Hrkt,ひがしくすぽーつせんたーいりぐち
東区スポ－ツセンタ－入口,en,Higashiku Sports Center-iriguchi
東区スポ－ツセンタ－入口,ko,히가시쿠 스포츠센터 이리구치
東区スポ－ツセンタ－入口,zh-cn,东区体育中心入口
東区スポ－ツセンタ－入口,zh-tw,東區體育中心入口
新白島駅,ja,新白島駅
新白島駅,ja-Hrkt,しんはくしまえき
新白島駅,en,Shin-hakushima Sta.
新白島駅,ko,신하쿠시마 역
新白島駅,zh-cn,新白岛站
新白島駅,zh-tw,新白島站
西蟹屋,ja,西蟹屋
西蟹屋,ja-Hrkt,にしかにや
西蟹屋,en,Nishi-kaniya
西蟹屋,ko,니시카니야
西蟹屋,zh-cn,西蟹屋
西蟹屋,zh-tw,西蟹屋
牛田新町一丁目,ja,牛田新町一丁目
牛田新町一丁目,ja-Hrkt,うしたしんまちいっちょうめ
牛田新町一丁目,en,Ushita-shinmachi-itchome (Ushita-shinmachi 1)
牛田新町一丁目,ko,우시타 신마치 1초메
牛田新町一丁目,zh-cn,牛田新町一丁目
牛田新町一丁目,zh-tw,牛田新町一丁目
牛田新町二丁目,ja,牛田新町二丁目
牛田新町二丁目,ja-Hrkt,うしたしんまちにちょうめ
牛田新町二丁目,en,Ushita-shinmachi-nichome (Ushita-shinmachi 2)
牛田新町二丁目,ko,우시타 신마치 2초메
牛田新町二丁目,zh-cn,牛田新町二丁目
牛田新町二丁目,zh-tw,牛田新町二丁目
不動院,ja,不動院
不動院,ja-Hrkt,ふどういん
不動院,en,Fudoin
不動院,ko,후도인
不動院,zh-cn,不动院
不動院,zh-tw,不動院
牛田新町四丁目,ja,牛田新町四丁目
牛田新町四丁目,ja-Hrkt,うしたしんまちよんちょうめ
牛田新町四丁目,en,Ushita-shinmachi-yonchome (Ushita-shinmachi 4)
牛田新町四丁目,ko,우시타 신마치 4초메
牛田新町四丁目,zh-cn,牛田新町四丁目
牛田新町四丁目,zh-tw,牛田新町四丁目
天水,ja,天水
天水,ja-Hrkt,あまず
天水,en,Amazu
天水,ko,아마즈
天水,zh-cn,天水
天水,zh-tw,天水
広島ゴルフ場,ja,広島ゴルフ場
広島ゴルフ場,ja-Hrkt,ひろしまごるふじょう
下千足,ja,下千足
下千足,ja-Hrkt,しもせんぞく
下千足,en,Shimo-senzoku
下千足,ko,시모센조쿠
下千足,zh-cn,下千足
下千足,zh-tw,下千足
千足,ja,千足
千足,ja-Hrkt,せんぞく
千足,en,Senzoku
千足,ko,센조쿠
千足,zh-cn,千足
千足,zh-tw,千足
持明院前,ja,持明院前
持明院前,ja-Hrkt,じみょういんまえ
持明院前,en,Jimyoin-mae
持明院前,ko,지묘인 마에
持明院前,zh-cn,持明院前
持明院前,zh-tw,持明院前
戸坂小学校,ja,戸坂小学校
戸坂小学校,ja-Hrkt,へさかしょうがっこう
戸坂小学校,en,Hesaka Shogakko (Hesaka Elementary School)
戸坂小学校,ko,헤사카 초등학교
戸坂小学校,zh-cn,户坂小学
戸坂小学校,zh-tw,戶阪小學
くるめ木二丁目,ja,くるめ木二丁目
くるめ木二丁目,ja-Hrkt,くるめぎにちょうめ
くるめ木二丁目,en,Kurumegi-nichome (Kurumegi 2)
くるめ木二丁目,ko,구루메기 2초메
くるめ木二丁目,zh-cn,KURUME木二丁目
くるめ木二丁目,zh-tw,KURUME木二丁目
広島バス大州車庫前,ja,広島バス大州車庫前
広島バス大州車庫前,ja-Hrkt,おおずしゃこまえ
広島バス大州車庫前,en,HIROSHIMA-BUS Ozu Shako-mae (Ozu Depot)
広島バス大州車庫前,ko,히로시마 버스 오즈 샤코 마에
広島バス大州車庫前,zh-cn,广岛巴士大州车库前
広島バス大州車庫前,zh-tw,廣島巴士大州車庫前
桜ヶ丘団地入口,ja,桜ヶ丘団地入口
桜ヶ丘団地入口,ja-Hrkt,さくらがおかだんちいりぐち
桜ヶ丘団地入口,en,Sakuragaoka Danchi-iriguchi
桜ヶ丘団地入口,ko,사쿠라가오카 단치 이리구치
桜ヶ丘団地入口,zh-cn,樱丘团地入口
桜ヶ丘団地入口,zh-tw,櫻丘團地入口
専教寺前,ja,専教寺前
専教寺前,ja-Hrkt,せんきょうじまえ
大上,ja,大上
大上,ja-Hrkt,おおあげ
大上,en,Ogami
大上,ko,오가미
大上,zh-cn,大上
大上,zh-tw,大上
百田団地,ja,百田団地
百田団地,ja-Hrkt,ひゃくだだんち
百田団地,en,Hyakuda Danchi
百田団地,ko,햐쿠다 단치
百田団地,zh-cn,百田团地
百田団地,zh-tw,百田團地
戸坂中学校,ja,戸坂中学校
戸坂中学校,ja-Hrkt,へさかちゅうがっこう
戸坂中学校,en,Hesaka Chugakko (Hesaka Junior High School)
戸坂中学校,ko,헤사카 중학교
戸坂中学校,zh-cn,户坂中学
戸坂中学校,zh-tw,戶阪中學
戸坂南二丁目,ja,戸坂南二丁目
戸坂南二丁目,ja-Hrkt,へさかみなみにちょうめ
戸坂南二丁目,en,Hesaka-minami-nichome (Hesaka-minami 2)
戸坂南二丁目,ko,헤사카 미나미 2초메
戸坂南二丁目,zh-cn,户坂南二丁目
戸坂南二丁目,zh-tw,戶阪南二丁目
東浄小学校前,ja,東浄小学校前
東浄小学校前,ja-Hrkt,とうじょうしょうがっこうまえ
東浄小学校前,en,Tojo Shogakko-mae (Tojo Elementary School)
東浄小学校前,ko,도조 초등학교
東浄小学校前,zh-cn,东净小学前
東浄小学校前,zh-tw,東凈小學前
中山新町二丁目,ja,中山新町二丁目
中山新町二丁目,ja-Hrkt,なかやましんまちにちょうめ
中山新町二丁目,en,Nakayama-shinmachi-nichome (Nakayama-shinmachi 2)
中山新町二丁目,ko,나카야마 신마치 2초메
中山新町二丁目,zh-cn,中山新町二丁目
中山新町二丁目,zh-tw,中山新町二丁目
広島はくしま病院前,ja,広島はくしま病院前
広島はくしま病院前,ja-Hrkt,ひろしまはくしまびょういんまえ
広島はくしま病院前,en,Hiroshima Hakushima Byoin-mae  (Hiroshima Hakushima Hospital)
広島はくしま病院前,ko,히로시마 하쿠시마 병원 마에
広島はくしま病院前,zh-cn,广岛白岛医院前
広島はくしま病院前,zh-tw,廣島白島醫院前
縮景園前,ja,縮景園前
縮景園前,ja-Hrkt,しゅっけいえんまえ
縮景園前,en,Shukkeien-mae (Shukkeien Garden)
縮景園前,ko,슛케이엔 정원
縮景園前,zh-cn,缩景园前
縮景園前,zh-tw,縮景園前
新天地,ja,新天地
新天地,ja-Hrkt,しんてんち
新天地,en,Shintenchi
新天地,ko,신텐치
新天地,zh-cn,新天地
新天地,zh-tw,新天地
富士見町,ja,富士見町
富士見町,ja-Hrkt,ふじみちょう
富士見町,en,Fujimicho
富士見町,ko,후지미초
富士見町,zh-cn,富士见町
富士見町,zh-tw,富士見町
田中町,ja,田中町
田中町,ja-Hrkt,たなかまち
田中町,en,Tanakamachi
田中町,ko,다나카마치
田中町,zh-cn,田中町
田中町,zh-tw,田中町
大州四丁目,ja,大州四丁目
大州四丁目,ja-Hrkt,おおずよんちょうめ
大州四丁目,en,Ozu-yonchome (Ozu 4)
大州四丁目,ko,오즈 4초메
大州四丁目,zh-cn,大州四丁目
大州四丁目,zh-tw,大州四丁目
保健所前,ja,保健所前
保健所前,ja-Hrkt,ほけんしょまえ
保健所前,en,Hokensho-mae
保健所前,ko,보건소
保健所前,zh-cn,保健所前
保健所前,zh-tw,保健所前
南竹屋町,ja,南竹屋町
南竹屋町,ja-Hrkt,みなみたけやちょう
南竹屋町,en,Minami-takeyacho
南竹屋町,ko,미나미타케야초
南竹屋町,zh-cn,南竹屋町
南竹屋町,zh-tw,南竹屋町
広電ボウル前,ja,広電ボウル前
広電ボウル前,ja-Hrkt,ひろでんぼうるまえ
広電ボウル前,en,Hiroden Bowl-mae
広電ボウル前,ko,히로덴 볼 마에
広電ボウル前,zh-cn,广电保龄球馆前
広電ボウル前,zh-tw,廣電保齡球館前
御幸橋,ja,御幸橋
御幸橋,ja-Hrkt,みゆきばし
御幸橋,en,Miyukibashi
御幸橋,ko,미유키바시
御幸橋,zh-cn,御幸桥
御幸橋,zh-tw,禦幸橋
皆実町六丁目,ja,皆実町六丁目
皆実町六丁目,ja-Hrkt,みなみまちろくちょうめ
皆実町六丁目,en,Minamimachi-rokuchome (Minamimachi 6)
皆実町六丁目,ko,미나미마치 6초메
皆実町六丁目,zh-cn,皆实町六丁目
皆実町六丁目,zh-tw,皆實町六丁目
広大附属学校前,ja,広大附属学校前
広大附属学校前,ja-Hrkt,ひろだいふぞくがっこうまえ
広大附属学校前,en,Hirodai-Fuzokugakko-mae (Hiroshima Univ. School)
広大附属学校前,ko,히로다이후조쿠갓코 마에
広大附属学校前,zh-cn,广大附属学校前
広大附属学校前,zh-tw,廣大附屬學校前
西翠町,ja,西翠町
西翠町,ja-Hrkt,にしみどりまち
西翠町,en,Nishi-midorimachi
西翠町,ko,니시미도리마치
西翠町,zh-cn,西翠町
西翠町,zh-tw,西翠町
県病院前,ja,県病院前
県病院前,ja-Hrkt,けんびょういんまえ
県病院前,en,Ken Byoin-mae (Pref. Hospital)
県病院前,ko,겐 뵤인 마에
県病院前,zh-cn,县医院前
県病院前,zh-tw,縣醫院前
県立広島大学前,ja,県立広島大学前
県立広島大学前,ja-Hrkt,けんりつひろしまだいがくまえ
県立広島大学前,en,Kenritsu Hiroshima Daigaku-mae (Pref. Univ. of Hiroshima-mae)
県立広島大学前,ko,현립 히로시마 대학 앞
県立広島大学前,zh-cn,县立广岛大学前
県立広島大学前,zh-tw,縣立廣島大學前
中国自動車学校前,ja,中国自動車学校前
