trans_id,lang,translation
矢野西四丁目,zh-tw,矢野西四丁目
矢野ニュータウン入口,ja,矢野ニュータウン入口
矢野ニュータウン入口,ja-Hrkt,やのにゅーたうんいりぐち
矢野ニュータウン入口,en,Yano New Town-iriguchi
矢野ニュータウン入口,ko,야노 뉴타운 이리구치
矢野ニュータウン入口,zh-cn,矢野新城入口
矢野ニュータウン入口,zh-tw,矢野新城入口
矢野ニュータウン下,ja,矢野ニュータウン下
矢野ニュータウン下,ja-Hrkt,やのにゅーたうんしも
矢野ニュータウン下,en,Yano New Town-shimo
矢野ニュータウン下,ko,야노 뉴타운 시모
矢野ニュータウン下,zh-cn,矢野新城下
矢野ニュータウン下,zh-tw,矢野新城下
矢野ニュータウン公園,ja,矢野ニュータウン公園
矢野ニュータウン公園,ja-Hrkt,やのにゅーたうんこうえん
矢野ニュータウン公園,en,Yano New Town Koen (Yano New Town Park)
矢野ニュータウン公園,ko,야노 뉴타운 공원
矢野ニュータウン公園,zh-cn,矢野新城公园
矢野ニュータウン公園,zh-tw,矢野新城公園
矢野ニュータウン中,ja,矢野ニュータウン中
矢野ニュータウン中,ja-Hrkt,やのにゅーたうんなか
矢野ニュータウン中,en,Yano New Town-naka
矢野ニュータウン中,ko,야노 뉴타운 나카
矢野ニュータウン中,zh-cn,矢野新城中
矢野ニュータウン中,zh-tw,矢野新城中
矢野ニュータウン上,ja,矢野ニュータウン上
矢野ニュータウン上,ja-Hrkt,やのにゅーたうんかみ
矢野ニュータウン上,en,Yano New Town-kami
矢野ニュータウン上,ko,야노 뉴타운 카미
矢野ニュータウン上,zh-cn,矢野新城上
矢野ニュータウン上,zh-tw,矢野新城上
広島空港,ja,広島空港
広島空港,ja-Hrkt,ひろしまくうこう
広島空港,en,Hiroshima Airport
広島空港,ko,히로시마 공항
広島空港,zh-cn,广岛空港
広島空港,zh-tw,廣島空港
津田口,ja,津田口
津田口,ja-Hrkt,つたぐち
津田口,en,Tsuta-guchi
津田口,ko,쓰타 구치
津田口,zh-cn,津田口
津田口,zh-tw,津田口
Ａシティ中央,ja,Ａシティ中央
Ａシティ中央,ja-Hrkt,えーしてぃちゅうおう
Ａシティ中央,en,A City-chuo
Ａシティ中央,ko,A 시티 추오
Ａシティ中央,zh-cn,A.CITY中央
Ａシティ中央,zh-tw,A.CITY中央
広域公園テニスコート,ja,広域公園テニスコート
広域公園テニスコート,ja-Hrkt,こういきこうえんてにすこーとはなのきだいいりぐち
広域公園テニスコート,en,Koiki Koen Tennis Court
広域公園テニスコート,ko,고이키 코엔 테니스코트
広域公園テニスコート,zh-cn,广域公园网球场
広域公園テニスコート,zh-tw,廣域公園網球場
せせらぎ公園前,ja,せせらぎ公園前
せせらぎ公園前,ja-Hrkt,せせらぎこうえんまえ
せせらぎ公園前,en,Seseragi Koen-mae (Seseragi Park)
せせらぎ公園前,ko,세세라기 공원
せせらぎ公園前,zh-cn,Seseragi公园前
せせらぎ公園前,zh-tw,Seseragi公園前
若林入口,ja,若林入口
若林入口,ja-Hrkt,わかばやしいりぐち
若林入口,en,Wakabayashi-iriguchi
若林入口,ko,와카바야시 이리구치
若林入口,zh-cn,若林入口
若林入口,zh-tw,若林入口
佐伯区民文化センター前,ja,佐伯区民文化センター前
佐伯区民文化センター前,ja-Hrkt,さえきくみんぶんかせんた－まえ
佐伯区民文化センター前,en,Saeki Kumin Bunka Center-mae (Saeki Ward Community Cultural Center)
佐伯区民文化センター前,ko,사에키 구민문화센터
佐伯区民文化センター前,zh-cn,佐伯区民文化中心前
佐伯区民文化センター前,zh-tw,佐伯區民文化中心前
佐伯区民文化センタ－前,ja,佐伯区民文化センタ－前
佐伯区民文化センタ－前,ja-Hrkt,さえきくみんぶんかせんた－まえ
佐伯区民文化センタ－前,en,Saeki Kumin Bunka Center-mae (Saeki Ward Community Cultural Center)
佐伯区民文化センタ－前,ko,사에키 구민문화센터
佐伯区民文化センタ－前,zh-cn,佐伯区民文化中心前
佐伯区民文化センタ－前,zh-tw,佐伯區民文化中心前
ＪＲ阿品駅,ja,ＪＲ阿品駅
ＪＲ阿品駅,ja-Hrkt,じぇいあーるあじなえき
ＪＲ阿品駅,en,JR Ajina Sta.
ＪＲ阿品駅,ko,JR 아지나 역
ＪＲ阿品駅,zh-cn,JR阿品站
ＪＲ阿品駅,zh-tw,JR阿品站
安芸高田警察署,ja,安芸高田警察署
安芸高田警察署,ja-Hrkt,あきたかたけいさつしょまえ
安芸高田警察署,en,Akitakata Keisatsusho-mae (Akitakata Police Station)
安芸高田警察署,ko,아키 타카타 경찰서
安芸高田警察署,zh-cn,安艺高田警察署
安芸高田警察署,zh-tw,安藝高田警察署
新町下,ja,新町下
新町下,ja-Hrkt,しんまちしも
新町下,en,Shinmachi-shimo
新町下,ko,신마치 시모
新町下,zh-cn,新町下
新町下,zh-tw,新町下
安芸高田市役所前,ja,安芸高田市役所前
安芸高田市役所前,ja-Hrkt,あきたかたしやくしょまえ
安芸高田市役所前,en,Akitakata Shiyakusho-mae (Akitakata City Hall)
安芸高田市役所前,ko,아키 타카타 시청
安芸高田市役所前,zh-cn,安艺高田市政府前
安芸高田市役所前,zh-tw,安藝高田市政府前
高取駅,ja,高取駅
高取駅,ja-Hrkt,たかとりえき
高取駅,en,Takatori Sta.
高取駅,ko,다카토리 역
高取駅,zh-cn,高取站
高取駅,zh-tw,高取站
日赤看護大学前,ja,日赤看護大学前
日赤看護大学前,ja-Hrkt,にっせきかんごだいがく
日赤看護大学前,en,Nisseki Kango Daigaku (Japanese Red Cross Col. of Nursing)
日赤看護大学前,ko,일본적십자 간호대학
日赤看護大学前,zh-cn,日赤看护大学
日赤看護大学前,zh-tw,日赤看護大學
五日市中央二丁目,ja,五日市中央二丁目
五日市中央二丁目,ja-Hrkt,いつかいちちゅうおうにちょうめ
五日市中央二丁目,en,Itsukaichi-chuo-nichome (Itsukaichi-chuo 2)
五日市中央二丁目,ko,이쓰카이치 추오 2초메
五日市中央二丁目,zh-cn,五日市中央二丁目
五日市中央二丁目,zh-tw,五日市中央二丁目
五日市中央公民館,ja,五日市中央公民館
五日市中央公民館,ja-Hrkt,いつかいちちゅうおうこうみんか
五日市中央公民館,en,Itsukaichi-chuo Kominkan (Itsukaichi Chuo Community Center)
五日市中央公民館,ko,이쓰카이치 추오 공민관
五日市中央公民館,zh-cn,五日市中央公民馆
五日市中央公民館,zh-tw,五日市中央公民館
上平木,ja,上平木
上平木,ja-Hrkt,かみひらぎ
上平木,en,Kami-hiragi
上平木,ko,가미히라기
上平木,zh-cn,上平木
上平木,zh-tw,上平木
中地大橋,ja,中地大橋
中地大橋,ja-Hrkt,なかじおおはし
中地大橋,en,Nakaji-ohashi
中地大橋,ko,나카지 오하시
中地大橋,zh-cn,中地大桥
中地大橋,zh-tw,中地大橋
戸河内ＩＣバスセンター,ja,戸河内ＩＣバスセンター
戸河内ＩＣバスセンター,ja-Hrkt,とごうちあいしーばすせんたー
戸河内ＩＣバスセンター,en,Togochi IC Bus Center
戸河内ＩＣバスセンター,ko,도고치 IC 버스센터
戸河内ＩＣバスセンター,zh-cn,户河内IC巴士中心
戸河内ＩＣバスセンター,zh-tw,戶河內IC巴士中心
廿日市市役所,ja,廿日市市役所
廿日市市役所,ja-Hrkt,はつかいちしやくしょ
廿日市市役所,en,Hatsukaichi Shiyakusho (Hatsukaichi City Hall)
廿日市市役所,ko,하쓰카이치 시야쿠쇼
廿日市市役所,zh-cn,廿日市市政府
廿日市市役所,zh-tw,廿日市市政府
五日市五丁目口,ja,五日市五丁目口
五日市五丁目口,ja-Hrkt,いつかいちごちょうめぐち
五日市五丁目口,en,Itsukaichi-gochome-guchi (Itsukaichi 5)
五日市五丁目口,ko,이쓰카이치 5초메 구치
五日市五丁目口,zh-cn,五日市五丁目口
五日市五丁目口,zh-tw,五日市五丁目口
沼田料金所前,ja,沼田料金所前
沼田料金所前,ja-Hrkt,ぬまたりょうきんじょまえ
沼田料金所前,en,Numata Ryokinjo-mae
沼田料金所前,ko,누마타 료킨조 마에
沼田料金所前,zh-cn,沼田收费站前
沼田料金所前,zh-tw,沼田收費站前
利松一丁目,ja,利松一丁目
利松一丁目,ja-Hrkt,としまついっちょうめ
利松一丁目,en,Toshimatsu-itchome (Toshimatsu 1)
利松一丁目,ko,도시마쓰 1초메
利松一丁目,zh-cn,利松一丁目
利松一丁目,zh-tw,利松一丁目
千同,ja,千同
千同,ja-Hrkt,せんどう
千同,en,Sendo
千同,ko,센도
千同,zh-cn,千同
千同,zh-tw,千同
免許センター,ja,免許センター
免許センター,ja-Hrkt,めんきょせんたー
免許センター,en,Menkyo Center (Hiroshima Pref. License Center)
免許センター,ko,멘쿄 센터
免許センター,zh-cn,执照中心
免許センター,zh-tw,執照中心
佐方,ja,佐方
佐方,ja-Hrkt,さがた
佐方,en,Sagata
佐方,ko,사가타
佐方,zh-cn,佐方
佐方,zh-tw,佐方
白川上,ja,白川上
白川上,ja-Hrkt,しらかわかみ
白川上,en,Shirakawa-kami
白川上,ko,시라카와 카미
白川上,zh-cn,白川上
白川上,zh-tw,白川上
平岩陸橋,ja,平岩陸橋
平岩陸橋,ja-Hrkt,ひらいわりっきょう
平岩陸橋,en,Hiraiwa Rikkyo
平岩陸橋,ko,히라이와 릿쿄
平岩陸橋,zh-cn,平岩陆桥
平岩陸橋,zh-tw,平巖陸橋
石内南二丁目,ja,石内南二丁目
石内南二丁目,ja-Hrkt,いしうちみなみにちょうめ
石内南二丁目,en,Ishiuchi-minami-nichome (Ishiuchi-minami 2)
石内南二丁目,ko,이시우치 미나미 2초메
石内南二丁目,zh-cn,石内南二丁目
石内南二丁目,zh-tw,石內南二丁目
石内南四丁目,ja,石内南四丁目
石内南四丁目,ja-Hrkt,いしうちみなみよんちょうめ
石内南四丁目,en,Ishiuchi-minami-yonchome (Ishiuchi-minami 4)
石内南四丁目,ko,이시우치 미나미 4초메
石内南四丁目,zh-cn,石内南四丁目
石内南四丁目,zh-tw,石內南四丁目
四季が丘北,ja,四季が丘北
四季が丘北,ja-Hrkt,しきがおかきた
四季が丘北,en,Shikigaoka-kita
四季が丘北,ko,시키가오카 키타
四季が丘北,zh-cn,四季丘北
四季が丘北,zh-tw,四季丘北
四季が丘上,ja,四季が丘上
四季が丘上,ja-Hrkt,しきがおかかみ
四季が丘上,en,Shikigaoka-kami
四季が丘上,ko,시키가오카 카미
四季が丘上,zh-cn,四季丘上
四季が丘上,zh-tw,四季丘上
田方西,ja,田方西
田方西,ja-Hrkt,たがたにし
田方西,en,Tagata-nishi
田方西,ko,다가타 니시
田方西,zh-cn,田方西
田方西,zh-tw,田方西
城南中学校前,ja,城南中学校前
城南中学校前,ja-Hrkt,じょうなんちゅうがっ
城南中学校前,en,Jonan Chugakko-mae (Jonan Junior High School)
城南中学校前,ko,조난 중학교
城南中学校前,zh-cn,城南中学前
城南中学校前,zh-tw,城南中學前
下浜ヶ谷,ja,下浜ヶ谷
下浜ヶ谷,ja-Hrkt,しもはまがたに
下浜ヶ谷,en,Shimo-hamagatani
下浜ヶ谷,ko,시모하마가타니
下浜ヶ谷,zh-cn,下滨谷
下浜ヶ谷,zh-tw,下濱谷
もみじ通り,ja,もみじ通り
もみじ通り,ja-Hrkt,もみじどおり
もみじ通り,en,Momiji-dori (Momiji Ave.)
もみじ通り,ko,모미지도리 거리
もみじ通り,zh-cn,红叶通
もみじ通り,zh-tw,紅葉通
花の季台中央公園,ja,花の季台中央公園
花の季台中央公園,ja-Hrkt,はなのきだいちゅうおうこうえん
花の季台中央公園,en,Hananokidai Chuo Koen (Hananokidai Chuo Park)
花の季台中央公園,ko,하나노키다이 추오 코엔
花の季台中央公園,zh-cn,花之季台中央公园
花の季台中央公園,zh-tw,花之季臺中央公園
けやき通り,ja,けやき通り
けやき通り,ja-Hrkt,けやきどおり
けやき通り,en,Keyaki-dori (Keyaki Ave.)
けやき通り,ko,게야키도리 거리
けやき通り,zh-cn,榉木通
けやき通り,zh-tw,櫸木通
花の季台,ja,花の季台
花の季台,ja-Hrkt,はなのきだい
花の季台,en,Hananokidai
花の季台,ko,하나노키다이
花の季台,zh-cn,花之季台
花の季台,zh-tw,花之季臺
旭橋西,ja,旭橋西
旭橋西,ja-Hrkt,あさひばしにし
旭橋西,en,Asahibashi-nishi
旭橋西,ko,아사히바시 니시
旭橋西,zh-cn,旭桥西
旭橋西,zh-tw,旭橋西
セントラルシティ入口,ja,セントラルシティ入口
セントラルシティ入口,ja-Hrkt,せんとらるしてぃいりぐち
セントラルシティ入口,en,Central City-iriguchi
セントラルシティ入口,ko,센트럴 시티 이리구치
セントラルシティ入口,zh-cn,Central City入口
セントラルシティ入口,zh-tw,Central City入口
セントラルシティ中央,ja,セントラルシティ中央
セントラルシティ中央,ja-Hrkt,せんとらるしてぃちゅうおう
セントラルシティ中央,en,Central City-chuo
セントラルシティ中央,ko,센트럴 시티 추오
セントラルシティ中央,zh-cn,Central City中央
セントラルシティ中央,zh-tw,Central City中央
こころ入口,ja,こころ入口
こころ入口,ja-Hrkt,こころいりぐち
こころ入口,en,Kokoro-iriguchi
こころ入口,ko,고코로 이리구치
こころ入口,zh-cn,COCORO入口
こころ入口,zh-tw,COCORO入口
伴南小学校,ja,伴南小学校
伴南小学校,ja-Hrkt,ともみなみしょうがっこう
伴南小学校,en,Tomo-minami Shogakko (Tomo-minami Elementary School)
伴南小学校,ko,도모 미나미 초등학교
伴南小学校,zh-cn,伴南小学
伴南小学校,zh-tw,伴南小學
こころ第一公園前,ja,こころ第一公園前
こころ第一公園前,ja-Hrkt,こころだいいちこうえんまえ
こころ第一公園前,en,Kokoro Daiichi Koen-mae (Kokoro Daiichi Park)
こころ第一公園前,ko,고코로 다이1 공원
こころ第一公園前,zh-cn,COCORO第一公园前
こころ第一公園前,zh-tw,COCORO第一公園前
こころ産業団地入口,ja,こころ産業団地入口
こころ産業団地入口,ja-Hrkt,こころさんぎょうだんちいりぐち
こころ産業団地入口,en,Kokoro Sangyodanchi-iriguchi
こころ産業団地入口,ko,고코로 산업단지
こころ産業団地入口,zh-cn,COCORO产业团地入口
こころ産業団地入口,zh-tw,COCORO產業團地入口
こころ産業団地中,ja,こころ産業団地中
こころ産業団地中,ja-Hrkt,こころさんぎょうだんちなか
こころ産業団地中,en,Kokoro Sangyodanchi-naka
こころ産業団地中,ko,고코로 산업단지
こころ産業団地中,zh-cn,COCORO产业团地中
こころ産業団地中,zh-tw,COCORO產業團地中
こころ産業団地,ja,こころ産業団地
こころ産業団地,ja-Hrkt,こころさんぎょうだんち
こころ産業団地,en,Kokoro Sangyodanchi
こころ産業団地,ko,고코로 산업단지
こころ産業団地,zh-cn,COCORO产业团地
こころ産業団地,zh-tw,COCORO產業團地
ナタリーマリナタウン,ja,ナタリーマリナタウン
ナタリーマリナタウン,ja-Hrkt,なたりーまりなたうん
ナタリーマリナタウン,en,Natalie Marina Town
ナタリーマリナタウン,ko,나탈리 마리나 타운
ナタリーマリナタウン,zh-cn,NATALIE MARINA TOWN
ナタリーマリナタウン,zh-tw,NATALIE MARINA TOWN
広電阿品駅,ja,広電阿品駅
広電阿品駅,ja-Hrkt,ひろでんあじなえき
広電阿品駅,en,Hiroden-ajina Sta.
広電阿品駅,ko,히로덴 아지나 역
広電阿品駅,zh-cn,广电阿品站
広電阿品駅,zh-tw,廣電阿品站
こころ団地西,ja,こころ団地西
こころ団地西,ja-Hrkt,こころだんちにし
こころ団地西,en,Kokoro Danchi-nishi
こころ団地西,ko,고코로 단지
こころ団地西,zh-cn,COCORO团地西
こころ団地西,zh-tw,COCORO團地西
伴南五丁目,ja,伴南五丁目
伴南五丁目,ja-Hrkt,ともみなみごちょうめ
伴南五丁目,en,Tomo-minami-gochome (Tomo-minami 5)
伴南五丁目,ko,도모 미나미 5초메
伴南五丁目,zh-cn,伴南五丁目
伴南五丁目,zh-tw,伴南五丁目
こころ西風梅苑,ja,こころ西風梅苑
こころ西風梅苑,ja-Hrkt,こころせいふうばいえん
こころ西風梅苑,en,Kokoro Seifu Baien
こころ西風梅苑,ko,고코로 세이후 바이엔
こころ西風梅苑,zh-cn,COCORO西风梅苑
こころ西風梅苑,zh-tw,COCORO西風梅苑
枝垂桜通り,ja,枝垂桜通り
枝垂桜通り,ja-Hrkt,しだれざくらどおり
枝垂桜通り,en,Shidarezakura-dori (Shidarezakura Ave.)
枝垂桜通り,ko,시다레자쿠라 도리
枝垂桜通り,zh-cn,枝垂樱通
枝垂桜通り,zh-tw,枝垂櫻通
こころ南中央,ja,こころ南中央
こころ南中央,ja-Hrkt,こころみなみちゅうおう
こころ南中央,en,Kokoro-minami-chuo
こころ南中央,ko,고코로 미나미 추오
こころ南中央,zh-cn,COCORO南中央
こころ南中央,zh-tw,COCORO南中央
こころゆきやなぎ公園,ja,こころゆきやなぎ公園
こころゆきやなぎ公園,ja-Hrkt,こころゆきやなぎこうえん
こころゆきやなぎ公園,en,Kokoro Yukiyanagi Koen (Kokoro Yukiyanagi Park)
こころゆきやなぎ公園,ko,고코로 유키야나기 공원
こころゆきやなぎ公園,zh-cn,COCORO珍珠花公园
こころゆきやなぎ公園,zh-tw,COCORO珍珠花公園
こころ南,ja,こころ南
こころ南,ja-Hrkt,こころみなみ
こころ南,en,Kokoro-minami
こころ南,ko,고코로미나미
こころ南,zh-cn,COCORO南
こころ南,zh-tw,COCORO南
石内北小学校前,ja,石内北小学校前
石内北小学校前,ja-Hrkt,いしうちきたしょうがっこう
石内北小学校前,en,Ishiuchi-kita Shogakko-mae (Ishiuchi-kita Elementary School)
石内北小学校前,ko,이시우치 키타 초등학교
石内北小学校前,zh-cn,石内北小学前
石内北小学校前,zh-tw,石內北小學前
こころ展望公園入口,ja,こころ展望公園入口
こころ展望公園入口,ja-Hrkt,こころてんぼうこうえんいりぐち
こころ展望公園入口,en,Kokoro Tembo Koen-iriguchi (Kokoro Tembo Park)
こころ展望公園入口,ko,고코로 텐보 공원
こころ展望公園入口,zh-cn,COCORO展望公园入口
こころ展望公園入口,zh-tw,COCORO展望公園入口
こころ第Ⅲ産業用地,ja,こころ第Ⅲ産業用地
こころ第Ⅲ産業用地,ja-Hrkt,こころだいさんさんぎょうようち
こころ第Ⅲ産業用地,en,Kokoro Daisan Sangyo Yochi
こころ第Ⅲ産業用地,ko,고코로 다이3 산업용지
こころ第Ⅲ産業用地,zh-cn,COCORO第Ⅲ产业用地
こころ第Ⅲ産業用地,zh-tw,COCORO第Ⅲ產業用地
リハビリセンター前,ja,リハビリセンター前
リハビリセンター前,ja-Hrkt,りはびりせんたーまえ
リハビリセンター前,en,Rihabiri Center-mae (Rehabilitation Center)
リハビリセンター前,ko,리하비리 센터 마에
リハビリセンター前,zh-cn,复健中心前
リハビリセンター前,zh-tw,復健中心前
大宮,ja,大宮
大宮,ja-Hrkt,おおみや
大宮,en,Omiya
大宮,ko,오미야
大宮,zh-cn,大宫
大宮,zh-tw,大宮
立町,ja,立町
立町,en,Tatemachi
立町,ko,다테마치
立町,zh-cn,立町
立町,zh-tw,立町
豊平診療所,ja,豊平診療所
豊平診療所,ja-Hrkt,とよひらしんりょうじょ
豊平診療所,en,Toyohira Shinryosho
豊平診療所,ko,도요히라 신료쇼
豊平診療所,zh-cn,丰平诊疗所
豊平診療所,zh-tw,豐平診療所
加計ＢＳ,ja,加計ＢＳ
加計ＢＳ,ja-Hrkt,かけばすすとっぷ
箕角,ja,箕角
箕角,ja-Hrkt,みのすみ
箕角,en,Minosumi
箕角,ko,미노스미
箕角,zh-cn,箕角
箕角,zh-tw,箕角
中広町,ja,中広町
中広町,ja-Hrkt,なかひろまち
中広町,en,Nakahiromachi
中広町,ko,나카히로마치
中広町,zh-cn,中广町
中広町,zh-tw,中廣町
こころ北公園,ja,こころ北公園
こころ北公園,ja-Hrkt,こころきたこうえん
こころ北公園,en,Kokoro-kita Koen (Kokoro-kita Park)
こころ北公園,ko,고코로 키타 공원
こころ北公園,zh-cn,COCORO北公园
こころ北公園,zh-tw,COCORO北公園
田方東陽台,ja,田方東陽台
田方東陽台,ja-Hrkt,たがたとうようだい
田方東陽台,en,Tagata Toyodai
田方東陽台,ko,다가타 토요다이
田方東陽台,zh-cn,田方东阳台
田方東陽台,zh-tw,田方東陽臺
中広二丁目,ja,中広二丁目
中広二丁目,ja-Hrkt,なかひろにちょうめ
中広二丁目,en,Nakahiro-nichome (Nakahiro 2)
中広二丁目,ko,나카히로 2초메
中広二丁目,zh-cn,中广二丁目
中広二丁目,zh-tw,中廣二丁目
マツダスタジアム前,ja,マツダスタジアム前
マツダスタジアム前,ja-Hrkt,まつだすたじあむまえ
マツダスタジアム前,en,MAZDA Zoom-Zoom STADIUM Hiroshima
マツダスタジアム前,ko,마쓰다 스타디움 마에
マツダスタジアム前,zh-cn,马自达体育场前
マツダスタジアム前,zh-tw,馬自達體育場前
矢野駅入口,ja,矢野駅入口
矢野駅入口,ja-Hrkt,やのえきくりぐち
矢野駅入口,en,Yano Sta. Entrance
矢野駅入口,ko,야노 역
矢野駅入口,zh-cn,矢野站入口
矢野駅入口,zh-tw,矢野站入口
矢野新町,ja,矢野新町
矢野新町,ja-Hrkt,やのしんまち
矢野新町,en,Yano-shinmachi
矢野新町,ko,야노 신마치
矢野新町,zh-cn,矢野新町
矢野新町,zh-tw,矢野新町
火ノ原,ja,火ノ原
火ノ原,ja-Hrkt,ひのはら
火ノ原,en,Hinohara
火ノ原,ko,히노하라
火ノ原,zh-cn,火之原
火ノ原,zh-tw,火之原
東明ハイツ,ja,東明ハイツ
東明ハイツ,ja-Hrkt,とうめいはいつ
東明ハイツ,en,Tomei Heights
東明ハイツ,ko,도메이 하이츠
東明ハイツ,zh-cn,东明公寓
東明ハイツ,zh-tw,東明公寓
本庄,ja,本庄
本庄,ja-Hrkt,ほんじょう
本庄,en,Honjo
本庄,ko,혼조
本庄,zh-cn,本庄
本庄,zh-tw,本莊
泉ヶ丘団地,ja,泉ヶ丘団地
泉ヶ丘団地,ja-Hrkt,いずみがおかだんち
泉ヶ丘団地,en,Izumigaoka Danchi
泉ヶ丘団地,ko,이즈미가오카 단지
泉ヶ丘団地,zh-cn,泉丘团地
泉ヶ丘団地,zh-tw,泉丘團地
水源池前,ja,水源池前
水源池前,ja-Hrkt,すいげんちまえ
水源池前,en,Suigenchi-mae
水源池前,ko,스이겐치 마에
水源池前,zh-cn,水源池前
水源池前,zh-tw,水源池前
北原,ja,北原
北原,ja-Hrkt,きたはら
北原,en,Kitahara
北原,ko,기타하라
北原,zh-cn,北原
北原,zh-tw,北原
昭和市民センター前,ja,昭和市民センター前
昭和市民センター前,ja-Hrkt,しょうわしみんせんたーまえ
昭和市民センター前,en,Showa Shimin Center-mae
昭和市民センター前,ko,쇼와 시민센터
昭和市民センター前,zh-cn,昭和市民中心前
昭和市民センター前,zh-tw,昭和市民中心前
昭和市民センター,ja,昭和市民センター
昭和市民センター,ja-Hrkt,しょうわしみんせんたー
昭和市民センター,en,Showa Shimin Center (Showa Citizen Center)
昭和市民センター,ko,쇼와 시민센터
昭和市民センター,zh-cn,昭和市民中心
昭和市民センター,zh-tw,昭和市民中心
昭和市民センター西,ja,昭和市民センター西
昭和市民センター西,ja-Hrkt,しょうわしみんせんたーにし
昭和市民センター西,en,Showa Shimin Center-nishi
昭和市民センター西,ko,쇼와 시민센터 서쪽
昭和市民センター西,zh-cn,昭和市民中心西
昭和市民センター西,zh-tw,昭和市民中心西
上中,ja,上中
上中,ja-Hrkt,かみなか
上中,en,Kaminaka
上中,ko,가미나카
上中,zh-cn,上中
上中,zh-tw,上中
下中,ja,下中
下中,ja-Hrkt,しもなか
下中,en,Shimonaka
下中,ko,시모나카
下中,zh-cn,下中
下中,zh-tw,下中
ふじが丘団地入口,ja,ふじが丘団地入口
ふじが丘団地入口,ja-Hrkt,ふじがおかだんちいりぐち
ふじが丘団地入口,en,Fujigaoka Danchi-iriguchi (Fujigaoka Housing Complex)
ふじが丘団地入口,ko,후지가오카 단지
ふじが丘団地入口,zh-cn,藤丘团地入口
ふじが丘団地入口,zh-tw,藤丘團地入口
尾淵,ja,尾淵
尾淵,ja-Hrkt,おぶち
尾淵,en,Obuchi
尾淵,ko,오부치
尾淵,zh-cn,尾渊
尾淵,zh-tw,尾淵
さくら野団地上,ja,さくら野団地上
さくら野団地上,ja-Hrkt,さくらのだんちかみ
さくら野団地上,en,Sakurano Danchi-kami
さくら野団地上,ko,사쿠라노 단치 카미
さくら野団地上,zh-cn,樱野团地上
さくら野団地上,zh-tw,櫻野團地上
さくら野団地下,ja,さくら野団地下
さくら野団地下,ja-Hrkt,さくらのだんちしも
さくら野団地下,en,Sakurano Danchi-shimo
さくら野団地下,ko,사쿠라노 단치 시모
さくら野団地下,zh-cn,樱野团地下
さくら野団地下,zh-tw,櫻野團地下
熊野高校前,ja,熊野高校前
熊野高校前,ja-Hrkt,くまのこうこうまえ
熊野高校前,en,Kumamo Koko-mae (Kumamo High School)
熊野高校前,ko,구마노 고등학교
熊野高校前,zh-cn,熊野高中前
熊野高校前,zh-tw,熊野高中前
皇帝ハイツ入口,ja,皇帝ハイツ入口
皇帝ハイツ入口,ja-Hrkt,こうていはいついりぐち
皇帝ハイツ入口,en,Kotei Heights-iriguchi
皇帝ハイツ入口,ko,고테 하이츠 이리구치
皇帝ハイツ入口,zh-cn,皇帝公寓入口
皇帝ハイツ入口,zh-tw,皇帝公寓入口
上條橋東,ja,上條橋東
上條橋東,ja-Hrkt,かみじょうばしひがし
上條橋東,en,Kamijobashi-higashi
上條橋東,ko,가미조바시 히가시
上條橋東,zh-cn,上条桥东
上條橋東,zh-tw,上條橋東
勤住橋,ja,勤住橋
勤住橋,ja-Hrkt,きんじゅうばし
勤住橋,en,Kinjubashi
勤住橋,ko,긴주바시
勤住橋,zh-cn,勤住桥
勤住橋,zh-tw,勤住橋
仲間ヶ原,ja,仲間ヶ原
仲間ヶ原,ja-Hrkt,なかまがはら
仲間ヶ原,en,Nakamagahara
仲間ヶ原,ko,나카마가하라
仲間ヶ原,zh-cn,仲间原
仲間ヶ原,zh-tw,仲間原
杉並台団地東,ja,杉並台団地東
杉並台団地東,ja-Hrkt,すぎなみだいだんちひがし
杉並台団地東,en,Suginamidai Danchi-higashi
杉並台団地東,ko,스기나미다이 단치 히가시
杉並台団地東,zh-cn,杉并台团地东
杉並台団地東,zh-tw,杉並臺團地東
呉本通り八丁目,ja,呉本通り八丁目
呉本通り八丁目,ja-Hrkt,くれほんどおりはっちょうめ
呉本通り八丁目,en,Kure-hondori-hatchome (Kure-hondori 8)
呉本通り八丁目,ko,구레 혼도리 8초메
呉本通り八丁目,zh-cn,吴本通八丁目
呉本通り八丁目,zh-tw,吳本通八丁目
西畑,ja,西畑
西畑,ja-Hrkt,にしはた
西畑,en,Nishihata
西畑,ko,니시하타
西畑,zh-cn,西畑
西畑,zh-tw,西畑
中畑,ja,中畑
中畑,ja-Hrkt,なかはた
中畑,en,Nakahata
中畑,ko,나카하타
中畑,zh-cn,中畑
中畑,zh-tw,中畑
原,ja,原
原,ja-Hrkt,はら
原,en,Hara
原,ko,하라
原,zh-cn,原
原,zh-tw,原
阿賀駅前,ja,阿賀駅前
阿賀駅前,ja-Hrkt,あがえきまえ
阿賀駅前,en,Aga Sta.
阿賀駅前,ko,아가 역
阿賀駅前,zh-cn,阿贺站前
阿賀駅前,zh-tw,阿賀站前
先小倉,ja,先小倉
先小倉,ja-Hrkt,さきおぐら
先小倉,en,Sakiogura
先小倉,ko,사키오구라
先小倉,zh-cn,先小仓
先小倉,zh-tw,先小倉
広市民センター,ja,広市民センター
広市民センター,ja-Hrkt,ひろしみんせんたー
広市民センター,en,Hiro Shimin Center (Hiro Citizen Center)
広市民センター,ko,히로 시민센터
