service_id,date,exception_type
328dfd83-7c1d-49ca-8fc3-279abc83dc3a,20250602,1
bb276ca7-c86b-464a-b24f-346d5fb427e7,20250602,1
abcfe1d5-3a0f-4f24-a359-7a82d0184076,20250602,1
4946387d-a4c9-4f81-b358-87a200662182,20250602,1
02cdbb6f-62c5-4fcb-9650-beb28fb38463,20250602,1
57c15a09-adeb-4cb2-954c-f3b25becff30,20250602,1
0405163d-84f2-4902-a1b8-0fd855c47795,20250602,1
7f3b898f-c46a-43a3-8d79-1f8d4acffc6e,20250602,1
afc5b9f3-b0cd-4e83-a355-20ab5eb901f3,20250602,1
cadde88e-1822-4bc2-bd36-20c9f2045363,20250602,1
a515752b-b361-4d8f-84f2-2c4d7fa6bd2a,20250602,1
bc93eef3-c3d7-4c12-b488-2ca31e890ffc,20250602,1
7cc14579-812f-456a-8c7e-36c11a5868d6,20250602,1
7b6b60e2-5152-4596-b49c-3d0d093450ca,20250602,1
2d9cd852-48b6-4f65-8d46-41c0e31e080a,20250602,1
91683db8-2c70-49c7-9c9f-41d4211cb11b,20250602,1
4f49a22e-1431-41ec-8630-4814a183536b,20250602,1
0eaacb63-e356-45e8-abae-509061fdcb77,20250602,1
55f8078b-b0a5-4d57-97f7-568469b46c0f,20250602,1
a6bf47be-47a9-4fc7-bd2a-603351cee044,20250602,1
00c9dc5c-f8f4-4afb-a67a-65e047c17c79,20250602,1
36e373b9-93d3-4f53-824d-6d6b7dfd2af2,20250602,1
971ce011-de03-44ba-a545-713e2eb954d4,20250602,1
cb3aa3a8-4ff4-4f4c-aa22-765dab830720,20250602,1
8955a9ff-c35e-42c4-8348-7b4763fcb06e,20250602,1
2ee27183-7e69-4ca7-a455-845845ebf7e1,20250602,1
5a110ec4-d790-4e12-a2c9-864475859683,20250602,1
75127e21-544e-432c-b72d-90ea07164b9e,20250602,1
eb6eed55-0ac1-415d-ab3c-9526bde1d35e,20250602,1
13d08dcb-abee-49a7-a861-98486571dfcf,20250602,1
16216e90-daed-4313-bbd5-a0a6c84fe873,20250602,1
ef2aaff7-a2c8-409e-bdb3-a6e80429ecbc,20250602,1
929e53dc-19bb-4c79-9354-aafd2b771640,20250602,1
8b8a02d4-6f9c-4ed3-9e0b-ab1b6e102550,20250602,1
4c40a21a-689b-444f-9816-b234dffa107a,20250602,1
8543c106-a022-4900-936c-b3350970d27e,20250602,1
4c3330df-46d5-4071-af24-b949673eb68a,20250602,1
d940a6fc-10ad-4e4c-bace-cbb7753df691,20250602,1
948025cc-20ac-4bf5-af49-cec6db9b6a91,20250602,1
6a84e82a-604e-42d8-9c1a-d243c2147f8b,20250602,1
cad6a5bc-46c3-446b-964b-d268c96f5cdc,20250602,1
40cae712-0d8c-48e5-9b61-d99a5637b07f,20250602,1
c2b10972-91fc-47e9-85df-f1b926392e49,20250602,1
fb3cdd39-1c85-4398-8e3a-f21cab2fdddd,20250602,1
0405163d-84f2-4902-a1b8-0fd855c47795,20250603,1
7f3b898f-c46a-43a3-8d79-1f8d4acffc6e,20250603,1
cadde88e-1822-4bc2-bd36-20c9f2045363,20250603,1
a515752b-b361-4d8f-84f2-2c4d7fa6bd2a,20250603,1
bc93eef3-c3d7-4c12-b488-2ca31e890ffc,20250603,1
7b6b60e2-5152-4596-b49c-3d0d093450ca,20250603,1
91683db8-2c70-49c7-9c9f-41d4211cb11b,20250603,1
4f49a22e-1431-41ec-8630-4814a183536b,20250603,1
0eaacb63-e356-45e8-abae-509061fdcb77,20250603,1
55f8078b-b0a5-4d57-97f7-568469b46c0f,20250603,1
a6bf47be-47a9-4fc7-bd2a-603351cee044,20250603,1
00c9dc5c-f8f4-4afb-a67a-65e047c17c79,20250603,1
971ce011-de03-44ba-a545-713e2eb954d4,20250603,1
cb3aa3a8-4ff4-4f4c-aa22-765dab830720,20250603,1
8955a9ff-c35e-42c4-8348-7b4763fcb06e,20250603,1
2ee27183-7e69-4ca7-a455-845845ebf7e1,20250603,1
5a110ec4-d790-4e12-a2c9-864475859683,20250603,1
75127e21-544e-432c-b72d-90ea07164b9e,20250603,1
eb6eed55-0ac1-415d-ab3c-9526bde1d35e,20250603,1
13d08dcb-abee-49a7-a861-98486571dfcf,20250603,1
16216e90-daed-4313-bbd5-a0a6c84fe873,20250603,1
ef2aaff7-a2c8-409e-bdb3-a6e80429ecbc,20250603,1
929e53dc-19bb-4c79-9354-aafd2b771640,20250603,1
8b8a02d4-6f9c-4ed3-9e0b-ab1b6e102550,20250603,1
4c40a21a-689b-444f-9816-b234dffa107a,20250603,1
8543c106-a022-4900-936c-b3350970d27e,20250603,1
4c3330df-46d5-4071-af24-b949673eb68a,20250603,1
d940a6fc-10ad-4e4c-bace-cbb7753df691,20250603,1
948025cc-20ac-4bf5-af49-cec6db9b6a91,20250603,1
cad6a5bc-46c3-446b-964b-d268c96f5cdc,20250603,1
c2b10972-91fc-47e9-85df-f1b926392e49,20250603,1
fb3cdd39-1c85-4398-8e3a-f21cab2fdddd,20250603,1
328dfd83-7c1d-49ca-8fc3-279abc83dc3a,20250604,1
bb276ca7-c86b-464a-b24f-346d5fb427e7,20250604,1
abcfe1d5-3a0f-4f24-a359-7a82d0184076,20250604,1
4946387d-a4c9-4f81-b358-87a200662182,20250604,1
02cdbb6f-62c5-4fcb-9650-beb28fb38463,20250604,1
57c15a09-adeb-4cb2-954c-f3b25becff30,20250604,1
0405163d-84f2-4902-a1b8-0fd855c47795,20250604,1
7f3b898f-c46a-43a3-8d79-1f8d4acffc6e,20250604,1
afc5b9f3-b0cd-4e83-a355-20ab5eb901f3,20250604,1
cadde88e-1822-4bc2-bd36-20c9f2045363,20250604,1
a515752b-b361-4d8f-84f2-2c4d7fa6bd2a,20250604,1
bc93eef3-c3d7-4c12-b488-2ca31e890ffc,20250604,1
7cc14579-812f-456a-8c7e-36c11a5868d6,20250604,1
7b6b60e2-5152-4596-b49c-3d0d093450ca,20250604,1
2d9cd852-48b6-4f65-8d46-41c0e31e080a,20250604,1
91683db8-2c70-49c7-9c9f-41d4211cb11b,20250604,1
4f49a22e-1431-41ec-8630-4814a183536b,20250604,1
0eaacb63-e356-45e8-abae-509061fdcb77,20250604,1
55f8078b-b0a5-4d57-97f7-568469b46c0f,20250604,1
a6bf47be-47a9-4fc7-bd2a-603351cee044,20250604,1
00c9dc5c-f8f4-4afb-a67a-65e047c17c79,20250604,1
36e373b9-93d3-4f53-824d-6d6b7dfd2af2,20250604,1
971ce011-de03-44ba-a545-713e2eb954d4,20250604,1
cb3aa3a8-4ff4-4f4c-aa22-765dab830720,20250604,1
8955a9ff-c35e-42c4-8348-7b4763fcb06e,20250604,1
2ee27183-7e69-4ca7-a455-845845ebf7e1,20250604,1
5a110ec4-d790-4e12-a2c9-864475859683,20250604,1
75127e21-544e-432c-b72d-90ea07164b9e,20250604,1
eb6eed55-0ac1-415d-ab3c-9526bde1d35e,20250604,1
13d08dcb-abee-49a7-a861-98486571dfcf,20250604,1
16216e90-daed-4313-bbd5-a0a6c84fe873,20250604,1
ef2aaff7-a2c8-409e-bdb3-a6e80429ecbc,20250604,1
929e53dc-19bb-4c79-9354-aafd2b771640,20250604,1
8b8a02d4-6f9c-4ed3-9e0b-ab1b6e102550,20250604,1
4c40a21a-689b-444f-9816-b234dffa107a,20250604,1
8543c106-a022-4900-936c-b3350970d27e,20250604,1
4c3330df-46d5-4071-af24-b949673eb68a,20250604,1
d940a6fc-10ad-4e4c-bace-cbb7753df691,20250604,1
948025cc-20ac-4bf5-af49-cec6db9b6a91,20250604,1
6a84e82a-604e-42d8-9c1a-d243c2147f8b,20250604,1
cad6a5bc-46c3-446b-964b-d268c96f5cdc,20250604,1
40cae712-0d8c-48e5-9b61-d99a5637b07f,20250604,1
c2b10972-91fc-47e9-85df-f1b926392e49,20250604,1
fb3cdd39-1c85-4398-8e3a-f21cab2fdddd,20250604,1
0405163d-84f2-4902-a1b8-0fd855c47795,20250605,1
7f3b898f-c46a-43a3-8d79-1f8d4acffc6e,20250605,1
cadde88e-1822-4bc2-bd36-20c9f2045363,20250605,1
a515752b-b361-4d8f-84f2-2c4d7fa6bd2a,20250605,1
bc93eef3-c3d7-4c12-b488-2ca31e890ffc,20250605,1
7b6b60e2-5152-4596-b49c-3d0d093450ca,20250605,1
91683db8-2c70-49c7-9c9f-41d4211cb11b,20250605,1
4f49a22e-1431-41ec-8630-4814a183536b,20250605,1
0eaacb63-e356-45e8-abae-509061fdcb77,20250605,1
55f8078b-b0a5-4d57-97f7-568469b46c0f,20250605,1
a6bf47be-47a9-4fc7-bd2a-603351cee044,20250605,1
00c9dc5c-f8f4-4afb-a67a-65e047c17c79,20250605,1
971ce011-de03-44ba-a545-713e2eb954d4,20250605,1
cb3aa3a8-4ff4-4f4c-aa22-765dab830720,20250605,1
8955a9ff-c35e-42c4-8348-7b4763fcb06e,20250605,1
2ee27183-7e69-4ca7-a455-845845ebf7e1,20250605,1
5a110ec4-d790-4e12-a2c9-864475859683,20250605,1
75127e21-544e-432c-b72d-90ea07164b9e,20250605,1
eb6eed55-0ac1-415d-ab3c-9526bde1d35e,20250605,1
13d08dcb-abee-49a7-a861-98486571dfcf,20250605,1
16216e90-daed-4313-bbd5-a0a6c84fe873,20250605,1
