どんな場所ですか？,誰に教えたいですか？,どんなことを伝える情報ですか？,どれくらい伝えたい情報ですか？,経度,緯度,画像
【災害】危険な場所,子ども,のぞかないようにしてください。,絶対に伝えたい,131.8265329,34.04961582,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_shuyosyo_map_image/safemap_shuyo_007.jpeg
【災害】危険な場所,地域のみんな,落雷の危険性があるから木の近くに行かないほうがいいです。,伝えたい,131.8242097,34.05165879,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_shuyosyo_map_image/safemap_shuyo_020.jpeg
【災害】危険な場所,地域のみんな,森が崩れそうなので、災害などが起きたらできるだけ近い、違うルートを通って避難したりしてください。,どちらでもよい,131.824033,34.04781413,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_shuyosyo_map_image/safemap_shuyo_066.jpeg
【災害】危険な場所,地域のみんな,雨が降ったら滝みたいになるからなるべくそこを通らないでくださいでも雨が降っていなかったら安全です。,絶対に伝えたい,131.8318341,34.04816377,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_shuyosyo_map_image/safemap_shuyo_078.jpeg
【災害】危険な場所,地域のみんな,雨が降ったら、すべりそうなので、手すりをもってゆっくり歩きましょう。,伝えたい,131.8320844,34.04844608,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_shuyosyo_map_image/safemap_shuyo_083.jpeg
