どんな場所ですか？,誰に教えたいですか？,どんなことを伝える情報ですか？,どれくらい伝えたい情報ですか？,経度,緯度,画像
【防犯】安全な場所,地域のみんな,もし不審な人や困ったときは交番に駆け込んでください！,伝えたい,131.8297165,34.04627645,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_shuyosyo_map_image/safemap_shuyo_012.jpeg
【防犯】安全な場所,地域のみんな,不審者にあったときや落とし物があったりしたらここに来てください。,絶対に伝えたい,131.8296443,34.04614175,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_shuyosyo_map_image/safemap_shuyo_015.jpeg
【防犯】安全な場所,地域のみんな,緊急の時や、火事の時に電話をかけたり、直接行ったら来てくれます。,絶対に伝えたい,131.8296347,34.04565903,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_shuyosyo_map_image/safemap_shuyo_025.jpeg
【防犯】安全な場所,子ども,人が多いので、不審者が来たら逃げ込んでください。,伝えたい,131.8309017,34.04844879,https://yamaguchi-opendata.jp/ckan/file-upload-system/35215/R5_shuyosyo_map_image/safemap_shuyo_082.jpeg
