都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,POIコード,住所,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,バリアフリー情報,URL,備考
352136,0000000001,山口県,美祢市,伊佐学校給食共同調理場,イサガッコウキュウショクキョウドウチョウリジョウ,,,山口県美祢市伊佐町伊佐4454,,34.16499,131.22658,0837-53-1329,,,美祢市,,,,,,,,
352136,0000000002,山口県,美祢市,厚保学校給食共同調理場,アツガッコウキュウショクキョウドウチョウリジョウ,,,山口県美祢市西厚保町本郷189-3,,34.111319,131.153127,0837-58-0218,,,美祢市,,,,,,,,
352136,0000000003,山口県,美祢市,大嶺学校給食共同調理場,オオミネガッコウキュウショクキョウドウチョウリジョウ,,,山口県美祢市大嶺町東分1854-1,,34.175728,131.205377,0837-52-3153,,,美祢市,,,,,,,,
352136,0000000004,山口県,美祢市,大田学校給食共同調理場,オオダガッコウキュウショクキョウドウチョウリジョウ,,,山口県美祢市美東町大田6258,,34.226450,131.346017,08396-2-2188,,,美祢市,,,,,,,,
352136,0000000005,山口県,美祢市,嘉万学校給食共同調理場,カマガッコウキュウショクキョウドウチョウリジョウ,,,山口県美祢市秋芳町嘉万4633-1,,34.268537,131.262383,0837-64-0326,,,美祢市,,,,,,,,
352136,0000000006,山口県,美祢市,秋吉学校給食共同調理場,アキヨシガッコウキュウショクキョウドウチョウリジョウ,,,山口県美祢市秋芳町秋吉2388,,34.21291,131.30457,0837-62-1313,,,美祢市,,,,,,,,
