都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,POIコード,住所,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,説明,バリアフリー情報,URL,備考
353213,1,山口県,和木町,和木町立和木小学校,ワキチョウリツワキショウガッコウ,ワキショウガッコウ,,山口県玖珂郡和木町和木1-13-1,,34.204944,132.218173,(0827)53-2655,,,,,,,,,,,
353213,2,山口県,和木町,和木町立和木中学校,ワキチョウリツワキチュウガッコウ,ワキチュウガッコウ,,山口県玖珂郡和木町和木2-5-2,,34.203661,132.220551,(0827)52-4328,,,,,,,,,,,
353213,3,山口県,和木町,和木町立和木こども園,ワキチョウリツワキコドモエン,ワキコドモエン,,山口県玖珂郡和木町和木2-4-1,,34.204165,132.223378,(0827)52-2707,,,,,,,,,,,
353213,4,山口県,和木町,和木町放課後児童クラブ（わきっこクラブ）,ワキチョウホウカゴジドウクラブ（ワキッコクラブ）,ワキチョウホウカゴジドウクラブ（ワキッコクラブ）,,山口県玖珂郡和木町和木1-13-1,,34.204944,132.218173,(0827)53-2656,,,,,,,,,,,
